year,SL50,SL95,FM,SPR,estimate_type,scenario,scenario_label,sensitivity_component,is_base,growth_id,growth_source,Linf,K,M,MK,MK_origin,maturity_id,maturity_source,maturity_sex,L50_input,L95_input,L50_origin,L95_origin,BinWidth
2015,31.53,35.86,5.68,0.56243207668174,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2016,28.05,30.22,1.83,0.5623582221367572,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2017,28.76,33.91,3.19,0.47219741538514903,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2018,27.79,31.48,2.79,0.472570122549019,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2019,35.89,43.71,8.89,0.580772673046953,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2020,23.52,25.57,0.53,0.6211435258731464,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2021,27.86,31.56,1.19,0.6068643525901141,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2022,35.19,44.22,4.53,0.600879793156244,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2023,29.39,32.79,1.75,0.6159964707842109,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2024,28.95,32.46,2.7,0.537215428025145,raw,S_GROWTH,Growth - Delgado 2003-2007,Growth and M/K,FALSE,DELGADO_2003_2007,da Cruz Delgado et al. (2024),41.48,0.39,0.8303768846198194,2.129171499025178,derived with Pauly equation; T = 24.7 C,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2004,29.14,33.45,12.98,0.29,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2005,28.98,33.23,11.68,0.3,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2006,28.83,32.91,10.85,0.3,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2007,28.58,32.36,9.84,0.31,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2008,28.51,32.07,8.87,0.33,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2009,28.5,31.98,7.99,0.34,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2010,28.73,32.26,7.69,0.36,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2011,29.03,32.61,7.82,0.37,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2012,29.28,32.94,7.9,0.39,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2013,29.69,33.47,8.02,0.41,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2014,30.12,34.14,8.42,0.43,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2015,30,34.07,7.09,0.45,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2016,29.73,33.81,5.93,0.46,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2017,29.63,33.92,5.19,0.46,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2018,29.62,34.03,4.66,0.48,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2019,29.8,34.4,4.33,0.49,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2020,29.39,33.86,3.67,0.51,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2021,29.57,34.16,3.33,0.52,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2022,29.93,34.73,3.21,0.52,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2023,29.81,34.39,3.02,0.52,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2024,29.73,34.21,2.98,0.52,smoothed,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2004,31.06,36.01,26.05,0.27232833565645964,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2005,28.76,34.19,7.09,0.27425624717446095,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2006,29.94,35.24,12.57,0.2719957248438715,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2007,26.79,29.73,9.54,0.2177671800817752,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2008,27.85,30.06,7.91,0.3160649864433288,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2009,26.2,28.22,2.17,0.36992226380391074,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2010,27.92,31.62,3.33,0.37634995862501336,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2011,29.54,32.88,8.42,0.3753671750543311,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2012,27.78,30.83,7.44,0.2916702555257913,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2013,29.43,32.14,5.27,0.43558975459784877,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2014,35.58,41.58,25.65,0.46501304031027474,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2015,31.53,35.87,5.44,0.5037488824256453,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2016,28.04,30.2,1.74,0.5044305046565047,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2017,28.73,33.9,3.04,0.40260947726974994,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2018,27.75,31.43,2.65,0.40113897426829137,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2019,35.62,43.43,7.71,0.5306685826569245,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2020,23.49,25.52,0.48,0.5872714088654032,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2021,27.8,31.48,1.09,0.5624313271008925,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2022,34.79,43.8,3.81,0.5582396570811325,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2023,29.36,32.76,1.63,0.5690056479943636,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2024,28.93,32.43,2.56,0.47503430845084926,raw,S_MATURITY,Maturity - Costa 2020 F,Maturity,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,COSTA_2020_F,Costa et al. (2020),F,24.1,27.8,published,published,1
2004,28.95,33.38,12.79,0.42,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2005,28.8,33.17,11.61,0.42,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2006,28.63,32.82,10.78,0.43,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2007,28.38,32.25,9.81,0.43,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2008,28.31,31.95,8.88,0.45,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2009,28.3,31.85,8.08,0.47,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2010,28.55,32.17,7.89,0.48,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2011,28.86,32.54,8.15,0.49,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2012,29.09,32.82,8.11,0.5,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2013,29.48,33.34,8.16,0.52,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2014,29.9,34.01,8.45,0.54,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2015,29.8,33.96,7.13,0.56,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2016,29.54,33.73,5.97,0.57,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2017,29.43,33.8,5.23,0.57,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2018,29.43,33.9,4.73,0.58,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2019,29.62,34.28,4.43,0.6,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2020,29.22,33.76,3.74,0.61,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2021,29.4,34.03,3.38,0.62,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2022,29.74,34.58,3.25,0.62,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2023,29.59,34.19,3.03,0.62,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2024,29.49,33.98,2.97,0.62,smoothed,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2004,30.73,35.87,24.63,0.39374416681483226,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2005,28.93,34.52,8.27,0.39856304754034383,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2006,29.55,34.93,12.02,0.3953451547743607,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2007,26.55,29.64,9.53,0.34940009505210784,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2008,27.61,29.95,7.56,0.44916737344673396,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2009,25.86,27.68,1.98,0.5037211662706321,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2010,27.8,31.64,3.39,0.5004125936295589,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2011,29.77,33.39,11.14,0.49160179964422174,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2012,27.4,30.43,7.16,0.4214700677366184,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2013,29.28,31.94,5.85,0.5521452917302968,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2014,35.08,41.16,24.48,0.5634156914915647,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2015,31.31,35.74,5.5,0.6078951831986341,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2016,28.14,30.71,1.82,0.6158222339229807,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2017,28.29,33.46,2.86,0.5186075900249196,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2018,27.55,31.18,2.72,0.5201462999847305,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2019,35.45,43.32,8.29,0.6191857367934948,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2020,23.48,25.7,0.48,0.669518107202635,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2021,27.72,31.4,1.1,0.6579460556290744,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
