year,SL50,SL95,FM,SPR,estimate_type,scenario,scenario_label,sensitivity_component,is_base,growth_id,growth_source,Linf,K,M,MK,MK_origin,maturity_id,maturity_source,maturity_sex,L50_input,L95_input,L50_origin,L95_origin,BinWidth
2022,34.74,43.91,4.03,0.6433019016830586,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2023,29.06,32.41,1.57,0.6670545160077977,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2024,28.49,31.85,2.31,0.5912330021373055,raw,S_BIN2,Bin width - 2 cm,Length-class width,FALSE,VIEIRA_2019,Vieira (2019),40.6,0.45,0.92,2.0444444444444443,same-study M estimated by Pauly,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,2
2004,29.24,33.7,17.8,0.3,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2005,29.07,33.46,15.94,0.3,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2006,28.91,33.12,14.72,0.3,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2007,28.64,32.53,13.26,0.31,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2008,28.55,32.22,11.88,0.32,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2009,28.53,32.11,10.64,0.34,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2010,28.75,32.4,10.17,0.35,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2011,29.05,32.75,10.27,0.36,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2012,29.3,33.07,10.27,0.37,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2013,29.7,33.62,10.32,0.39,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2014,30.13,34.3,10.71,0.4,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2015,30.01,34.23,9.1,0.42,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2016,29.73,33.96,7.66,0.42,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2017,29.62,34.08,6.75,0.43,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2018,29.61,34.19,6.1,0.43,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2019,29.78,34.58,5.7,0.45,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2020,29.37,34.03,4.87,0.46,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2021,29.54,34.33,4.43,0.47,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2022,29.9,34.91,4.28,0.47,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2023,29.78,34.55,4.06,0.47,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2024,29.7,34.36,4.01,0.47,smoothed,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2004,31.31,36.44,36.55,0.2784544554341028,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2005,28.84,34.48,9.57,0.2760869033355092,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2006,30.09,35.6,17.12,0.27617808394408455,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2007,26.79,29.8,12.53,0.23744163720085076,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2008,27.85,30.1,10.35,0.31843837501017613,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2009,26.18,28.24,3.01,0.3533099495321693,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2010,27.9,31.71,4.51,0.35982465065921615,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2011,29.59,33.02,11.21,0.363995029798766,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2012,27.78,30.9,9.8,0.2969453665581381,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2013,29.44,32.21,6.99,0.41291236574200063,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2014,35.58,41.87,30.65,0.43286885216346754,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2015,31.59,36.1,7.34,0.46623603459033486,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2016,28.02,30.22,2.44,0.4624098228135832,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2017,28.69,34.04,4.14,0.3766687543067159,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2018,27.71,31.48,3.62,0.3781043397004977,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2019,35.71,44,9.99,0.4815079959943335,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2020,23.45,25.5,0.87,0.480130938906656,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2021,27.73,31.5,1.63,0.4996976585375029,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2022,34.71,44.32,5,0.4992467335486103,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2023,29.32,32.81,2.31,0.515342591851053,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2024,28.91,32.51,3.51,0.4396428346469543,raw,S_MK_LOW,M/K - 1.59,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K from da Luz & Vieira (2020),40.6,0.45,NA,1.59,M/K reported by da Luz & Vieira (2020); only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2004,29.12,33.4,12.32,0.4,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2005,28.96,33.18,11.1,0.41,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2006,28.82,32.87,10.32,0.41,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2007,28.57,32.32,9.37,0.42,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2008,28.5,32.04,8.45,0.43,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2009,28.5,31.95,7.62,0.45,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2010,28.72,32.24,7.34,0.46,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2011,29.03,32.59,7.48,0.48,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2012,29.28,32.91,7.57,0.49,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2013,29.69,33.45,7.7,0.51,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2014,30.11,34.11,8.09,0.53,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2015,30,34.04,6.81,0.54,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2016,29.73,33.78,5.68,0.55,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2017,29.63,33.89,4.97,0.56,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2018,29.62,34,4.46,0.57,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2019,29.79,34.36,4.14,0.59,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2020,29.39,33.83,3.5,0.6,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2021,29.58,34.13,3.17,0.61,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2022,29.94,34.69,3.05,0.61,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2023,29.81,34.35,2.88,0.61,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2024,29.73,34.18,2.84,0.61,smoothed,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2004,31.01,35.93,24.63,0.3828213685553628,raw,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2005,28.75,34.14,6.74,0.38261312514453644,raw,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2006,29.92,35.18,11.95,0.3814035484023329,raw,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2007,26.78,29.72,9.13,0.33044137892478964,raw,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2008,27.85,30.05,7.58,0.4278212405629286,raw,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2009,26.2,28.22,2.05,0.47606215081584946,raw,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2010,27.92,31.61,3.17,0.48135516827799674,raw,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
2011,29.54,32.85,8.04,0.4816835358118778,raw,S_MK_HIGH,M/K - 2.13,M/K,FALSE,VIEIRA_2019,Vieira (2019) Linf; M/K derived from Delgado 2003-2007,40.6,0.45,NA,2.129171499025178,M/K from Delgado 2003-2007 derived with Pauly equation; T = 24.7 C; only M/K changed from BASE,OWN_F,Current data 2004-2024,F,21.068058595591573,23.928403002115303,estimated,estimated,1
