Amostragem;Ano;Mes;Grupo;Familia;Genero;Nome_cientifico;Especie;Engenho;Nome_engenho;Quantidade;Preco;Valor;Data_amostragem;Tipo_pesca;Regiao;Ilha;Nome_ilha;Concelho;Nome_concelho;Localidade;Nome_localidade;Tipo_embarcacao;Embarcacao;Nome_embarcacao;Porto_armamento;Nome_porto_armamento;Porto_desembarque;Nome_porto_desembarque;Numero_pescadores;Data_partida;Hora_partida;Data_chegada;Num_dias;Hora_chegada;Num_horas;Banco_pesca;Nome_banco_pesca;Profundidade_pesca_engenho1
45730;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;10441;0;0;10/16/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3414;SAL REI                             ;281;CPCI                                ;281;CPCI                                ;12;10/13/2017;16:00:00;10/16/2017;3;09:00:00;65;1311;TARRAFAL                            ;0
45729;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;210;0;0;10/16/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3084;KELLY                               ;281;CPCI                                ;281;CPCI                                ;8;10/13/2017;11:00:00;10/16/2017;3;08:00:00;69;1846;NOROESTE                            ;63
45729;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;ACANTHOCYBIUM                       ;ACANTHOCYBIUM SOLANDRI              ;SERRA, DJEU OU ILHEU                ;13;REDE DE CERCO                       ;630;0;0;10/16/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3084;KELLY                               ;281;CPCI                                ;281;CPCI                                ;8;10/13/2017;11:00:00;10/16/2017;3;08:00:00;69;1846;NOROESTE                            ;63
45729;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;4304;0;0;10/16/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3084;KELLY                               ;281;CPCI                                ;281;CPCI                                ;8;10/13/2017;11:00:00;10/16/2017;3;08:00:00;69;1846;NOROESTE                            ;63
45728;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;1623;0;0;10/15/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;R;3437;DJESONE                             ;281;CPCI                                ;281;CPCI                                ;8;10/14/2017;18:00:00;10/15/2017;1;04:30:00;10;1821;POSS PO                             ;54
45727;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;15034;0;0;10/15/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;107;SAO JOAO BAPTISTA                   ;281;CPCI                                ;281;CPCI                                ;14;10/13/2017;17:00:00;10/15/2017;2;07:00:00;38;1202;TARRAFAL MONTE TRIGO                ;83
45726;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;10900;0;0;10/15/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;83;PONTA DE PECA                       ;281;CPCI                                ;281;CPCI                                ;16;10/12/2017;15:00:00;10/15/2017;3;04:40:00;61;1202;TARRAFAL MONTE TRIGO                ;136
45725;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;300;0;0;10/14/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;116;TANTUM                              ;281;CPCI                                ;281;CPCI                                ;13;10/13/2017;18:00:00;10/14/2017;1;07:00:00;13;1697;BAIA DAS GATAS                      ;48
45725;2017;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;SELAR                               ;SELAR CRUMENOPHTHALMUS              ;OLHO LARGO OU CHICHARRO             ;13;REDE DE CERCO                       ;1680;0;0;10/14/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;116;TANTUM                              ;281;CPCI                                ;281;CPCI                                ;13;10/13/2017;18:00:00;10/14/2017;1;07:00:00;13;1697;BAIA DAS GATAS                      ;48
45724;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;15315;0;0;10/14/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3073;CRISTALINA                          ;281;CPCI                                ;281;CPCI                                ;14;10/12/2017;16:00:00;10/14/2017;2;08:00:00;40;1202;TARRAFAL MONTE TRIGO                ;82
45723;2017;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS MACARELLUS               ;CAVALA PRETA                        ;13;REDE DE CERCO                       ;3430;0;0;10/13/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;82;BAIA PORTO NOVO                     ;281;CPCI                                ;281;CPCI                                ;16;10/12/2017;19:00:00;10/13/2017;1;05:00:00;10;1953;CANAL DE MEIO                       ;178
45722;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;5999;0;0;10/13/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;89;SAO JOSE                            ;281;CPCI                                ;281;CPCI                                ;12;10/11/2017;16:00:00;10/13/2017;2;05:30:00;37;1821;POSS PO                             ;56
45721;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;2500;0;0;10/12/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3084;KELLY                               ;281;CPCI                                ;281;CPCI                                ;8;10/11/2017;17:00:00;10/12/2017;1;06:00:00;13;1821;POSS PO                             ;48
45720;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;6290;0;0;10/12/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;107;SAO JOAO BAPTISTA                   ;281;CPCI                                ;281;CPCI                                ;14;10/11/2017;20:00:00;10/12/2017;1;04:00:00;8;1733;BAIA PORTO NOVO                     ;72
45719;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;2000;0;0;10/12/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;82;BAIA PORTO NOVO                     ;281;CPCI                                ;281;CPCI                                ;16;10/10/2017;19:00:00;10/12/2017;2;05:00:00;34;1951;SUL DE S.PEDRO                      ;74
45718;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;2260;0;0;10/12/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;108;DEISIKA                             ;281;CPCI                                ;281;CPCI                                ;8;10/10/2017;07:00:00;10/12/2017;2;09:30:00;50;1821;POSS PO                             ;49
45717;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;4500;0;0;10/5/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;R;3437;DJESONE                             ;281;CPCI                                ;281;CPCI                                ;8;10/5/2017;04:30:00;10/5/2017;1;18:00:00;13;1202;TARRAFAL MONTE TRIGO                ;0
45685;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;1595;0;0;10/5/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;76;SOLAMITA                            ;281;CPCI                                ;281;CPCI                                ;8;10/5/2017;05:00:00;10/5/2017;1;14:00:00;9;1257;SAO PEDRO                           ;46
45684;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;19892;0;0;10/5/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3073;CRISTALINA                          ;281;CPCI                                ;281;CPCI                                ;16;10/4/2017;20:00:00;10/5/2017;1;11:00:00;15;1951;SUL DE S.PEDRO                      ;66
45683;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;6048;0;0;10/5/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;114;FLAMENGO                            ;281;CPCI                                ;281;CPCI                                ;12;10/4/2017;18:00:00;10/5/2017;1;05:00:00;11;1883;PALHA CARGA                         ;65
45682;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;45158;0;0;10/5/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;83;PONTA DE PECA                       ;281;CPCI                                ;281;CPCI                                ;16;10/3/2017;15:00:00;10/5/2017;2;04:40:00;37;1951;SUL DE S.PEDRO                      ;78
45681;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;6092;0;0;10/5/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3414;SAL REI                             ;281;CPCI                                ;281;CPCI                                ;12;10/2/2017;15:00:00;10/5/2017;3;09:00:00;66;1202;TARRAFAL MONTE TRIGO                ;59
45680;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;10279;0;0;10/5/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;89;SAO JOSE                            ;281;CPCI                                ;281;CPCI                                ;12;10/2/2017;18:00:00;10/5/2017;3;07:00:00;61;1202;TARRAFAL MONTE TRIGO                ;0
45716;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;10000;0;0;10/4/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;114;FLAMENGO                            ;281;CPCI                                ;281;CPCI                                ;16;10/4/2017;09:00:00;10/4/2017;1;18:00:00;9;1220;FLAMENGO                            ;0
45679;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;300;0;0;10/4/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;93;RITA MARIA                          ;281;CPCI                                ;281;CPCI                                ;8;9/29/2017;18:00:00;10/4/2017;5;09:00:00;111;1311;TARRAFAL                            ;50
45679;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;ACANTHOCYBIUM                       ;ACANTHOCYBIUM SOLANDRI              ;SERRA, DJEU OU ILHEU                ;13;REDE DE CERCO                       ;650;0;0;10/4/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;93;RITA MARIA                          ;281;CPCI                                ;281;CPCI                                ;8;9/29/2017;18:00:00;10/4/2017;5;09:00:00;111;1311;TARRAFAL                            ;50
45679;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3203;0;0;10/4/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;93;RITA MARIA                          ;281;CPCI                                ;281;CPCI                                ;8;9/29/2017;18:00:00;10/4/2017;5;09:00:00;111;1311;TARRAFAL                            ;50
45678;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;6176;0;0;10/4/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;82;BAIA PORTO NOVO                     ;281;CPCI                                ;281;CPCI                                ;16;10/2/2017;05:00:00;10/4/2017;2;19:00:00;62;1200;PORTO NOVO                          ;73
45677;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;9365;0;0;10/4/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;107;SAO JOAO BAPTISTA                   ;281;CPCI                                ;281;CPCI                                ;14;10/2/2017;17:00:00;10/4/2017;2;07:00:00;38;1821;POSS PO                             ;64
45676;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;8962;0;0;10/4/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3073;CRISTALINA                          ;281;CPCI                                ;281;CPCI                                ;16;10/2/2017;16:00:00;10/4/2017;2;08:00:00;40;1951;SUL DE S.PEDRO                      ;0
45708;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;8637;0;0;10/10/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3413;BARBARA                             ;281;CPCI                                ;281;CPCI                                ;14;10/9/2017;20:00:00;10/10/2017;1;07:00:00;11;1951;SUL DE S.PEDRO                      ;72
45707;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3090;0;0;10/9/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;84;MARANATA                            ;281;CPCI                                ;281;CPCI                                ;12;10/8/2017;19:00:00;10/9/2017;1;09:00:00;14;1821;POSS PO                             ;66
45706;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;1260;0;0;10/9/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3073;CRISTALINA                          ;281;CPCI                                ;281;CPCI                                ;14;10/7/2017;16:00:00;10/9/2017;2;08:00:00;40;1202;TARRAFAL MONTE TRIGO                ;57
45705;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;4803;0;0;10/9/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;83;PONTA DE PECA                       ;281;CPCI                                ;281;CPCI                                ;16;10/7/2017;15:00:00;10/9/2017;2;04:40:00;37;1311;TARRAFAL                            ;68
45704;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;976;0;0;10/8/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;114;FLAMENGO                            ;281;CPCI                                ;281;CPCI                                ;13;10/7/2017;16:00:00;10/8/2017;1;03:00:00;11;1951;SUL DE S.PEDRO                      ;0
45703;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;6457;0;0;10/8/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;16;DJESONE                             ;281;CPCI                                ;281;CPCI                                ;10;10/7/2017;20:00:00;10/8/2017;1;04:00:00;8;1955;SONJE PORTO NOVO                    ;57
45702;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;7630;0;0;10/8/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3413;BARBARA                             ;281;CPCI                                ;281;CPCI                                ;12;10/7/2017;21:00:00;10/8/2017;1;07:00:00;10;1821;POSS PO                             ;54
45701;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;7728;0;0;10/8/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;82;BAIA PORTO NOVO                     ;281;CPCI                                ;281;CPCI                                ;16;10/7/2017;18:00:00;10/8/2017;1;09:00:00;15;1951;SUL DE S.PEDRO                      ;72
45700;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3723;0;0;10/8/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;108;DEISIKA                             ;281;CPCI                                ;281;CPCI                                ;8;10/6/2017;21:30:00;10/8/2017;2;10:00:00;36;1311;TARRAFAL                            ;74
45699;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3346;0;0;10/8/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3084;KELLY                               ;281;CPCI                                ;281;CPCI                                ;11;10/6/2017;11:00:00;10/8/2017;2;08:00:00;45;1954;FAROL DE BOI                        ;63
45698;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;4049;0;0;10/7/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;58;FRESCURA DE BAIA                    ;281;CPCI                                ;281;CPCI                                ;12;10/6/2017;20:00:00;10/7/2017;1;06:30:00;10;1697;BAIA DAS GATAS                      ;61
45697;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;7080;0;0;10/7/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;59;SAO JOAO BAPTISTA                   ;281;CPCI                                ;281;CPCI                                ;14;10/6/2017;22:00:00;10/7/2017;1;05:00:00;7;1821;POSS PO                             ;48
45696;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;9588;0;0;10/7/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3073;CRISTALINA                          ;281;CPCI                                ;281;CPCI                                ;16;10/6/2017;17:00:00;10/7/2017;1;10:00:00;17;1951;SUL DE S.PEDRO                      ;68
45695;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;6621;0;0;10/7/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;89;SAO JOSE                            ;281;CPCI                                ;281;CPCI                                ;12;10/5/2017;16:00:00;10/7/2017;2;05:30:00;37;1951;SUL DE S.PEDRO                      ;69
45694;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;10286;0;0;10/7/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3414;SAL REI                             ;281;CPCI                                ;281;CPCI                                ;12;10/5/2017;15:00:00;10/7/2017;2;19:00:00;52;1202;TARRAFAL MONTE TRIGO                ;51
45693;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;ACANTHOCYBIUM                       ;ACANTHOCYBIUM SOLANDRI              ;SERRA, DJEU OU ILHEU                ;13;REDE DE CERCO                       ;400;0;0;10/7/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;93;RITA MARIA                          ;281;CPCI                                ;281;CPCI                                ;8;10/4/2017;18:00:00;10/7/2017;3;09:00:00;63;1846;NOROESTE                            ;0
45693;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3394;0;0;10/7/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;93;RITA MARIA                          ;281;CPCI                                ;281;CPCI                                ;8;10/4/2017;18:00:00;10/7/2017;3;09:00:00;63;1846;NOROESTE                            ;0
45692;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;991;0;0;10/6/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;76;SOLAMITA                            ;281;CPCI                                ;281;CPCI                                ;8;10/5/2017;22:00:00;10/6/2017;1;04:00:00;6;1951;SUL DE S.PEDRO                      ;63
45691;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;2997;0;0;10/6/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;3413;BARBARA                             ;281;CPCI                                ;281;CPCI                                ;12;10/5/2017;20:00:00;10/6/2017;1;04:00:00;8;1951;SUL DE S.PEDRO                      ;63
45690;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;4563;0;0;10/6/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;R;3437;DJESONE                             ;281;CPCI                                ;281;CPCI                                ;12;10/5/2017;17:00:00;10/6/2017;1;05:00:00;12;1821;POSS PO                             ;64
45689;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3655;0;0;10/6/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;84;MARANATA                            ;281;CPCI                                ;281;CPCI                                ;12;10/5/2017;20:00:00;10/6/2017;1;03:00:00;7;1959;BAIA DE PORTO GRANDE                ;120
45688;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3857;0;0;10/6/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;19;DJETA                               ;281;CPCI                                ;281;CPCI                                ;8;10/5/2017;19:00:00;10/6/2017;1;08:00:00;13;1954;FAROL DE BOI                        ;47
45687;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;4541;0;0;10/6/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;114;FLAMENGO                            ;281;CPCI                                ;281;CPCI                                ;12;10/5/2017;16:00:00;10/6/2017;1;05:00:00;13;1880;SARAGARCA                           ;68
45686;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;19774;0;0;10/6/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;82;BAIA PORTO NOVO                     ;281;CPCI                                ;281;CPCI                                ;16;10/5/2017;22:00:00;10/6/2017;1;07:00:00;9;1220;FLAMENGO                            ;71
45675;2017;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;9504;0;0;10/3/2017;INDUSTRIAL          ;B;2;S. VICENTE                          ;5;S. VICENTE                          ;11;MINDELO                             ;I;84;MARANATA                            ;281;CPCI                                ;281;CPCI                                ;14;10/2/2017;18:00:00;10/3/2017;1;10:00:00;16;1821;POSS PO                             ;58
