Amostragem;Ano;Mes;Grupo;Familia;Genero;Nome_cientifico;Especie;Engenho;Nome_engenho;Quantidade;Preco;Valor;Data_amostragem;Tipo_pesca;Regiao;Ilha;Nome_ilha;Concelho;Nome_concelho;Localidade;Nome_localidade;Tipo_embarcacao;Embarcacao;Nome_embarcacao;Porto_armamento;Nome_porto_armamento;Porto_desembarque;Nome_porto_desembarque;Numero_pescadores;Data_partida;Hora_partida;Data_chegada;Num_dias;Hora_chegada;Num_horas;Banco_pesca;Nome_banco_pesca;Profundidade_pesca_engenho1
61819;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;810;286;231660;10/28/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;10;EXPRESS                             ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/23/2023;08:00:00;10/28/2023;5;12:16:00;124;1892;RUBOM B.                            ;70
61818;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;310;350;108500;10/29/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2033;LINDA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/24/2023;13:00:00;10/29/2023;5;13:15:00;120;1689;TXADONA                             ;57
61817;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;300;350;105000;10/28/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;1490;CODE DI MAQUINHA                    ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;9;10/21/2023;10:00:00;10/28/2023;7;03:00:00;161;1708;SUL DE MAIO                         ;150
61816;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;SELAR                               ;SELAR CRUMENOPHTHALMUS              ;OLHO LARGO OU CHICHARRO             ;3;LINHA A MAO                         ;50;136,53;6826,5;10/27/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2887;FURNA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/20/2023;15:00:00;10/25/2023;5;02:00:00;107;2105;SUL DE MAIO                         ;200
61816;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;600;350;210000;10/27/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2887;FURNA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/20/2023;15:00:00;10/25/2023;5;02:00:00;107;2105;SUL DE MAIO                         ;200
61815;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;90;350;31500;10/27/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3605;RAULINHO                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;6;10/18/2023;15:15:00;10/26/2023;8;18:15:00;195;1892;RUBOM B.                            ;60
61814;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;SELAR                               ;SELAR CRUMENOPHTHALMUS              ;OLHO LARGO OU CHICHARRO             ;13;REDE DE CERCO                       ;1000;100;100000;10/21/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3434;MAR LINDA                           ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;16;10/17/2023;10:11:00;10/21/2023;4;07:30:00;93;1718;MAIO                                ;14
61813;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;900;125;112500;10/27/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/22/2023;08:30:00;10/27/2023;5;03:00:00;114;1894;FOGO / BRAVA                        ;18
61813;2023;10;DEMERSAIS                           ;CARANGIDAE                          ;CENTROPHORUS                        ;ELAGATIS BIPINNULATA                ;SALMAO RRU                          ;13;REDE DE CERCO                       ;900;400;360000;10/27/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/22/2023;08:30:00;10/27/2023;5;03:00:00;114;1894;FOGO / BRAVA                        ;18
61813;2023;10;PEQUENOS PELAGICOS                  ;SPARIDAE                            ;SPICARA                             ;SPICARA MELANURUS                   ;DOBRADA                             ;13;REDE DE CERCO                       ;2000;40;80000;10/27/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/22/2023;08:30:00;10/27/2023;5;03:00:00;114;1894;FOGO / BRAVA                        ;18
61812;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;SELAR                               ;SELAR CRUMENOPHTHALMUS              ;OLHO LARGO OU CHICHARRO             ;13;REDE DE CERCO                       ;5100;80;408000;10/27/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2416;LEAO DO MAR                         ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;21;10/24/2023;23:00:00;10/27/2023;3;07:30:00;56;1913;SAO NICOLAU                         ;40
61811;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;EUTHYNNUS                           ;EUTHYNNUS ALLETERATUS               ;MERMA, PANQUIL OU TXAFAROTE         ;3;LINHA A MAO                         ;120;250;30000;10/17/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;1774;SAO MIGUEL                          ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;6;10/10/2023;17:00:00;10/17/2023;7;16:01:00;167;1892;RUBOM B.                            ;20
61811;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;314;300;94200;10/17/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;1774;SAO MIGUEL                          ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;6;10/10/2023;17:00:00;10/17/2023;7;16:01:00;167;1892;RUBOM B.                            ;20
61810;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;100;350;35000;10/23/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2220;CIDALIA                             ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;9;10/17/2023;09:10:00;10/22/2023;5;22:40:00;133;2105;SUL DE MAIO                         ;20
61809;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS PUNCTATUS                ;CAVALA BRANCA                       ;13;REDE DE CERCO                       ;200;120;24000;10/26/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3606;MARIO JORGE                         ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;11;10/23/2023;17:15:00;10/26/2023;3;09:23:00;64;1718;MAIO                                ;18
61808;2023;10;DEMERSAIS                           ;CARANGIDAE                          ;SERIOLA                             ;SERIOLA SP                          ;ESMOREGAL OU SERZE                  ;13;REDE DE CERCO                       ;1500;400;600000;10/25/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;36;LU DI BALANTA                       ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;20;10/21/2023;09:00:00;10/25/2023;4;16:00:00;103;1949;BOA VISTA                           ;35
61808;2023;10;DEMERSAIS                           ;CARANGIDAE                          ;CENTROPHORUS                        ;ELAGATIS BIPINNULATA                ;SALMAO RRU                          ;13;REDE DE CERCO                       ;1500;400;600000;10/25/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;36;LU DI BALANTA                       ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;20;10/21/2023;09:00:00;10/25/2023;4;16:00:00;103;1949;BOA VISTA                           ;35
61807;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;SELAR                               ;SELAR CRUMENOPHTHALMUS              ;OLHO LARGO OU CHICHARRO             ;13;REDE DE CERCO                       ;1000;100;100000;10/24/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;56;CALHAU                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;10;10/20/2023;14:00:00;10/24/2023;4;13:00:00;95;1718;MAIO                                ;60
61806;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;680;350;238000;10/25/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3596;OCEANAID                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/18/2023;09:30:00;10/24/2023;6;03:00:00;137;1892;RUBOM B.                            ;20
61805;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;200;350;70000;10/20/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3709;CIDADE VELHA                        ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;9;10/13/2023;23:15:00;10/20/2023;7;10:20:00;155;2105;SUL DE MAIO                         ;17,2
61805;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;3;LINHA A MAO                         ;100;250;25000;10/20/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3709;CIDADE VELHA                        ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;9;10/13/2023;23:15:00;10/20/2023;7;10:20:00;155;2105;SUL DE MAIO                         ;17,2
61804;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;3;LINHA A MAO                         ;200;200;40000;10/15/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;40;ISRAEL                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/13/2023;20:00:00;10/15/2023;2;15:00:00;43;2105;SUL DE MAIO                         ;150
61804;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;800;350;280000;10/15/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;40;ISRAEL                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/13/2023;20:00:00;10/15/2023;2;15:00:00;43;2105;SUL DE MAIO                         ;150
61803;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS PUNCTATUS                ;CAVALA BRANCA                       ;13;REDE DE CERCO                       ;800;120;96000;10/21/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2898;MESTRE MANUEL                       ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;11;10/21/2023;05:00:00;10/21/2023;1;09:38:00;4;1743;FAROL                               ;11
61801;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;75;250;18750;10/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;1490;CODE DI MAQUINHA                    ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;11;10/15/2023;09:00:00;10/18/2023;3;03:00:00;66;2105;SUL DE MAIO                         ;200
61801;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;3;LINHA A MAO                         ;75;200;15000;10/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;1490;CODE DI MAQUINHA                    ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;11;10/15/2023;09:00:00;10/18/2023;3;03:00:00;66;2105;SUL DE MAIO                         ;200
61801;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;75;350;26250;10/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;1490;CODE DI MAQUINHA                    ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;11;10/15/2023;09:00:00;10/18/2023;3;03:00:00;66;2105;SUL DE MAIO                         ;200
61801;2023;10;TUNIDEOS                            ;CORYPHAENIDAE                       ;CORYPHAENA                          ;CORYPHAENA HIPPURUS                 ;DOURADO OU LOBO                     ;3;LINHA A MAO                         ;75;200;15000;10/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;1490;CODE DI MAQUINHA                    ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;11;10/15/2023;09:00:00;10/18/2023;3;03:00:00;66;2105;SUL DE MAIO                         ;200
61800;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;1000;350;350000;10/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3605;RAULINHO                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/9/2023;09:51:00;10/18/2023;9;03:00:00;209;1892;RUBOM B.                            ;25
61799;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;600;40;24000;10/20/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3438;AUSTRIA                             ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;10/12/2023;09:00:00;10/19/2023;7;23:00:00;182;1949;BOA VISTA                           ;35
61798;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;1000;200;200000;10/19/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2881;CARLOS MARIA                        ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/18/2023;16:00:00;10/19/2023;1;11:00:00;19;2105;SUL DE MAIO                         ;84
61798;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;6000;300;1800000;10/19/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2881;CARLOS MARIA                        ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/18/2023;16:00:00;10/19/2023;1;11:00:00;19;2105;SUL DE MAIO                         ;84
61797;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;SELAR                               ;SELAR CRUMENOPHTHALMUS              ;OLHO LARGO OU CHICHARRO             ;13;REDE DE CERCO                       ;1000;100;100000;10/17/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;20;LUTA DE PESCADOR                    ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;19;10/12/2023;18:00:00;10/17/2023;5;10:30:00;112;2105;SUL DE MAIO                         ;150
61797;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;1000;300;300000;10/17/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;20;LUTA DE PESCADOR                    ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;19;10/12/2023;18:00:00;10/17/2023;5;10:30:00;112;2105;SUL DE MAIO                         ;150
61797;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;1000;250;250000;10/17/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;20;LUTA DE PESCADOR                    ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;19;10/12/2023;18:00:00;10/17/2023;5;10:30:00;112;2105;SUL DE MAIO                         ;150
61796;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;320;350;112000;10/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2033;LINDA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;8;10/10/2023;10:00:00;10/18/2023;8;05:30:00;187;1689;TXADONA                             ;157
61795;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;3000;50;150000;10/19/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;16;10/15/2023;13:00:00;10/19/2023;4;02:00:00;85;1718;MAIO                                ;60
61794;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;2000;100;200000;10/19/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;36;LU DI BALANTA                       ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;20;10/14/2023;12:00:00;10/19/2023;5;01:00:00;109;1740;BOA VISTA                           ;20
61793;2023;10;PEQUENOS PELAGICOS                  ;SPARIDAE                            ;SPICARA                             ;SPICARA MELANURUS                   ;DOBRADA                             ;13;REDE DE CERCO                       ;3000;40;120000;10/20/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;11;10/15/2023;14:00:00;10/19/2023;4;23:01:00;105;1894;FOGO / BRAVA                        ;14
61792;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;SELAR                               ;SELAR CRUMENOPHTHALMUS              ;OLHO LARGO OU CHICHARRO             ;13;REDE DE CERCO                       ;500;100;50000;10/20/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3607;TRAFALL                             ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;16;10/10/2023;14:00:00;10/19/2023;9;20:30:00;222;1674;CANALINHO                           ;32
61792;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;1000;125;125000;10/20/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;3607;TRAFALL                             ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;16;10/10/2023;14:00:00;10/19/2023;9;20:30:00;222;1674;CANALINHO                           ;32
61791;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;770;350;269500;10/24/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2875;VERA                                ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;10;10/10/2023;12:30:00;10/23/2023;13;23:50:00;323;1892;RUBOM B.                            ;80
61790;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;3;LINHA A MAO                         ;300;250;75000;10/12/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2887;FURNA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;7;10/12/2023;10:53:00;10/12/2023;1;11:24:00;0;1689;TXADONA                             ;50
61789;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;700;350;245000;10/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;1509;FAFA (DEUS ME DEU)                  ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;9;10/10/2023;09:01:00;10/16/2023;6;08:00:00;142;1892;RUBOM B.                            ;170
61788;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;3;LINHA A MAO                         ;710;350;248500;10/14/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;10;EXPRESS                             ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;9;10/8/2023;08:30:00;10/14/2023;6;01:00:00;136;1892;RUBOM B.                            ;160
61787;2023;10;PEQUENOS PELAGICOS                  ;CLUPEIDAE                           ;SARDINELLA                          ;SARDINELLA MADERENSIS               ;ARENQUE OU SARDINHA                 ;13;REDE DE CERCO                       ;500;120;60000;10/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2898;MESTRE MANUEL                       ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;11;10/16/2023;05:00:00;10/16/2023;1;08:30:00;3;1743;FAROL                               ;11
61786;2023;10;DEMERSAIS                           ;CARANGIDAE                          ;SERIOLA                             ;SERIOLA SP                          ;ESMOREGAL OU SERZE                  ;13;REDE DE CERCO                       ;200;400;80000;10/15/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2881;CARLOS MARIA                        ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/13/2023;15:00:00;10/15/2023;2;15:00:00;48;1720;JOAO VALENTE                        ;34
61786;2023;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;400;250;100000;10/15/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2881;CARLOS MARIA                        ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/13/2023;15:00:00;10/15/2023;2;15:00:00;48;1720;JOAO VALENTE                        ;34
61786;2023;10;DEMERSAIS                           ;CARANGIDAE                          ;CENTROPHORUS                        ;ELAGATIS BIPINNULATA                ;SALMAO RRU                          ;13;REDE DE CERCO                       ;500;400;200000;10/15/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2881;CARLOS MARIA                        ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/13/2023;15:00:00;10/15/2023;2;15:00:00;48;1720;JOAO VALENTE                        ;34
61786;2023;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;6000;50;300000;10/15/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;35;ACHADA GRANDE TRAZ                  ;I;2881;CARLOS MARIA                        ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;14;10/13/2023;15:00:00;10/15/2023;2;15:00:00;48;1720;JOAO VALENTE                        ;34
