Amostragem;Ano;Mes;Grupo;Familia;Genero;Nome_cientifico;Especie;Engenho;Nome_engenho;Quantidade;Preco;Valor;Data_amostragem;Tipo_pesca;Regiao;Ilha;Nome_ilha;Concelho;Nome_concelho;Localidade;Nome_localidade;Tipo_embarcacao;Embarcacao;Nome_embarcacao;Porto_armamento;Nome_porto_armamento;Porto_desembarque;Nome_porto_desembarque;Numero_pescadores;Data_partida;Hora_partida;Data_chegada;Num_dias;Hora_chegada;Num_horas;Banco_pesca;Nome_banco_pesca;Profundidade_pesca_engenho1
;;;;;;;;;;;;;2/12/2019;INDUSTRIAL          ;B;1;S. ANTÃO                            ;4;PORTO NOVO                          ;7;PORTO NOVO                          ;I;18;BARBARA                             ;264;PORTO NOVO                          ;264;PORTO NOVO                          ;16;2/11/2019;15:00:00;2/12/2019;1;03:30:00;12;1721;RIBEIRA TORTA                       ;0
;;;;;;;;;;;;;1/16/2019;INDUSTRIAL          ;S;9;SANTIAGO                            ;13;SANTA CRUZ                          ;54;PEDRA BADEJO                        ;I;3052;VOLUNTARIO                          ;241;PEDRA BADEJO                        ;241;PEDRA BADEJO                        ;14;1/16/2019;07:30:00;1/16/2019;1;09:11:00;1;1639;PRAIA BAIXO                         ;8
;;;;;;;;;;;;;1/4/2019;INDUSTRIAL          ;B;1;S. ANTÃO                            ;4;PORTO NOVO                          ;7;PORTO NOVO                          ;I;16;DJESONE                             ;264;PORTO NOVO                          ;264;PORTO NOVO                          ;18;1/3/2019;14:00:00;1/4/2019;1;04:00:00;14;1821;POSS PO                             ;32,92
;;;;;;;;;;;;;2/28/2019;INDUSTRIAL          ;S;9;SANTIAGO                            ;12;SANTA CATARINA                      ;64;RIBEIRA DA BARCA                    ;I;65;NOVO RUMO                           ;238;RIBEIRA DA BARCA                    ;238;RIBEIRA DA BARCA                    ;14;2/28/2019;06:00:00;2/28/2019;1;11:00:00;5;1750;ANGRA                               ;0
;;;;;;;;;;;;;3/12/2025;INDUSTRIAL          ;B;4;SAL                                 ;8;SAL                                 ;19;PALMEIRA                            ;I;21;MESTRE PIMENTEL                     ;222;PALMEIRA                            ;222;PALMEIRA                            ;6;3/12/2025;06:00:00;3/12/2025;1;10:21:00;4;1825;RASO                                ;20
;;;;;;;;;;;;;6/12/2020;INDUSTRIAL          ;B;1;S. ANTÃO                            ;4;PORTO NOVO                          ;7;PORTO NOVO                          ;I;18;BARBARA                             ;264;PORTO NOVO                          ;264;PORTO NOVO                          ;18;6/12/2020;24:00:00;6/12/2020;1;05:00:00;0;1821;POSS PO                             ;0
;;;;;;;;;;;;;10/5/2024;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;16;10/4/2024;08:00:00;10/5/2024;1;12:52:00;28;1718;MAIO                                ;0
;;;;;;;;;;;;;9/28/2020;INDUSTRIAL          ;S;9;SANTIAGO                            ;12;SANTA CATARINA                      ;64;RIBEIRA DA BARCA                    ;S;65;NOVO RUMO                           ;238;RIBEIRA DA BARCA                    ;238;RIBEIRA DA BARCA                    ;14;2/28/2020;06:00:00;2/28/2020;1;11:00:00;5;1750;ANGRA                               ;0
;;;;;;;;;;;;;4/17/2025;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;3074;ORCA I                              ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;20;4/7/2025;21:00:00;4/12/2025;5;08:00:00;107;1335;PALMEIRA                            ;0
;;;;;;;;;;;;;5/25/2025;INDUSTRIAL          ;B;4;SAL                                 ;8;SAL                                 ;19;PALMEIRA                            ;I;20;LUTA DE PESCADOR                    ;222;PALMEIRA                            ;222;PALMEIRA                            ;20;5/21/2025;06:00:00;5/25/2025;4;09:00:00;99;1923;ILHEU RASO                          ;0
;;;;;;;;;;;;;8/22/2019;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;56;CALHAU                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;8/20/2019;10:00:00;8/22/2019;2;20:00:00;58;1828;VARANDINHA                          ;60
;;;;;;;;;;;;;1/28/2020;INDUSTRIAL          ;S;9;SANTIAGO                            ;12;SANTA CATARINA                      ;64;RIBEIRA DA BARCA                    ;S;65;NOVO RUMO                           ;238;RIBEIRA DA BARCA                    ;238;RIBEIRA DA BARCA                    ;14;2/28/2020;06:00:00;2/28/2020;1;11:00:00;5;1750;ANGRA                               ;0
;;;;;;;;;;;;;2/12/2019;INDUSTRIAL          ;B;1;S. ANTÃO                            ;4;PORTO NOVO                          ;7;PORTO NOVO                          ;I;3037;SAO JOAO                            ;264;PORTO NOVO                          ;264;PORTO NOVO                          ;18;2/11/2019;14:00:00;2/12/2019;1;05:00:00;15;1821;POSS PO                             ;0
;;;;;;;;;;;;;2/28/2020;INDUSTRIAL          ;S;9;SANTIAGO                            ;12;SANTA CATARINA                      ;64;RIBEIRA DA BARCA                    ;S;65;NOVO RUMO                           ;238;RIBEIRA DA BARCA                    ;238;RIBEIRA DA BARCA                    ;14;2/28/2020;06:00:00;2/28/2020;1;11:00:00;5;1750;ANGRA                               ;0
;;;;;;;;;;;;;8/28/2019;INDUSTRIAL          ;B;1;S. ANTÃO                            ;4;PORTO NOVO                          ;7;PORTO NOVO                          ;I;3037;SAO JOAO                            ;264;PORTO NOVO                          ;264;PORTO NOVO                          ;18;8/27/2019;16:00:00;8/28/2019;1;12:00:00;20;1821;POSS PO                             ;0
;;;;;;;;;;;;;2/12/2019;INDUSTRIAL          ;B;1;S. ANTÃO                            ;4;PORTO NOVO                          ;7;PORTO NOVO                          ;I;16;DJESONE                             ;264;PORTO NOVO                          ;264;PORTO NOVO                          ;18;2/11/2019;16:00:00;2/12/2019;1;04:00:00;12;1821;POSS PO                             ;0
;;;;;;;;;;;;;1/4/2020;INDUSTRIAL          ;B;1;S. ANTÃO                            ;4;PORTO NOVO                          ;7;PORTO NOVO                          ;I;16;DJESONE                             ;264;PORTO NOVO                          ;264;PORTO NOVO                          ;18;1/3/2020;14:00:00;1/4/2020;1;04:00:00;14;1821;POSS PO                             ;32,92
;;;;;;;;;;;;;4/15/2019;INDUSTRIAL          ;S;9;SANTIAGO                            ;13;SANTA CRUZ                          ;54;PEDRA BADEJO                        ;I;3052;VOLUNTARIO                          ;241;PEDRA BADEJO                        ;241;PEDRA BADEJO                        ;12;4/15/2019;07:00:00;4/15/2019;1;10:00:00;3;1681;P.BARBO                             ;20
;;;;;;;;;;;;;5/28/2020;INDUSTRIAL          ;S;9;SANTIAGO                            ;12;SANTA CATARINA                      ;64;RIBEIRA DA BARCA                    ;S;65;NOVO RUMO                           ;238;RIBEIRA DA BARCA                    ;238;RIBEIRA DA BARCA                    ;14;2/28/2020;06:00:00;2/28/2020;1;11:00:00;5;1750;ANGRA                               ;0
;;;;;;;;;;;;;10/20/2020;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3291;MARLINDA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;10/15/2020;11:30:00;10/20/2020;5;04:00:00;112;1512;BRAVA                               ;15
;;;;;;;;;;;;;7/16/2024;INDUSTRIAL          ;B;1;S. ANTÃO                            ;4;PORTO NOVO                          ;7;PORTO NOVO                          ;I;16;DJESONE                             ;264;PORTO NOVO                          ;264;PORTO NOVO                          ;16;7/15/2024;17:44:00;7/16/2024;1;07:35:00;13;1821;POSS PO                             ;17
121368;2025;1;CRUSTACEOS                          ;PALINURIDAE                         ;PALINURUS                           ;PALINURUS CHARLESTONI               ;LAGOSTA ROSA                        ;6;COVOS                               ;1375;3500;4812500;1/14/2025;INDUSTRIAL          ;B;4;SAL                                 ;8;SAL                                 ;19;PALMEIRA                            ;I;20;LUTA DE PESCADOR                    ;222;PALMEIRA                            ;222;PALMEIRA                            ;20;1/11/2025;06:00:00;1/14/2025;3;15:00:00;81;1923;ILHEU RASO                          ;0
121369;2025;2;CRUSTACEOS                          ;PALINURIDAE                         ;PALINURUS                           ;PALINURUS CHARLESTONI               ;LAGOSTA ROSA                        ;6;COVOS                               ;440;3500;1540000;2/18/2025;INDUSTRIAL          ;B;4;SAL                                 ;8;SAL                                 ;19;PALMEIRA                            ;I;20;LUTA DE PESCADOR                    ;222;PALMEIRA                            ;222;PALMEIRA                            ;20;2/15/2025;13:00:00;2/18/2025;3;09:00:00;68;1923;ILHEU RASO                          ;0
121370;2025;3;CRUSTACEOS                          ;PALINURIDAE                         ;PALINURUS                           ;PALINURUS CHARLESTONI               ;LAGOSTA ROSA                        ;6;COVOS                               ;310;3500;1085000;3/6/2025;INDUSTRIAL          ;B;4;SAL                                 ;8;SAL                                 ;19;PALMEIRA                            ;I;20;LUTA DE PESCADOR                    ;222;PALMEIRA                            ;222;PALMEIRA                            ;20;3/4/2025;08:00:00;3/6/2025;2;13:00:00;53;1923;ILHEU RASO                          ;0
121371;2025;4;CRUSTACEOS                          ;PALINURIDAE                         ;PALINURUS                           ;PALINURUS CHARLESTONI               ;LAGOSTA ROSA                        ;6;COVOS                               ;716;3500;2506000;4/20/2025;INDUSTRIAL          ;B;4;SAL                                 ;8;SAL                                 ;19;PALMEIRA                            ;I;20;LUTA DE PESCADOR                    ;222;PALMEIRA                            ;222;PALMEIRA                            ;20;4/17/2025;10:00:00;4/20/2025;3;08:00:00;70;1923;ILHEU RASO                          ;0
121373;2025;6;CRUSTACEOS                          ;PALINURIDAE                         ;PALINURUS                           ;PALINURUS CHARLESTONI               ;LAGOSTA ROSA                        ;6;COVOS                               ;1187;3500;4154500;6/5/2025;INDUSTRIAL          ;B;4;SAL                                 ;8;SAL                                 ;19;PALMEIRA                            ;I;20;LUTA DE PESCADOR                    ;222;PALMEIRA                            ;222;PALMEIRA                            ;20;6/1/2025;04:00:0 ;6/5/2025;4;18:00:00;110;1707;SUL DO ILHEU                        ;0
121367;2025;12;CRUSTACEOS                          ;PALINURIDAE                         ;PALINURUS                           ;PALINURUS CHARLESTONI               ;LAGOSTA ROSA                        ;6;COVOS                               ;1286;5500;7073000;12/17/2025;INDUSTRIAL          ;B;4;SAL                                 ;8;SAL                                 ;19;PALMEIRA                            ;I;20;LUTA DE PESCADOR                    ;222;PALMEIRA                            ;222;PALMEIRA                            ;20;12/13/2025;07:00:00;12/17/2025;4;09:00:00;98;1923;ILHEU RASO                          ;0
111750;2025;9;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS MACARELLUS               ;CAVALA PRETA                        ;13;REDE DE CERCO                       ;650;200;130000;9/16/2025;INDUSTRIAL          ;B;1;S. ANTÃO                            ;2;RIBEIRA GRANDE                      ;6;PONTA SOL                           ;I;19;DJETA                               ;268;PONTA DO SOL                        ;268;PONTA DO SOL                        ;13;9/16/2025;06:30:00;9/16/2025;1;08:40:00;2;1151;ZARANHA                             ;30
121366;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS PUNCTATUS                ;CAVALA BRANCA                       ;13;REDE DE CERCO                       ;1500;180;270000;1/23/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3601;TANIXA                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;19;1/13/2023;10:00:0 ;1/22/2023;9;16:00:00;222;1740;BOA VISTA                           ;43,89
121363;2023;1;TUNIDEOS                            ;CORYPHAENIDAE                       ;CORYPHAENA                          ;CORYPHAENA HIPPURUS                 ;DOURADO OU LOBO                     ;3;LINHA A MAO                         ;43;350;15050;1/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3291;MARLINDA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;8;1/4/2023;08:30:00;1/17/2023;13;18:00:00;321;1740;BOA VISTA                           ;70
121363;2023;1;TUNIDEOS                            ;SCOMBRIDAE                          ;ACANTHOCYBIUM                       ;ACANTHOCYBIUM SOLANDRI              ;SERRA, DJEU OU ILHEU                ;3;LINHA A MAO                         ;300;550;165000;1/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3291;MARLINDA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;8;1/4/2023;08:30:00;1/17/2023;13;18:00:00;321;1740;BOA VISTA                           ;70
121364;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;SELAR                               ;SELAR CRUMENOPHTHALMUS              ;OLHO LARGO OU CHICHARRO             ;3;LINHA A MAO                         ;1000;250;250000;1/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;12;1/15/2023;10:00:00;1/18/2023;3;03:00:00;65;1740;BOA VISTA                           ;30
121364;2023;1;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;3;LINHA A MAO                         ;2000;150;300000;1/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;12;1/15/2023;10:00:00;1/18/2023;3;03:00:00;65;1740;BOA VISTA                           ;30
121361;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS PUNCTATUS                ;CAVALA BRANCA                       ;13;REDE DE CERCO                       ;2000;180;360000;1/17/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3607;TRAFALL                             ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;20;1/13/2023;10:00:00;1/17/2023;4;08:30:00;94;1740;BOA VISTA                           ;32
121365;2023;1;DEMERSAIS                           ;MULLIDAE                            ;MULLOIDICHTHYS                      ;MULLOIDICHTHYS MARTINICUS           ;FOTCHE OU FATCHO DE FUNDO           ;13;REDE DE CERCO                       ;500;350;175000;1/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3606;MARIO JORGE                         ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;13;1/10/2023;13:30:00;1/18/2023;8;01:00:00;179;1718;MAIO                                ;10
121365;2023;1;DEMERSAIS                           ;ACANTHURIDAE                        ;ACANTHURUS                          ;ACANTHURUS MONROVIAE                ;BARBEIRO OU LANCETEIRO              ;13;REDE DE CERCO                       ;1000;150;150000;1/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3606;MARIO JORGE                         ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;13;1/10/2023;13:30:00;1/18/2023;8;01:00:00;179;1718;MAIO                                ;10
121365;2023;1;PEQUENOS PELAGICOS                  ;SPARIDAE                            ;SPICARA                             ;SPICARA MELANURUS                   ;DOBRADA                             ;13;REDE DE CERCO                       ;1500;150;225000;1/18/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3606;MARIO JORGE                         ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;13;1/10/2023;13:30:00;1/18/2023;8;01:00:00;179;1718;MAIO                                ;10
121362;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS MACARELLUS               ;CAVALA PRETA                        ;13;REDE DE CERCO                       ;500;250;125000;1/17/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/16/2023;17:00:00;1/17/2023;1;06:00:00;13;1718;MAIO                                ;50
121362;2023;1;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;1500;150;225000;1/17/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/16/2023;17:00:00;1/17/2023;1;06:00:00;13;1718;MAIO                                ;50
121357;2023;1;DEMERSAIS                           ;CARANGIDAE                          ;CARANX                              ;CARANX LUGUBRIS                     ;ENFORCADO                           ;13;REDE DE CERCO                       ;50;300;15000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/13/2023;15:00:0 ;1/16/2023;3;02:00:00;59;1718;MAIO                                ;40
121357;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;300;300;90000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/13/2023;15:00:0 ;1/16/2023;3;02:00:00;59;1718;MAIO                                ;40
121357;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS PUNCTATUS                ;CAVALA BRANCA                       ;13;REDE DE CERCO                       ;500;150;75000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/13/2023;15:00:0 ;1/16/2023;3;02:00:00;59;1718;MAIO                                ;40
121357;2023;1;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;1500;150;225000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/13/2023;15:00:0 ;1/16/2023;3;02:00:00;59;1718;MAIO                                ;40
121357;2023;1;TUNIDEOS                            ;SCOMBRIDAE                          ;ACANTHOCYBIUM                       ;ACANTHOCYBIUM SOLANDRI              ;SERRA, DJEU OU ILHEU                ;13;REDE DE CERCO                       ;700;600;420000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/13/2023;15:00:0 ;1/16/2023;3;02:00:00;59;1718;MAIO                                ;40
121357;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS MACARELLUS               ;CAVALA PRETA                        ;13;REDE DE CERCO                       ;1000;250;250000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3599;GALILEIA                            ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/13/2023;15:00:0 ;1/16/2023;3;02:00:00;59;1718;MAIO                                ;40
121358;2023;1;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;200;150;30000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3600;RABU PEXI                           ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;1/9/2023;10:00:00;1/14/2023;5;10:25:00;120;1740;BOA VISTA                           ;25,6
121358;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS MACARELLUS               ;CAVALA PRETA                        ;13;REDE DE CERCO                       ;800;250;200000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3600;RABU PEXI                           ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;1/9/2023;10:00:00;1/14/2023;5;10:25:00;120;1740;BOA VISTA                           ;25,6
121359;2023;1;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;200;350;70000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;56;CALHAU                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;1/13/2023;18:00:00;1/16/2023;3;06:00:00;60;1718;MAIO                                ;60
121359;2023;1;DEMERSAIS                           ;LUTJANIDAE                          ;LUTJANUS                            ;Lutjanus sp.                        ;GORAZ                               ;13;REDE DE CERCO                       ;200;350;70000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;56;CALHAU                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;1/13/2023;18:00:00;1/16/2023;3;06:00:00;60;1718;MAIO                                ;60
121359;2023;1;DEMERSAIS                           ;CARANGIDAE                          ;SERIOLA                             ;SERIOLA SP                          ;ESMOREGAL OU SERZE                  ;13;REDE DE CERCO                       ;300;350;105000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;56;CALHAU                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;1/13/2023;18:00:00;1/16/2023;3;06:00:00;60;1718;MAIO                                ;60
121359;2023;1;DEMERSAIS                           ;ACANTHURIDAE                        ;ACANTHURUS                          ;ACANTHURUS MONROVIAE                ;BARBEIRO OU LANCETEIRO              ;13;REDE DE CERCO                       ;1300;150;195000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;56;CALHAU                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;1/13/2023;18:00:00;1/16/2023;3;06:00:00;60;1718;MAIO                                ;60
121359;2023;1;PEQUENOS PELAGICOS                  ;SPARIDAE                            ;SPICARA                             ;SPICARA MELANURUS                   ;DOBRADA                             ;13;REDE DE CERCO                       ;1500;150;225000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;56;CALHAU                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;1/13/2023;18:00:00;1/16/2023;3;06:00:00;60;1718;MAIO                                ;60
121359;2023;1;TUNIDEOS                            ;SCOMBRIDAE                          ;ACANTHOCYBIUM                       ;ACANTHOCYBIUM SOLANDRI              ;SERRA, DJEU OU ILHEU                ;13;REDE DE CERCO                       ;500;600;300000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;56;CALHAU                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;17;1/13/2023;18:00:00;1/16/2023;3;06:00:00;60;1718;MAIO                                ;60
121360;2023;1;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;DECAPTERUS                          ;DECAPTERUS PUNCTATUS                ;CAVALA BRANCA                       ;13;REDE DE CERCO                       ;1000;150;150000;1/16/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;3601;TANIXA                              ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/12/2023;12:00:00;1/15/2023;3;22:00:00;82;1740;BOA VISTA                           ;90
121356;2023;1;DEMERSAIS                           ;SPARIDAE                            ;DIPLODUS                            ;DIPLODUS SARGUS LINEATUS            ;SARGO BRANCO                        ;13;REDE DE CERCO                       ;100;180;18000;1/12/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/2/2023;14:30:00;1/9/2023;7;06:20:00;159;1740;BOA VISTA                           ;27,43
121356;2023;1;DEMERSAIS                           ;HAEMULIDAE                          ;PARAPRISTIPOMA                      ;PARAPRISTIPOMA HUMILE               ;PAPAGAIO                            ;13;REDE DE CERCO                       ;100;0;0;1/12/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/2/2023;14:30:00;1/9/2023;7;06:20:00;159;1740;BOA VISTA                           ;27,43
121356;2023;1;DEMERSAIS                           ;SCARIDAE                            ;SPARISOMA                           ;SPARISOMA SP                        ;BIDIAO, BIDION OU BADIAO            ;13;REDE DE CERCO                       ;300;300;90000;1/12/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/2/2023;14:30:00;1/9/2023;7;06:20:00;159;1740;BOA VISTA                           ;27,43
121356;2023;1;DEMERSAIS                           ;LUTJANIDAE                          ;LUTJANUS                            ;Lutjanus sp.                        ;GORAZ                               ;13;REDE DE CERCO                       ;1000;350;350000;1/12/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/2/2023;14:30:00;1/9/2023;7;06:20:00;159;1740;BOA VISTA                           ;27,43
121356;2023;1;PEQUENOS PELAGICOS                  ;SPARIDAE                            ;SPICARA                             ;SPICARA MELANURUS                   ;DOBRADA                             ;13;REDE DE CERCO                       ;2000;150;300000;1/12/2023;INDUSTRIAL          ;S;9;SANTIAGO                            ;14;PRAIA                               ;42;CAIS DE PESCA                       ;I;33;MAYRA                               ;226;CAIS DE PESCA PRAIA                 ;226;CAIS DE PESCA PRAIA                 ;15;1/2/2023;14:30:00;1/9/2023;7;06:20:00;159;1740;BOA VISTA                           ;27,43
