ILHA;;DATA PARTIDA;DATA CHEGADA;MÊS;DIA;ANO;PORTO EMBARQUE;PORTO DESEMBARQUE;ZONA DE PESCA;ENGENHO;GRUPO;ESPÉCIE CAPTURADA;NOME CIENTÍFICO;QUANTIDADE CAPTURADA (Kg)
Santiago;Rincon;5/14/2018;5/17/2018;5;17;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tarrafal de Santiago;Rede de cerco;Pequenos pelágicos;Pampo ou Corcovado;Selene dorsalis;6
Santiago;ML;5/17/2018;5/20/2018;5;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;3000
Santiago;ML;5/17/2018;5/20/2018;5;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;2000
Santiago;ML;5/17/2018;5/20/2018;5;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;50
Santiago;ML;5/17/2018;5/20/2018;5;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Pequenos pelágicos;Arenque;Sardinella maderensis;50
Santiago;Calhau;5/18/2018;5/21/2018;5;21;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;6000
Santiago;Di Joana;5/16/2018;5/20/2018;5;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio/ Boa Vista;Linha;Tunídeos;Albacora;Thunnus albacares;178
Santiago;Di Joana;5/16/2018;5/20/2018;5;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio/ Boa Vista;Linha;Pequenos pelágicos;Agulha;BELONIDAE;30
Santiago;Di Joana;5/16/2018;5/20/2018;5;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio/ Boa Vista;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;90
Santiago;Mestre Manuel;5/21/2018;5/21/2018;5;21;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baía;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;120
Santiago;Mestre Manuel;5/21/2018;5/21/2018;5;21;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baía;Rede de cerco;Pequenos pelágicos;Arenque;Sardinella maderensis;100
Santiago;Mestre Manuel;5/21/2018;5/21/2018;5;21;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baía;Rede de cerco;Pequenos pelágicos;Pelombeta;Trachinotus ovatus;30
Santiago;Mestre Manuel;5/21/2018;5/21/2018;5;21;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baía;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;200
Santiago;Pedra Badejo;5/16/2018;5/22/2018;5;22;2018;Cais de pesca da Praia;Cais de pesca da Praia;Ponta do Sol;Linha;Tunídeos;Albacora;Thunnus albacares;1197
Santiago;Pedra Badejo;5/16/2018;5/22/2018;5;22;2018;Cais de pesca da Praia;Cais de pesca da Praia;Ponta do Sol;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;170
Santiago;Vinte-7;5/20/2018;5/22/2018;5;22;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;;Tunídeos;Cachorrinha ou Judeu;Auxis sp;7000
Santiago;Cristalina A;5/17/2018;5/21/2018;5;21;2018;Cais de pesca da Praia;Cais de pesca da Praia;São Nicolau;Rede de cerco;Pequenos pelágicos;Dobrada;Spicara melanurus;4000
Santiago;Cristalina A;5/17/2018;5/21/2018;5;21;2018;Cais de pesca da Praia;Cais de pesca da Praia;São Nicolau;Rede de cerco;Demersais;Salmonete;Pseudupeneus prayensis;150
Santiago;Cristalina A;5/17/2018;5/21/2018;5;21;2018;Cais de pesca da Praia;Cais de pesca da Praia;São Nicolau;Rede de cerco;Demersais;Besugo;Pomadasys incisus;200
Santiago;Lú di Balanta;5/19/2018;5/22/2018;5;22;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;6000
Santiago;Luta de Pescadores;5/21/2018;5/22/2018;5;22;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Tunídeos;Albacora;Thunnus albacares;1200
Santiago;Luta de Pescadores;5/21/2018;5/22/2018;5;22;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;17000
Santiago;Rincon;5/21/2018;5/25/2018;5;25;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tarrafal de Santiago;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;3000
Santiago;Carlos Maria;5/23/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;8000
Santiago;Luta de Pescadores;5/25/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Demersais;Barbeiro;Acanthurus monroviae;500
Santiago;Luta de Pescadores;5/25/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Demersais;Dobradão;Apsilus fuscus;6000
Santiago;Luta de Pescadores;5/25/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Demersais;Esmoregal ou Serze;Seriola sp;400
Santiago;Luta de Pescadores;5/25/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;300
Santiago;Deus me acompanha;5/18/2018;5/26/2018;5;26;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Tunídeos;Albacora;Thunnus albacares;513
Santiago;Deus me acompanha;5/18/2018;5/26/2018;5;26;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;180
Santiago;Mauro;5/21/2018;5/26/2018;5;26;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa/ João Valente;Linha;Tunídeos;Albacora;Thunnus albacares;106
Santiago;Mauro;5/21/2018;5/26/2018;5;26;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa/ João Valente;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;170
Santiago;Paulo Nuno;5/16/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Tunídeos;Albacora;Thunnus albacares;152
Santiago;Paulo Nuno;5/16/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Tunídeos;Serra ou Djeu;Acanthocybium solandri;32
Santiago;Fábio;5/23/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;Julinho Bode;Linha;Tunídeos;Albacora;Thunnus albacares;265
Santiago;Fábio;5/23/2018;5/27/2018;5;27;2018;Cais de pesca da Praia;Cais de pesca da Praia;Julinho Bode;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;120
Santiago;Mestre Manuel;5/29/2018;5/29/2018;5;29;2018;Cais de pesca da Praia;Cais de pesca da Praia;Cabeça cais;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;500
Santiago;Santo António;5/22/2018;5/30/2018;5;30;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Bica;Lethrinus atlanticus;50
Santiago;Santo António;5/22/2018;5/30/2018;5;30;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Moreia;MURAENIDAE;10
Santiago;Santo António;5/22/2018;5/30/2018;5;30;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Garoupa;Cepahalopholis taeniops;50
Santiago;Santo António;5/22/2018;5/30/2018;5;30;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Salmonete;Pseudupeneus prayensis;15
Santiago;Santo António;5/22/2018;5/30/2018;5;30;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Barbo;Galeoides decadactylus;5
Santiago;Santo António;5/22/2018;5/30/2018;5;30;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Sargo preto;Diplodus fasciatus;5
Santiago;Mestre Manuel;5/31/2018;5/31/2018;5;31;2018;Cais de pesca da Praia;Cais de pesca da Praia;Ponta Serra ou Djeu;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;700
Santiago;Jerusalém;5/23/2018;6/1/2018;6;1;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Tunídeos;Albacora;Thunnus albacares;687
Santiago;Jerusalém;5/23/2018;6/1/2018;6;1;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;350
Santiago;Vinte-7;6/1/2018;6/3/2018;6;3;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;5500
Santiago;Vinte-7;6/1/2018;6/3/2018;6;3;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Demersais;Dobradão;Apsilus fuscus;3000
Santiago;Vinte-7;6/1/2018;6/3/2018;6;3;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Demersais;Barbeiro;Acanthurus monroviae;50
Santiago;Vinte-7;6/1/2018;6/3/2018;6;3;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;100
Santiago;Luta de Pescadores;5/29/2018;6/1/2018;6;1;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Demersais;Barbeiro;Acanthurus monroviae;1500
Santiago;Luta de Pescadores;5/29/2018;6/1/2018;6;1;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4000
Santiago;Luta de Pescadores;5/29/2018;6/1/2018;6;1;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Demersais;Esmoregal ou Serze;Seriola sp;1500
Santiago;Luta de Pescadores;5/29/2018;6/1/2018;6;1;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Pequenos pelágicos;Bonito;Caranx crysos;2000
Santiago;Luta de Pescadores;5/29/2018;6/1/2018;6;1;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Rede de cerco;Pequenos pelágicos;Cavala branca;Decapterus punctatus;5000
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Bica;Lethrinus atlanticus;100
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Garoupa;Cepahalopholis taeniops;30
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Bentelha;Viridentex acromegalus;3
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Moreia;MURAENIDAE;20
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Tunídeos;Albacora;Thunnus albacares;10
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Sargo preto;Diplodus fasciatus;3
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Diversos;Peixe prata;;3
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Papagaio;Parapristipoma humile;5
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Badejo;Mycteroperca sp;4
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Bedja;Bodianus speciosus;8
Santiago;Dona Santana;5/27/2018;6/4/2018;6;4;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Linha;Demersais;Dobradão;Apsilus fuscus;5
Santiago;Rincon;6/3/2018;6/6/2018;6;6;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tarrafal de Santiago;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;3000
Santiago;Rincon;6/3/2018;6/6/2018;6;6;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tarrafal de Santiago;Rede de cerco;Demersais;Barbo;Galeoides decadactylus;1500
Santiago;Rincon;6/3/2018;6/6/2018;6;6;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tarrafal de Santiago;Rede de cerco;Pequenos pelágicos;Bonito;Caranx crysos;500
Santiago;Mayra;6/4/2018;6/6/2018;6;6;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;5
Santiago;Mayra;6/4/2018;6/6/2018;6;6;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;5000
Santiago;Vinte-7;6/4/2018;6/7/2018;6;7;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;2000
Santiago;Vinte-7;6/4/2018;6/7/2018;6;7;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tchadona;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4000
Santiago;Cidadela;6/4/2018;6/7/2018;6;7;2018;Cais de pesca da Praia;Cais de pesca da Praia;Serra ou Djeu Brava;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7000
Santiago;São Miguel;6/3/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Brava;Rede de cerco;Demersais;Salmonete;Pseudupeneus prayensis;150
Santiago;São Miguel;6/3/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Brava;Rede de cerco;Demersais;Castanheta;Chromis lubbocki;150
Santiago;São Miguel;6/3/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Brava;Rede de cerco;Pequenos pelágicos;Dobrada;Spicara melanurus;150
Santiago;São Miguel;6/3/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Brava;Rede de cerco;Demersais;Barbeiro;Acanthurus monroviae;1500
Santiago;São Miguel;6/3/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Brava;Rede de cerco;Demersais;Sargo preto;Diplodus fasciatus;1500
Santiago;São Miguel;6/3/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Brava;Rede de cerco;Demersais;Bidião;SCARIDAE;300
Santiago;Mimosa;5/23/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Tunídeos;Albacora;Thunnus albacares;1067
Santiago;Mimosa;5/23/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Demersais;Moreia;MURAENIDAE;45
Santiago;Mimosa;5/23/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Demersais;Salmão;Elagatis bipinnulata;77
Santiago;Mimosa;5/23/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Demersais;Esmoregal ou Serze;Seriola sp;79
Santiago;Pedra Badejo;6/1/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Ponta do Sol;Linha;Tunídeos;Albacora;Thunnus albacares;898
Santiago;Pedra Badejo;6/1/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Ponta do Sol;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;280
Santiago;Marlinda;6/5/2018;6/7/2018;6;7;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7000
Santiago;Marlinda;6/9/2018;6/10/2018;6;10;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;10000
Santiago;Jerusalém;6/5/2018;6/11/2018;6;11;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Linha;Tunídeos;Albacora;Thunnus albacares;1325
Santiago;Jerusalém;6/5/2018;6/11/2018;6;11;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Linha;Tunídeos;Merma/ Panguil/ Txafarote;Euthynnus alleteratus;80
Santiago;Jerusalém;6/5/2018;6/11/2018;6;11;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;350
Santiago;Mauro;6/4/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa;Linha;Tunídeos;Albacora;Thunnus albacares;1802
Santiago;Mauro;6/4/2018;6/8/2018;6;8;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;220
Santiago;Calhau;6/6/2018;6/10/2018;6;10;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;600
Santiago;Ponta Cacimba;6/10/2018;6/11/2018;6;11;2018;Cais de pesca da Praia;Cais de pesca da Praia;Ilheu branco;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;14000
Santiago;Ponta Cacimba;6/10/2018;6/11/2018;6;11;2018;Cais de pesca da Praia;Cais de pesca da Praia;Ilheu branco;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;1000
Santiago;Deus me acompanha;6/6/2018;6/11/2018;6;11;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa/ João Valente;Linha;Tunídeos;Albacora;Thunnus albacares;953
Santiago;Deus me acompanha;6/6/2018;6/11/2018;6;11;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa/ João Valente;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;160
Santiago;Cidadela;6/10/2018;6/12/2018;6;12;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tarrafal de Santiago;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;5000
Santiago;Cidadela;6/10/2018;6/12/2018;6;12;2018;Cais de pesca da Praia;Cais de pesca da Praia;Tarrafal de Santiago;Rede de cerco;Demersais;Esmoregal ou Serze;Seriola sp;10
Santiago;Calhau;6/11/2018;6/14/2018;6;14;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Cavala branca;Decapterus punctatus;8000
Santiago;Mayra;6/11/2018;6/15/2018;6;15;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;9000
Santiago;Vinte-7;6/11/2018;6/15/2018;6;15;2018;Cais de pesca da Praia;Cais de pesca da Praia;Maio;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;1500
Santiago;Judeia;6/13/2018;6/17/2018;6;17;2018;Cais de pesca da Praia;Cais de pesca da Praia;Costa João Valente;Linha;Tunídeos;Albacora;Thunnus albacares;902
Santiago;Judeia;6/13/2018;6/17/2018;6;17;2018;Cais de pesca da Praia;Cais de pesca da Praia;Costa João Valente;Linha;Demersais;Esmoregal ou Serze;Seriola sp;64
Santiago;Judeia;6/13/2018;6/17/2018;6;17;2018;Cais de pesca da Praia;Cais de pesca da Praia;Costa João Valente;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;180
Santiago;Marlinda;6/12/2018;6/17/2018;6;17;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;6000
Santiago;Mauro;6/13/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa;Linha;Tunídeos;Albacora;Thunnus albacares;937
Santiago;Mauro;6/13/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;250
Santiago;Israel;6/13/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista/ Baixa;Linha;Tunídeos;Albacora;Thunnus albacares;965
Santiago;Israel;6/13/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista/ Baixa;Linha;Demersais;Salmão;Elagatis bipinnulata;10
Santiago;Israel;6/13/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista/ Baixa;Linha;Demersais;Esmoregal ou Serze;Seriola sp;135
Santiago;Israel;6/13/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista/ Baixa;Linha;Tunídeos;Serra ou Djeu;Acanthocybium solandri;39
Santiago;Israel;6/13/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista/ Baixa;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;150
Santiago;Calhau;6/16/2018;6/17/2018;6;17;2018;Cais de pesca da Praia;Cais de pesca da Praia;Curralinho;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;2400
Santiago;Calhau;6/16/2018;6/17/2018;6;17;2018;Cais de pesca da Praia;Cais de pesca da Praia;Curralinho;Rede de cerco;Pequenos pelágicos;Cavala branca;Decapterus punctatus;5000
Santiago;Noquinha;6/11/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Tunídeos;Albacora;Thunnus albacares;515
Santiago;Noquinha;6/11/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;150
Santiago;Ponta Preta;6/8/2018;6/18/2018;6;18;2018;Cais de pesca da Praia;Cais de pesca da Praia;Ilheu da Brava;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;3000
Santiago;Carlos Maria;6/15/2018;6/19/2018;6;19;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Demersais;Esmoregal ou Serze;Seriola sp;1500
Santiago;Carlos Maria;6/15/2018;6/19/2018;6;19;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Demersais;Salmão;Elagatis bipinnulata;300
Santiago;Carlos Maria;6/15/2018;6/19/2018;6;19;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Bicuda;Sphryraena guachancho;300
Santiago;Carlos Maria;6/15/2018;6/19/2018;6;19;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Bonito;Caranx crysos;200
Santiago;Carlos Maria;6/15/2018;6/19/2018;6;19;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Demersais;Abroto;Pomadasys rogeri;500
Santiago;Carlos Maria;6/15/2018;6/19/2018;6;19;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Demersais;Dobradão;Apsilus fuscus;1500
Santiago;Cidadela;6/14/2018;6/19/2018;6;19;2018;Cais de pesca da Praia;Cais de pesca da Praia;Brava;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;10500
Santiago;Pedra Badejo;6/14/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;João Valente;Linha;Tunídeos;Albacora;Thunnus albacares;1522
Santiago;Mayra;6/9/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista/ Tchadona;Rede de cerco;Pequenos pelágicos;Cavala branca;Decapterus punctatus;4000
Santiago;Mayra;6/9/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista/ Tchadona;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;6000
Santiago;Vinte-7;6/16/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Cavala branca;Decapterus punctatus;4500
Santiago;Vinte-7;6/16/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2500
Santiago;Vinte-7;6/16/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Demersais;Bica;Lethrinus atlanticus;150
Santiago;Vinte-7;6/16/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Demersais;Abroto;Pomadasys rogeri;100
Santiago;Vinte-7;6/16/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Demersais;Garoupa;Cepahalopholis taeniops;150
Santiago;Vinte-7;6/16/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Boa Vista;Rede de cerco;Demersais;Façola;Heteropriachanthus cruentatus;200
Santiago;Paulo Nuno;6/16/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Cabeça Maio;Linha;Tunídeos;Albacora;Thunnus albacares;341
Santiago;Paulo Nuno;6/16/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Cabeça Maio;Linha;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;180
Santiago;Fábio;6/14/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Baixa;Linha;Tunídeos;Albacora;Thunnus albacares;351
Santiago;Santo António;6/15/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Come sabe;Linha;Demersais;Esmoregal ou Serze;Seriola sp;47
Santiago;Santo António;6/15/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Come sabe;Linha;Tunídeos;Albacora;Thunnus albacares;243
Santiago;Santo António;6/15/2018;6/20/2018;6;20;2018;Cais de pesca da Praia;Cais de pesca da Praia;Come sabe;Linha;Demersais;Enforcado ou Xereu;Caranx sp;6
Santiago;Luta de Pescadores;6/19/2018;6/22/2018;6;22;2018;Cais de pesca da Praia;Cais de pesca da Praia;Sal;Rede de cerco;Demersais;Salmão;Elagatis bipinnulata;200
