ILHA;;DATA PARTIDA;DATA CHEGADA;MÊS;DIA;ANO;PORTO EMBARQUE;PORTO DESEMBARQUE;ZONA DE PESCA;ENGENHO;GRUPO;ESPÉCIE CAPTURADA;NOME CIENTÍFICO;QUANTIDADE CAPTURADA (Kg)
São Vicente;Baía Porto Novo;1/9/2018;1/10/2018;1;10;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;12112
São Vicente;Baía Porto Novo;1/9/2018;1/10/2018;1;10;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;9000
São Vicente;São José;1/9/2018;1/10/2018;1;10;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;12131
São Vicente;Baía Porto Novo;1/10/2018;1/11/2018;1;11;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;Baía Porto Novo;1/10/2018;1/11/2018;1;11;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;8500
São Vicente;São João Baptista;1/10/2018;1/11/2018;1;11;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;4500
São Vicente;São João Baptista;1/10/2018;1/11/2018;1;11;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;8800
São Vicente;Cristalina A;1/11/2018;1/12/2018;1;12;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;8014
São Vicente;Baía Porto Novo;1/11/2018;1/12/2018;1;12;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;8000
São Vicente;Baía Porto Novo;1/11/2018;1/12/2018;1;12;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;600
São Vicente;São José;1/11/2018;1/12/2018;1;12;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7833
São Vicente;São José;1/11/2018;1/12/2018;1;12;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;500
São Vicente;Baía Porto Novo;1/14/2018;1/15/2018;1;15;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;20115
São Vicente;Sal Rei;1/14/2018;1/15/2018;1;15;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;São João Baptista;1/14/2018;1/15/2018;1;15;2018;CPCI;CPCI;Flamengo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7073
São Vicente;Cristalina A;1/14/2018;1/15/2018;1;15;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;26369
São Vicente;Cristalina A;1/14/2018;1/15/2018;1;15;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;1300
São Vicente;Tantum;1/15/2018;1/16/2018;1;16;2018;CPCI;Mercado de peixe;Ribeira de caixa;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;700
São Vicente;Tantum;1/15/2018;1/16/2018;1;16;2018;CPCI;Mercado de peixe;Ribeira de caixa;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;400
São Vicente;Maranata;1/15/2018;1/16/2018;1;16;2018;CPCI;Mercado de peixe;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4500
São Vicente;Laginha;1/15/2018;1/16/2018;1;16;2018;CPCI;CPCI;Flamengo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;2700
São Vicente;São José;1/14/2018;1/15/2018;1;15;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;12000
São Vicente;São José;1/14/2018;1/15/2018;1;15;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;400
São Vicente;Sal Rei;1/15/2018;1/16/2018;1;16;2018;CPCI;CPCI;Flamengo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7000
São Vicente;Baía Porto Novo;1/15/2018;1/16/2018;1;16;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;22038
São Vicente;Cristalina A;1/15/2018;1/16/2018;1;16;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;11000
São Vicente;Frescura Baía;1/15/2018;1/16/2018;1;16;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;3000
São Vicente;São João Baptista;1/15/2018;1/16/2018;1;16;2018;CPCI;CPCI;Flamengo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;17000
São Vicente;Maranata;1/16/2018;1/17/2018;1;17;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;5000
São Vicente;Frescura Baía;1/17/2018;1/18/2018;1;18;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;São José;1/16/2018;1/18/2018;1;18;2018;CPCI;CPCI;Monte Trigo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4351
São Vicente;Cristalina A;1/17/2018;1/18/2018;1;18;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;1500
São Vicente;Djesone;1/17/2018;1/18/2018;1;18;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2022
São Vicente;Djesone;1/18/2018;1/19/2018;1;19;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7000
São Vicente;Frescura Baía;1/18/2018;1/19/2018;1;19;2018;CPCI;Mercado de peixe;Praia Formosa;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;700
São Vicente;Tantum;1/22/2018;1/23/2018;1;23;2018;CPCI;Mercado de peixe;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;500
São Vicente;Tantum;1/22/2018;1/23/2018;1;23;2018;CPCI;Mercado de peixe;Póss de pau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;100
São Vicente;Sal Rei;1/22/2018;1/23/2018;1;23;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4800
São Vicente;Cristalina A;1/22/2018;1/23/2018;1;23;2018;CPCI;Mercado de peixe;Flamengo;Rede de cerco;Demersais;Sargo d'areia;Lithognathus mormyrus;350
São Vicente;Cristalina A;1/22/2018;1/23/2018;1;23;2018;CPCI;Mercado de peixe;Flamengo;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;400
São Vicente;Baía Porto Novo;1/22/2018;1/23/2018;1;23;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;2200
São Vicente;Ponta Peça;1/22/2018;1/23/2018;1;23;2018;CPCI;CPCI;Farol de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;10042
São Vicente;Ponta Peça;1/22/2018;1/23/2018;1;23;2018;CPCI;CPCI;Farol de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;300
São Vicente;Tantum;1/23/2018;1/24/2018;1;24;2018;CPCI;CPCI/ Mercado de peixe;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;3500
São Vicente;Tantum;1/23/2018;1/24/2018;1;24;2018;CPCI;CPCI/ Mercado de peixe;Póss de pau;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;400
São Vicente;Djesone;1/23/2018;1/24/2018;1;24;2018;CPCI;CPCI;Porto Novo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;3000
São Vicente;Barbara;1/23/2018;1/24/2018;1;24;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;5914
São Vicente;Baía Porto Novo;1/23/2018;1/24/2018;1;24;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;6800
São Vicente;Barbara;1/24/2018;1/25/2018;1;25;2018;CPCI;CPCI;Porto Novo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;6572
São Vicente;Maranata;1/24/2018;1/25/2018;1;25;2018;CPCI;CPCI;Ribeira torta;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;São José;1/21/2018;1/25/2018;1;25;2018;CPCI;CPCI;Noroeste;Linha e vara;Tunídeos;Albacora;Thunnus albacares;1200
São Vicente;São José;1/21/2018;1/25/2018;1;25;2018;CPCI;CPCI;Noroeste;Linha e vara;Tunídeos;Serra ou Djeu;Acanthocybium solandri;45
São Vicente;Ponta Peça;1/24/2018;1/25/2018;1;25;2018;CPCI;CPCI;Baía de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4000
São Vicente;Djesone;1/25/2018;1/26/2018;1;26;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;3600
São Vicente;São João Baptista;1/26/2018;1/26/2018;1;26;2018;Porto Novo;CPCI;Ribeira torta;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4223
São Vicente;Cristalina A;1/25/2018;1/26/2018;1;26;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7000
São Vicente;Cristalina A;1/25/2018;1/26/2018;1;26;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;5503
São Vicente;Ponta Peça;1/25/2018;1/26/2018;1;26;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;3400
São Vicente;Laginha;1/25/2018;1/26/2018;1;26;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;625
São Vicente;Laginha;1/25/2018;1/26/2018;1;26;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;3500
São Vicente;Gamboa;1/28/2018;1/29/2018;1;29;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;1279
São Vicente;Djesone;2/8/2018;2/9/2018;2;9;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;3500
São Vicente;Djesone;2/8/2018;2/9/2018;2;9;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;746
São Vicente;Ponta Peça;2/8/2018;2/9/2018;2;9;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;11000
São Vicente;Barbara;2/11/2018;2/12/2018;2;12;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7600
São Vicente;Flamengo;2/14/2018;2/15/2018;2;15;2018;CPCI;CPCI;Flamengo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4500
São Vicente;Tantum;2/14/2018;2/15/2018;2;15;2018;CPCI;Mercado de peixe;Baía das Gatas;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;750
São Vicente;Frescura Baía;2/18/2018;2/19/2018;2;19;2018;CPCI;CPCI;João d'Évora;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;4200
São Vicente;Tantum;2/18/2018;2/19/2018;2;19;2018;CPCI;CPCI;Baía das Gatas;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;1500
São Vicente;Cristalina A;2/19/2018;2/20/2018;2;20;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7000
São Vicente;Djesone;2/19/2018;2/20/2018;2;20;2018;Porto Novo;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;4800
São Vicente;Frescura Baía;2/19/2018;2/20/2018;2;20;2018;CPCI;CPCI;Baía das Gatas;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;5000
São Vicente;Barbara;2/20/2018;2/21/2018;2;21;2018;CPCI;CPCI;Porto Novo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;6000
São Vicente;Ponta Peça;2/20/2018;2/22/2018;2;22;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;9000
São Vicente;Cristalina A;2/21/2018;2/22/2018;2;22;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;5000
São Vicente;São João Baptista;2/21/2018;2/22/2018;2;22;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;6000
São Vicente;São João Baptista;2/21/2018;2/22/2018;2;22;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;2800
São Vicente;Baía Porto Novo;2/24/2018;2/26/2018;2;26;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;13743
São Vicente;Frescura Baía;2/26/2018;2/27/2018;2;27;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;1500
São Vicente;Frescura Baía;2/26/2018;2/27/2018;2;27;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Demersais;Boga;Boops boops;600
São Vicente;Bote de pesca Dadolph;2/16/2018;2/16/2018;2;16;2018;CPCI;CPCI;Baía de São Pedro;Rede de cerco;Pequenos pelágicos;Pampo ou Corcovado;Selene dorsalis;1700
São Vicente;Cristalina A;2/15/2018;2/16/2018;2;16;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;6131
São Vicente;Sal Rei;2/20/2018;2/21/2018;2;21;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2305
São Vicente;São José;2/24/2018;2/27/2018;2;27;2018;CPCI;CPCI;Noroeste;Linha;Tunídeos;Albacora;Thunnus albacares;1995
São Vicente;São José;2/24/2018;2/27/2018;2;27;2018;CPCI;CPCI;Noroeste;Linha;Tunídeos;Serra ou Djeu;Acanthocybium solandri;398
São Vicente;Rita Maria;2/23/2018;2/27/2018;2;27;2018;CPCI;CPCI;Monte Trigo;Linha;Tunídeos;Albacora;Thunnus albacares;788
São Vicente;Rita Maria;2/23/2018;2/27/2018;2;27;2018;CPCI;CPCI;Monte Trigo;Linha;Tunídeos;Serra ou Djeu;Acanthocybium solandri;110
São Vicente;Rita Maria;2/23/2018;2/27/2018;2;27;2018;CPCI;CPCI;Monte Trigo;Linha;Demersais;Esmoregal ou Serze;Seriola sp;100
São Vicente;Maranata;3/2/2018;3/3/2018;3;3;2018;CPCI;CPCI;Porto Novo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;4771
São Vicente;Rita Maria;3/4/2018;3/5/2018;3;5;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Linha e vara;Tunídeos;Serra ou Djeu;Acanthocybium solandri;110
São Vicente;Rita Maria;3/4/2018;3/5/2018;3;5;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Linha e vara;Tunídeos;Albacora;Thunnus albacares;800
São Vicente;Rita Maria;3/4/2018;3/5/2018;3;5;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Linha e vara;Demersais;Esmoregal ou Serze;Seriola sp;100
São Vicente;São José;3/4/2018;3/5/2018;3;5;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Linha e vara;Tunídeos;Albacora;Thunnus albacares;2000
São Vicente;São José;3/4/2018;3/5/2018;3;5;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Linha e vara;Tunídeos;Serra ou Djeu;Acanthocybium solandri;400
São Vicente;Ponta Peça;3/3/2018;3/7/2018;3;7;2018;CPCI;CPCI;São Nicolau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;19168
São Vicente;Sal Rei;3/6/2018;3/7/2018;3;7;2018;CPCI;CPCI;Farol de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;1800
São Vicente;Baía Porto Novo;3/4/2018;3/8/2018;3;8;2018;CPCI;CPCI;São Nicolau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;17937
São Vicente;Cristalina A;3/5/2018;3/8/2018;3;8;2018;CPCI;CPCI;São Nicolau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;16921
São Vicente;Ponta Peça;3/7/2018;3/8/2018;3;8;2018;CPCI;CPCI;Ilheu branco;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;14866
São Vicente;São José;3/8/2018;3/9/2018;3;9;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;3867
São Vicente;São José;3/8/2018;3/9/2018;3;9;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;5030
São Vicente;Baía Porto Novo;3/8/2018;3/9/2018;3;9;2018;CPCI;CPCI;Tarrafal de São Nicolau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;20967
São Vicente;Baía Porto Novo;3/8/2018;3/9/2018;3;9;2018;CPCI;CPCI;Tarrafal de São Nicolau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;3479
São Vicente;São João Baptista;3/8/2018;3/9/2018;3;9;2018;CPCI;CPCI;Janela (Santo Antão);;Pequenos pelágicos;Cavala preta;Decapterus macarellus;14735
São Vicente;São João Baptista;3/8/2018;3/9/2018;3;9;2018;CPCI;CPCI;Janela (Santo Antão);;Tunídeos;Cachorrinha ou Judeu;Auxis sp;1655
São Vicente;Barbara;3/8/2018;3/9/2018;3;9;2018;CPCI;CPCI;Janela (Santo Antão);;Pequenos pelágicos;Cavala preta;Decapterus macarellus;7300
São Vicente;Barbara;3/8/2018;3/9/2018;3;9;2018;CPCI;CPCI;Janela (Santo Antão);;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;300
São Vicente;Vinte-7;3/9/2018;3/10/2018;3;10;2018;São Nicolau;CPCI;São Nicolau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;10542
São Vicente;Sal Rei;3/9/2018;3/10/2018;3;10;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;6309
São Vicente;Baía Porto Novo;3/9/2018;3/10/2018;3;10;2018;CPCI;CPCI;Ilheu branco;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;10347
São Vicente;Baía Porto Novo;3/9/2018;3/10/2018;3;10;2018;CPCI;CPCI;Ilheu branco;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;4521
São Vicente;Flamengo;3/8/2018;3/10/2018;3;10;2018;CPCI;CPCI;Ilheu branco;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;3897
São Vicente;Ponta Peça;3/9/2018;3/11/2018;3;11;2018;CPCI;CPCI;São Nicolau;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;14720
São Vicente;Cristalina A;3/8/2018;3/11/2018;3;11;2018;CPCI;CPCI;Ilheu branco;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;9568
São Vicente;Cristalina A;3/8/2018;3/11/2018;3;11;2018;CPCI;CPCI;Ilheu branco;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;12000
São Vicente;Barbara;3/10/2018;3/11/2018;3;11;2018;;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;2221
São Vicente;São João Baptista;3/11/2018;3/12/2018;3;12;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;11000
São Vicente;Maranata;3/11/2018;3/12/2018;3;12;2018;CPCI;CPCI;Porto Novo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;5300
São Vicente;Djesone;3/12/2018;3/13/2018;3;13;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;Baía Porto Novo;3/13/2018;3/14/2018;3;14;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2697
São Vicente;Baía Porto Novo;3/13/2018;3/14/2018;3;14;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;6142
São Vicente;Laginha;3/14/2018;3/15/2018;3;15;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;1500
São Vicente;Cristalina A;3/18/2018;3/19/2018;3;19;2018;CPCI;CPCI;Ilheu branco;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;4500
São Vicente;Rita Maria;3/13/2018;3/14/2018;3;14;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Linha e vara;Tunídeos;Albacora;Thunnus albacares;314
São Vicente;Rita Maria;3/13/2018;3/14/2018;3;14;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Linha e vara;Tunídeos;Serra ou Djeu;Acanthocybium solandri;150
São Vicente;Rita Maria;3/13/2018;3/14/2018;3;14;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Linha e vara;Demersais;Esmoregal ou Serze;Seriola sp;100
São Vicente;Tantum;3/21/2018;3/22/2018;3;22;2018;CPCI;CPCI;Baía das Gatas;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;2000
São Vicente;Ponta Peça;3/26/2018;3/27/2018;3;27;2018;CPCI;CPCI;Tarrafal de Monte Trigo;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;9623
São Vicente;Gamboa;3/28/2018;3/29/2018;3;29;2018;CPCI;CPCI;Sul de São Pedro;;Pequenos pelágicos;Cavala preta;Decapterus macarellus;4118
São Vicente;Barbara;4/4/2018;4/5/2018;4;5;2018;Porto Novo;CPCI;Póss de pau;;Pequenos pelágicos;Cavala preta;Decapterus macarellus;6000
São Vicente;Ponta Peça;4/4/2018;4/6/2018;4;6;2018;CPCI;CPCI;Canal de São Nicolau;;Tunídeos;Cachorrinha ou Judeu;Auxis sp;18000
São Vicente;Santos Bote;4/1/2018;4/6/2018;4;6;2018;CPCI;CPCI;Tarrafal de Monte Trigo;;Tunídeos;Albacora;Thunnus albacares;450
São Vicente;Santos Bote;4/1/2018;4/6/2018;4;6;2018;CPCI;CPCI;Tarrafal de Monte Trigo;;Tunídeos;Serra ou Djeu;Acanthocybium solandri;880
São Vicente;Baía Porto Novo;4/5/2018;4/9/2018;4;9;2018;CPCI;CPCI;São Nicolau;;Tunídeos;Gaiado;Katsuwonus pelamis;16836
São Vicente;Djesone;4/9/2018;4/10/2018;4;10;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;2200
São Vicente;São José;4/3/2018;4/10/2018;4;10;2018;CPCI;CPCI;Ribeira de caixa;Linha;Tunídeos;Albacora;Thunnus albacares;640
São Vicente;São José;4/3/2018;4/10/2018;4;10;2018;CPCI;CPCI;Ribeira de caixa;Linha;Tunídeos;Serra ou Djeu;Acanthocybium solandri;1500
São Vicente;São José;4/3/2018;4/10/2018;4;10;2018;CPCI;CPCI;Ribeira de caixa;Linha;Demersais;Esmoregal ou Serze;Seriola sp;239
São Vicente;São José;4/3/2018;4/10/2018;4;10;2018;CPCI;CPCI;Ribeira de caixa;Linha;Demersais;Salmão;Elagatis bipinnulata;150
São Vicente;Laginha;4/10/2018;4/11/2018;4;11;2018;CPCI;CPCI;Póss de pau;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;Frescura Baía;4/11/2018;4/12/2018;4;12;2018;CPCI;CPCI;Sul de São Pedro;;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;Laginha;4/11/2018;4/12/2018;4;12;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;São José;4/11/2018;4/12/2018;4;12;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;5000
São Vicente;Djesone;4/11/2018;4/12/2018;4;12;2018;CPCI;CPCI;Flamengo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;8000
São Vicente;Ponta Peça;4/6/2018;4/12/2018;4;12;2018;CPCI;CPCI;São Nicolau;Rede de cerco;Tunídeos;Gaiado;Katsuwonus pelamis;9029
São Vicente;Laginha;4/12/2018;4/13/2018;4;13;2018;CPCI;CPCI;Ribeira de caixa;Rede de cerco;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;150
São Vicente;Cristalina A;4/12/2018;4/13/2018;4;13;2018;CPCI;CPCI;São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;5185
São Vicente;Baía Porto Novo;4/10/2018;4/13/2018;4;13;2018;CPCI;CPCI;Farol de São Pedro;Rede de cerco;Tunídeos;Cachorrinha ou Judeu;Auxis sp;16329
São Vicente;São João Baptista;4/12/2018;4/13/2018;4;13;2018;CPCI;CPCI;Flamengo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;17500
São Vicente;Djesone;4/15/2018;4/16/2018;4;16;2018;CPCI;CPCI;Sul de São Pedro;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;2000
São Vicente;São João Baptista;4/15/2018;4/15/2018;4;15;2018;CPCI;CPCI;Flamengo;Rede de cerco;Pequenos pelágicos;Cavala preta;Decapterus macarellus;10600
São Vicente;Tantum;4/17/2018;4/18/2018;4;18;2018;CPCI;CPCI;Baía das Gatas;;Pequenos pelágicos;Chicharro;Selar crumenophthalmus;600
