"Amostragem","Ano","Mes","Grupo","Familia","Genero","Nome_cientifico","Especie","Engenho","Nome_engenho","Quantidade","Preco","Valor","Data_amostragem","Tipo_pesca","Regiao","Ilha","Nome_ilha","Concelho","Nome_concelho","Localidade","Nome_localidade","Tipo_embarcacao","Embarcacao","Nome_embarcacao","Porto_armamento","Nome_porto_armamento","Porto_desembarque","Nome_porto_desembarque","Numero_pescadores","Data_partida","Hora_partida","Data_chegada","Num_dias","Hora_chegada","Num_horas","Banco_pesca","Nome_banco_pesca","Profundidade_pesca_engenho1","fonte","nivel","engenhos_agregados","usar_na_serie"
"45574","2017","7","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","15649","0","0","7/19/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","107","SAO JOAO BAPTISTA","281","CPCI","281","CPCI","15","7/18/2017","18:00:00","7/19/2017","1","01:31:00","7","1202","TARRAFAL MONTE TRIGO","40.23","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45573","2017","7","PEQUENOS PELAGICOS","CARANGIDAE","CARANX","CARANX CRYSOS","BONITO","13","REDE DE CERCO","2810","0","0","7/19/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","82","BAIA PORTO NOVO","281","CPCI","281","CPCI","17","7/18/2017","19:00:00","7/19/2017","1","05:00:00","10","1338","SANTA MARIA","40.23","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45573","2017","7","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","16629","0","0","7/19/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","82","BAIA PORTO NOVO","281","CPCI","281","CPCI","17","7/18/2017","19:00:00","7/19/2017","1","05:00:00","10","1338","SANTA MARIA","40.23","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45571","2017","7","DEMERSAIS","CARANGIDAE","CARANX","CARANX SP","CHEREU, ENFORCADO, XEREU","13","REDE DE CERCO","3428","0","0","7/18/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3073","CRISTALINA","281","CPCI","281","CPCI","17","7/17/2017","15:00:00","7/18/2017","1","07:00:00","16","2011","COSTA SAO NICOLAU","40.23","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45571","2017","7","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","15733","0","0","7/18/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3073","CRISTALINA","281","CPCI","281","CPCI","17","7/17/2017","15:00:00","7/18/2017","1","07:00:00","16","2011","COSTA SAO NICOLAU","40.23","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45570","2017","7","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","28344","0","0","7/16/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","82","BAIA PORTO NOVO","281","CPCI","281","CPCI","17","7/15/2017","19:00:00","7/16/2017","1","05:00:00","10","1338","SANTA MARIA","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45569","2017","7","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","10488","0","0","7/15/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","83","PONTA DE PECA","281","CPCI","281","CPCI","17","7/13/2017","15:00:00","7/15/2017","2","08:30:00","41","1846","NOROESTE","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45568","2017","7","CRUSTACEOS","PALINURIDAE","PALINURUS","PALINURUS CHARLESTONI","LAGOSTA ROSA","6","COVOS","300","0","0","7/6/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","9","6/30/2017","06:00:00","7/6/2017","6","13:30:00","151","1202","TARRAFAL MONTE TRIGO","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45567","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","5263","0","0","6/24/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","83","PONTA DE PECA","281","CPCI","281","CPCI","16","6/22/2017","15:00:00","6/24/2017","2","08:30:00","41","1846","NOROESTE","48","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45566","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","15070","0","0","6/23/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3074","ORCA I","281","CPCI","281","CPCI","16","6/20/2017","05:00:00","6/23/2017","3","11:45:00","78","1297","PONTA PRETA","66","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45565","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","17910","0","0","6/21/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","83","PONTA DE PECA","281","CPCI","281","CPCI","16","6/19/2017","15:00:00","6/21/2017","2","08:30:00","41","1338","SANTA MARIA","71","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45554","2017","6","CRUSTACEOS","PALINURIDAE","PALINURUS","PALINURUS CHARLESTONI","LAGOSTA ROSA","6","COVOS","360","0","0","6/7/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","10","5/23/2017","12:45:00","6/7/2017","15","13:00:00","360","2011","COSTA SAO NICOLAU","256.03","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45554","2017","6","DEMERSAIS","MURAENIDAE","MUREANA","MURAENA MELANOTIS","MOREIA PINTADA","6","COVOS","50","0","0","6/7/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","10","5/23/2017","12:45:00","6/7/2017","15","13:00:00","360","2011","COSTA SAO NICOLAU","256.03","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45554","2017","6","DEMERSAIS","CONGRIDAE","CONGER","CONGER CONGER","SAFIO","6","COVOS","150","0","0","6/7/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","10","5/23/2017","12:45:00","6/7/2017","15","13:00:00","360","2011","COSTA SAO NICOLAU","256.03","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45554","2017","6","DEMERSAIS","SCORPAENIDAE","PONTINUS","PONTINUS KUHLII","FANHAMA","6","COVOS","140","0","0","6/7/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","10","5/23/2017","12:45:00","6/7/2017","15","13:00:00","360","2011","COSTA SAO NICOLAU","256.03","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45564","2017","6","CRUSTACEOS","PALINURIDAE","PALINURUS","PALINURUS CHARLESTONI","LAGOSTA ROSA","6","COVOS","400","0","0","6/21/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","9","6/11/2017","06:00:00","6/21/2017","10","13:30:00","247","1202","TARRAFAL MONTE TRIGO","274.32","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45564","2017","6","DEMERSAIS","MURAENIDAE","MUREANA","MURAENA SP","MOREIA","6","COVOS","120","0","0","6/21/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","9","6/11/2017","06:00:00","6/21/2017","10","13:30:00","247","1202","TARRAFAL MONTE TRIGO","274.32","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45564","2017","6","DEMERSAIS","CONGRIDAE","CONGER","CONGER CONGER","SAFIO","6","COVOS","120","0","0","6/21/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","9","6/11/2017","06:00:00","6/21/2017","10","13:30:00","247","1202","TARRAFAL MONTE TRIGO","274.32","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45564","2017","6","DEMERSAIS","SCORPAENIDAE","PONTINUS","PONTINUS KUHLII","FANHAMA","6","COVOS","120","0","0","6/21/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3094","NOROESTE","281","CPCI","281","CPCI","9","6/11/2017","06:00:00","6/21/2017","10","13:30:00","247","1202","TARRAFAL MONTE TRIGO","274.32","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45563","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","16966","0","0","6/19/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","107","SAO JOAO BAPTISTA","281","CPCI","281","CPCI","13","6/17/2017","17:45:00","6/19/2017","2","01:35:00","31","1202","TARRAFAL MONTE TRIGO","68","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45562","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","17535","0","0","6/19/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3073","CRISTALINA","281","CPCI","281","CPCI","18","6/15/2017","16:00:00","6/19/2017","4","08:00:00","88","1338","SANTA MARIA","64","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45561","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","12151","0","0","6/17/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3074","ORCA I","281","CPCI","281","CPCI","16","6/14/2017","05:00:00","6/17/2017","3","11:45:00","78","1734","MADAMA","56","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45560","2017","6","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","1500","0","0","6/16/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","104","ATLANTIDA","281","CPCI","281","CPCI","13","6/16/2017","08:00:00","6/16/2017","1","17:00:00","9","1959","BAIA DE PORTO GRANDE","86","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45559","2017","6","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","1800","0","0","6/16/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","80","GAMBOA","281","CPCI","281","CPCI","12","6/16/2017","06:00:00","6/16/2017","1","09:30:00","3","1733","BAIA PORTO NOVO","82","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45558","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","18367","0","0","6/16/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","83","PONTA DE PECA","281","CPCI","281","CPCI","16","6/14/2017","15:00:00","6/16/2017","2","08:30:00","41","1338","SANTA MARIA","45","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45557","2017","6","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","3500","0","0","6/14/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3413","BARBARA","281","CPCI","281","CPCI","12","6/13/2017","17:00:00","6/14/2017","1","07:00:00","14","2020","CANAL SV","78","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45556","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","1317","0","0","6/14/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3414","SAL REI","281","CPCI","281","CPCI","12","6/13/2017","16:00:00","6/14/2017","1","09:00:00","17","1821","POSS PO","38","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45555","2017","6","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","2500","0","0","6/12/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","80","GAMBOA","281","CPCI","281","CPCI","13","6/11/2017","18:00:00","6/12/2017","1","10:00:00","16","1951","SUL DE S.PEDRO","54","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45553","2017","6","TUNIDEOS","SCOMBRIDAE","AUXIS","Auxis sp","CACHORRINHA, JUDEU OU MELVA","13","REDE DE CERCO","2507","0","0","6/5/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","107","SAO JOAO BAPTISTA","281","CPCI","281","CPCI","13","6/3/2017","17:45:00","6/5/2017","2","01:35:00","31","1202","TARRAFAL MONTE TRIGO","46","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45553","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","8510","0","0","6/5/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","107","SAO JOAO BAPTISTA","281","CPCI","281","CPCI","13","6/3/2017","17:45:00","6/5/2017","2","01:35:00","31","1202","TARRAFAL MONTE TRIGO","46","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45552","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","16845","0","0","6/3/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","83","PONTA DE PECA","281","CPCI","281","CPCI","16","6/1/2017","18:00:00","6/3/2017","2","14:00:00","44","1202","TARRAFAL MONTE TRIGO","63","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45551","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","7732","0","0","6/3/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","119","ADRIANO","281","CPCI","281","CPCI","13","6/1/2017","18:00:00","6/3/2017","2","09:00:00","39","1923","ILHEU RASO","48","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45550","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","3413","0","0","6/2/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","84","MARANATA","281","CPCI","281","CPCI","12","6/1/2017","17:00:00","6/2/2017","1","12:00:00","19","1951","SUL DE S.PEDRO","60","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45549","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","2753","0","0","6/2/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3413","BARBARA","281","CPCI","281","CPCI","12","6/1/2017","18:00:00","6/2/2017","1","09:00:00","15","1955","SONJE PORTO NOVO","53","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45548","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","18636","0","0","6/1/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","83","PONTA DE PECA","281","CPCI","281","CPCI","16","5/31/2017","16:00:00","6/1/2017","1","10:30:00","18","1883","PALHA CARGA","71","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45547","2017","6","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","17141","0","0","6/1/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3073","CRISTALINA","281","CPCI","281","CPCI","18","5/29/2017","09:00:00","6/1/2017","3","06:00:00","69","1338","SANTA MARIA","72","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45545","2017","5","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","2314","0","0","5/31/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","114","FLAMENGO","281","CPCI","281","CPCI","15","5/30/2017","16:30:00","5/31/2017","1","07:00:00","14","1951","SUL DE S.PEDRO","70","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45544","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","23400","0","0","5/31/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3074","ORCA I","281","CPCI","281","CPCI","16","5/29/2017","14:00:00","5/31/2017","2","04:00:00","38","1338","SANTA MARIA","40","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45543","2017","5","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","3000","0","0","5/30/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","114","FLAMENGO","281","CPCI","281","CPCI","15","5/29/2017","17:00:00","5/30/2017","1","06:00:00","13","1951","SUL DE S.PEDRO","70","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45542","2017","5","PEQUENOS PELAGICOS","CLUPEIDAE","SARDINELLA","SARDINELLA MADERENSIS","ARENQUE OU SARDINHA","13","REDE DE CERCO","200","0","0","5/30/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","80","GAMBOA","281","CPCI","281","CPCI","15","5/29/2017","16:00:00","5/30/2017","1","06:30:00","14","1883","PALHA CARGA","36","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45542","2017","5","PEQUENOS PELAGICOS","CARANGIDAE","SELAR","SELAR CRUMENOPHTHALMUS","OLHO LARGO OU CHICHARRO","13","REDE DE CERCO","300","0","0","5/30/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","80","GAMBOA","281","CPCI","281","CPCI","15","5/29/2017","16:00:00","5/30/2017","1","06:30:00","14","1883","PALHA CARGA","36","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45541","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","6625","0","0","5/29/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","84","MARANATA","281","CPCI","281","CPCI","14","5/28/2017","14:00:00","5/29/2017","1","06:00:00","16","1951","SUL DE S.PEDRO","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45540","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","2795","0","0","5/27/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3414","SAL REI","281","CPCI","281","CPCI","16","5/23/2017","15:00:00","5/27/2017","4","19:00:00","100","1951","SUL DE S.PEDRO","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45539","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","9123","0","0","5/27/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3074","ORCA I","281","CPCI","281","CPCI","16","5/26/2017","14:00:00","5/27/2017","1","05:00:00","15","1338","SANTA MARIA","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45538","2017","5","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","1800","0","0","5/26/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","104","ATLANTIDA","281","CPCI","281","CPCI","13","5/26/2017","05:00:00","5/26/2017","1","09:00:00","4","1959","BAIA DE PORTO GRANDE","40","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45537","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","6673","0","0","5/25/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","84","MARANATA","281","CPCI","281","CPCI","16","5/24/2017","14:00:00","5/25/2017","1","06:00:00","16","1951","SUL DE S.PEDRO","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45536","2017","5","PEQUENOS PELAGICOS","CLUPEIDAE","SARDINELLA","SARDINELLA MADERENSIS","ARENQUE OU SARDINHA","13","REDE DE CERCO","80","0","0","5/24/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","80","GAMBOA","281","CPCI","281","CPCI","15","5/23/2017","17:00:00","5/24/2017","1","06:00:00","13","1257","SAO PEDRO","80","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45536","2017","5","PEQUENOS PELAGICOS","CARANGIDAE","SELAR","SELAR CRUMENOPHTHALMUS","OLHO LARGO OU CHICHARRO","13","REDE DE CERCO","500","0","0","5/24/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","80","GAMBOA","281","CPCI","281","CPCI","15","5/23/2017","17:00:00","5/24/2017","1","06:00:00","13","1257","SAO PEDRO","80","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45535","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","9203","0","0","5/24/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3073","CRISTALINA","281","CPCI","281","CPCI","18","5/21/2017","09:00:00","5/24/2017","3","06:00:00","69","1338","SANTA MARIA","60","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45534","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","13000","0","0","5/24/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","83","PONTA DE PECA","281","CPCI","281","CPCI","17","5/19/2017","15:00:00","5/24/2017","5","04:40:00","109","1338","SANTA MARIA","60","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45522","2017","5","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","7722","0","0","5/6/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3074","ORCA I","281","CPCI","281","CPCI","16","5/5/2017","14:00:00","5/6/2017","1","04:00:00","14","1338","SANTA MARIA","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45533","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","2838","0","0","5/23/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","93","RITA MARIA","281","CPCI","281","CPCI","12","5/22/2017","18:00:00","5/23/2017","1","09:00:00","15","2020","CANAL SV","0","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45532","2017","5","PEQUENOS PELAGICOS","CARANGIDAE","SELAR","SELAR CRUMENOPHTHALMUS","OLHO LARGO OU CHICHARRO","13","REDE DE CERCO","500","0","0","5/23/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","80","GAMBOA","281","CPCI","281","CPCI","15","5/22/2017","17:00:00","5/23/2017","1","05:00:00","12","1697","BAIA DAS GATAS","45","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45531","2017","5","PEQUENOS PELAGICOS","CARANGIDAE","CARANX","CARANX CRYSOS","BONITO","13","REDE DE CERCO","70","0","0","5/23/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","104","ATLANTIDA","281","CPCI","281","CPCI","13","5/22/2017","15:00:00","5/23/2017","1","07:00:00","16","1697","BAIA DAS GATAS","45","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45531","2017","5","PEQUENOS PELAGICOS","CARANGIDAE","SELAR","SELAR CRUMENOPHTHALMUS","OLHO LARGO OU CHICHARRO","13","REDE DE CERCO","300","0","0","5/23/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","104","ATLANTIDA","281","CPCI","281","CPCI","13","5/22/2017","15:00:00","5/23/2017","1","07:00:00","16","1697","BAIA DAS GATAS","45","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45530","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","4000","0","0","5/23/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","84","MARANATA","281","CPCI","281","CPCI","14","5/21/2017","14:00:00","5/23/2017","2","06:00:00","40","1846","NOROESTE","100","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
"45529","2017","5","TUNIDEOS","SCOMBRIDAE","KATSUWONUS","KATSUWONUS PELAMIS","GAIADO OU ATUNZINHO","13","REDE DE CERCO","8963","0","0","5/23/2017","INDUSTRIAL","B","2","S. VICENTE","5","S. VICENTE","11","MINDELO","I","3414","SAL REI","281","CPCI","281","CPCI","16","5/19/2017","15:00:00","5/23/2017","4","19:00:00","100","1846","NOROESTE","80","IMar 2015-2017 (sem validacao)","viagem","FALSE","TRUE"
