"Amostragem","Ano","Mes","Grupo","Familia","Genero","Nome_cientifico","Especie","Engenho","Nome_engenho","Quantidade","Preco","Valor","Data_amostragem","Tipo_pesca","Regiao","Ilha","Nome_ilha","Concelho","Nome_concelho","Localidade","Nome_localidade","Tipo_embarcacao","Embarcacao","Nome_embarcacao","Porto_armamento","Nome_porto_armamento","Porto_desembarque","Nome_porto_desembarque","Numero_pescadores","Data_partida","Hora_partida","Data_chegada","Num_dias","Hora_chegada","Num_horas","Banco_pesca","Nome_banco_pesca","Profundidade_pesca_engenho1","fonte","nivel","engenhos_agregados","usar_na_serie"
"30799","2020","4","TUNIDEOS","SCOMBRIDAE","AUXIS","Auxis sp","CACHORRINHA, JUDEU OU MELVA","13","REDE DE CERCO","100","120","12000","4/15/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","2881","CARLOS MARIA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","18","4/14/2020","05:00:00","4/15/2020","1","15:00:00","34","1718","MAIO","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30798","2020","4","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","1341","400","536400","4/14/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","61","JUDEIA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","7","4/9/2020","05:00:00","4/14/2020","5","18:00:00","133","1740","BOA VISTA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30797","2020","4","DEMERSAIS","CARANGIDAE","SERIOLA","SERIOLA SP","ESMOREGAL OU SERZE","3","LINHA A MAO","25","400","10000","4/10/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","75","DEUS ME DEU","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","4","4/4/2020","19:00:00","4/10/2020","6","01:30:00","126","1740","BOA VISTA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30797","2020","4","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","228","400","91200","4/10/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","75","DEUS ME DEU","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","4","4/4/2020","19:00:00","4/10/2020","6","01:30:00","126","1740","BOA VISTA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30796","2020","4","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","1000","200","200000","4/10/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","3030","PRAIA GONSAL","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","15","4/6/2020","18:00:00","4/10/2020","4","02:00:00","80","1909","TARRAFAL DE SANTIAGO","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30795","2020","4","TUNIDEOS","SCOMBRIDAE","ACANTHOCYBIUM","ACANTHOCYBIUM SOLANDRI","SERRA, DJEU OU ILHEU","3","LINHA A MAO","20","400","8000","4/10/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","62","MIMOSA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","8","3/30/2020","18:00:00","4/10/2020","11","01:00:00","247","1740","BOA VISTA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30795","2020","4","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","584","450","262800","4/10/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","62","MIMOSA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","8","3/30/2020","18:00:00","4/10/2020","11","01:00:00","247","1740","BOA VISTA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30795","2020","4","DEMERSAIS","CARANGIDAE","CENTROPHORUS","ELAGATIS BIPINNULATA","SALMAO RRU","3","LINHA A MAO","180","350","63000","4/10/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","62","MIMOSA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","8","3/30/2020","18:00:00","4/10/2020","11","01:00:00","247","1740","BOA VISTA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30794","2020","4","TUNIDEOS","SCOMBRIDAE","AUXIS","Auxis sp","CACHORRINHA, JUDEU OU MELVA","13","REDE DE CERCO","2000","250","500000","4/10/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","56","CALHAU","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","18","4/7/2020","05:00:00","4/10/2020","3","03:00:00","70","1740","BOA VISTA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30790","2020","4","DEMERSAIS","CARANGIDAE","CENTROPHORUS","ELAGATIS BIPINNULATA","SALMAO RRU","13","REDE DE CERCO","150","300","45000","4/8/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","46","MAR LINDA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","16","4/4/2020","04:30:00","4/8/2020","4","05:00:00","96","1718","MAIO","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30790","2020","4","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","6800","260","1768000","4/8/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","46","MAR LINDA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","16","4/4/2020","04:30:00","4/8/2020","4","05:00:00","96","1718","MAIO","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30790","2020","4","TUNIDEOS","SCOMBRIDAE","AUXIS","Auxis sp","CACHORRINHA, JUDEU OU MELVA","13","REDE DE CERCO","200","140","28000","4/8/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","46","MAR LINDA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","16","4/4/2020","04:30:00","4/8/2020","4","05:00:00","96","1718","MAIO","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30792","2020","4","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","700","260","182000","4/9/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","33","MAYRA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","15","4/7/2020","18:00:00","4/9/2020","2","07:00:00","37","1847","SAL","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"30791","2020","4","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","3000","180","540000","4/9/2020","INDUSTRIAL","S","9","SANTIAGO","14","PRAIA","42","CAIS DE PESCA","I","44","CIDADELA","226","CAIS DE PESCA PRAIA","226","CAIS DE PESCA PRAIA","16","4/8/2020","06:00:00","4/9/2020","1","04:30:00","22","1909","TARRAFAL DE SANTIAGO","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27798","2020","3","TUNIDEOS","SCOMBRIDAE","AUXIS","Auxis sp","CACHORRINHA, JUDEU OU MELVA","13","REDE DE CERCO","2700","200","540000","3/20/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","3070","PONTA CACIMBA","222","PALMEIRA","222","PALMEIRA","13","3/19/2020","15:00:00","3/20/2020","1","07:20:00","16","1824","RASO","69.49","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27797","2020","3","DEMERSAIS","CARANGIDAE","SERIOLA","SERIOLA SP","ESMOREGAL OU SERZE","13","REDE DE CERCO","1500","321.22","481830","3/22/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","20","LUTA DE PESCADOR","222","PALMEIRA","222","PALMEIRA","20","3/21/2020","14:30:00","3/22/2020","1","06:30:00","16","1332","CABECA DE MONTE GRANDE","91.44","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27797","2020","3","DEMERSAIS","MULLIDAE","MULLOIDICHTHYS","MULLOIDICHTHYS MARTINICUS","FOTCHE OU FATCHO DE FUNDO","13","REDE DE CERCO","7500","237.1","1778250","3/22/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","20","LUTA DE PESCADOR","222","PALMEIRA","222","PALMEIRA","20","3/21/2020","14:30:00","3/22/2020","1","06:30:00","16","1332","CABECA DE MONTE GRANDE","91.44","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27795","2020","3","DEMERSAIS","CARANGIDAE","SERIOLA","SERIOLA SP","ESMOREGAL OU SERZE","13","REDE DE CERCO","800","321.22","256976","3/19/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","20","LUTA DE PESCADOR","222","PALMEIRA","222","PALMEIRA","20","3/17/2020","17:30:00","3/19/2020","2","06:30:00","37","1340","NOVA HOLANDA","91.44","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27795","2020","3","DEMERSAIS","ACANTHURIDAE","ACANTHURUS","ACANTHURUS MONROVIAE","BARBEIRO OU LANCETEIRO","13","REDE DE CERCO","200","112.85","22570","3/19/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","20","LUTA DE PESCADOR","222","PALMEIRA","222","PALMEIRA","20","3/17/2020","17:30:00","3/19/2020","2","06:30:00","37","1340","NOVA HOLANDA","91.44","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27795","2020","3","DEMERSAIS","MULLIDAE","MULLOIDICHTHYS","MULLOIDICHTHYS MARTINICUS","FOTCHE OU FATCHO DE FUNDO","13","REDE DE CERCO","360","237.1","85356","3/19/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","20","LUTA DE PESCADOR","222","PALMEIRA","222","PALMEIRA","20","3/17/2020","17:30:00","3/19/2020","2","06:30:00","37","1340","NOVA HOLANDA","91.44","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27795","2020","3","PEQUENOS PELAGICOS","CARANGIDAE","CARANX","CARANX CRYSOS","BONITO","13","REDE DE CERCO","300","189.46","56838","3/19/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","20","LUTA DE PESCADOR","222","PALMEIRA","222","PALMEIRA","20","3/17/2020","17:30:00","3/19/2020","2","06:30:00","37","1340","NOVA HOLANDA","91.44","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27791","2020","3","PEQUENOS PELAGICOS","CARANGIDAE","DECAPTERUS","DECAPTERUS MACARELLUS","CAVALA PRETA","13","REDE DE CERCO","6000","175.59","1053540","3/14/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","20","LUTA DE PESCADOR","222","PALMEIRA","222","PALMEIRA","20","3/13/2020","17:00:00","3/14/2020","1","03:11:00","10","1338","SANTA MARIA","47.55","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27790","2020","3","PEQUENOS PELAGICOS","CARANGIDAE","SELAR","SELAR CRUMENOPHTHALMUS","OLHO LARGO OU CHICHARRO","13","REDE DE CERCO","300","200","60000","3/25/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","3067","CHEVAROTE","222","PALMEIRA","222","PALMEIRA","19","3/24/2020","17:00:00","3/25/2020","1","07:25:00","14","1734","MADAMA","34.75","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27788","2020","3","PEQUENOS PELAGICOS","CARANGIDAE","CARANX","CARANX CRYSOS","BONITO","13","REDE DE CERCO","180","200","36000","3/20/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","3067","CHEVAROTE","222","PALMEIRA","222","PALMEIRA","20","3/19/2020","12:30:00","3/20/2020","1","08:00:00","19","1313","ANTONIO PORFIRIO","36.58","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27788","2020","3","PEQUENOS PELAGICOS","CARANGIDAE","SELAR","SELAR CRUMENOPHTHALMUS","OLHO LARGO OU CHICHARRO","13","REDE DE CERCO","300","200","60000","3/20/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","3067","CHEVAROTE","222","PALMEIRA","222","PALMEIRA","20","3/19/2020","12:30:00","3/20/2020","1","08:00:00","19","1313","ANTONIO PORFIRIO","36.58","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27784","2020","3","PEQUENOS PELAGICOS","CARANGIDAE","CARANX","CARANX CRYSOS","BONITO","13","REDE DE CERCO","400","200","80000","3/9/2020","INDUSTRIAL","B","4","SAL","8","SAL","19","PALMEIRA","I","3067","CHEVAROTE","222","PALMEIRA","222","PALMEIRA","18","3/8/2020","16:00:00","3/9/2020","1","07:35:00","15","1313","ANTONIO PORFIRIO","51.21","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27805","2020","3","TUNIDEOS","SCOMBRIDAE","EUTHYNNUS","EUTHYNNUS ALLETERATUS","MERMA, PANQUIL OU TXAFAROTE","13","REDE DE CERCO","150","200","30000","3/20/2020","INDUSTRIAL","S","9","SANTIAGO","12","SANTA CATARINA","64","RIBEIRA DA BARCA","I","3060","PICATCHU","238","RIBEIRA DA BARCA","238","RIBEIRA DA BARCA","10","3/20/2020","06:30:00","3/20/2020","1","12:10:00","5","1750","ANGRA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27804","2020","3","TUNIDEOS","SCOMBRIDAE","EUTHYNNUS","EUTHYNNUS ALLETERATUS","MERMA, PANQUIL OU TXAFAROTE","13","REDE DE CERCO","400","200","80000","3/20/2020","INDUSTRIAL","S","9","SANTIAGO","12","SANTA CATARINA","64","RIBEIRA DA BARCA","I","3416","BOCA SAPO","238","RIBEIRA DA BARCA","238","RIBEIRA DA BARCA","10","3/20/2020","06:00:00","3/20/2020","1","12:00:00","6","1750","ANGRA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27803","2020","3","TUNIDEOS","SCOMBRIDAE","EUTHYNNUS","EUTHYNNUS ALLETERATUS","MERMA, PANQUIL OU TXAFAROTE","13","REDE DE CERCO","300","200","60000","3/16/2020","INDUSTRIAL","S","9","SANTIAGO","12","SANTA CATARINA","64","RIBEIRA DA BARCA","I","3416","BOCA SAPO","238","RIBEIRA DA BARCA","238","RIBEIRA DA BARCA","10","3/16/2020","06:30:00","3/16/2020","1","11:30:00","5","1750","ANGRA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27801","2020","3","TUNIDEOS","SCOMBRIDAE","EUTHYNNUS","EUTHYNNUS ALLETERATUS","MERMA, PANQUIL OU TXAFAROTE","13","REDE DE CERCO","500","200","100000","3/16/2020","INDUSTRIAL","S","9","SANTIAGO","12","SANTA CATARINA","64","RIBEIRA DA BARCA","I","3060","PICATCHU","238","RIBEIRA DA BARCA","238","RIBEIRA DA BARCA","10","3/16/2020","06:00:00","3/16/2020","1","10:30:00","4","1685","CHARCO","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27800","2020","3","TUNIDEOS","SCOMBRIDAE","EUTHYNNUS","EUTHYNNUS ALLETERATUS","MERMA, PANQUIL OU TXAFAROTE","13","REDE DE CERCO","600","200","120000","3/12/2020","INDUSTRIAL","S","9","SANTIAGO","12","SANTA CATARINA","64","RIBEIRA DA BARCA","I","3060","PICATCHU","238","RIBEIRA DA BARCA","238","RIBEIRA DA BARCA","10","3/12/2020","06:30:00","3/12/2020","1","11:00:00","4","1750","ANGRA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27799","2020","3","TUNIDEOS","SCOMBRIDAE","EUTHYNNUS","EUTHYNNUS ALLETERATUS","MERMA, PANQUIL OU TXAFAROTE","13","REDE DE CERCO","1350","200","270000","3/12/2020","INDUSTRIAL","S","9","SANTIAGO","12","SANTA CATARINA","64","RIBEIRA DA BARCA","I","3416","BOCA SAPO","238","RIBEIRA DA BARCA","238","RIBEIRA DA BARCA","10","3/12/2020","06:00:00","3/12/2020","1","10:20:00","4","1750","ANGRA","0","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27835","2020","3","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","105","400","42000","3/29/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3410","PRESPE PREFEITO","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/24/2020","01:00:00","3/29/2020","5","15:30:00","134","1692","CABECA DE MAIO","75","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27834","2020","3","TUBAROES","TUBAROES","TUBAROES","TUBAROES","TUBARAO","3","LINHA A MAO","17","400","6800","3/29/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3397","LUTA PESCADOR","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/24/2020","01:00:00","3/29/2020","5","23:00:00","142","2007","TCHADONA","110","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27834","2020","3","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","53","350","18550","3/29/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3397","LUTA PESCADOR","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/24/2020","01:00:00","3/29/2020","5","23:00:00","142","2007","TCHADONA","110","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27833","2020","3","DEMERSAIS","LUTJANIDAE","LUTJANUS","Lutjanus sp.","GORAZ","3","LINHA A MAO","10","300","3000","3/29/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3417","NHO SANTO AMARO","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/24/2020","01:00:00","3/29/2020","5","12:12:00","131","2007","TCHADONA","120","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27833","2020","3","DEMERSAIS","HAEMULIDAE","PARAPRISTIPOMA","PARAPRISTIPOMA HUMILE","PAPAGAIO","3","LINHA A MAO","50","250","12500","3/29/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3417","NHO SANTO AMARO","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/24/2020","01:00:00","3/29/2020","5","12:12:00","131","2007","TCHADONA","120","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27833","2020","3","DEMERSAIS","MULLIDAE","MULLOIDICHTHYS","MULLOIDICHTHYS MARTINICUS","FOTCHE OU FATCHO DE FUNDO","3","LINHA A MAO","30","250","7500","3/29/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3417","NHO SANTO AMARO","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/24/2020","01:00:00","3/29/2020","5","12:12:00","131","2007","TCHADONA","120","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27833","2020","3","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","27","350","9450","3/29/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3417","NHO SANTO AMARO","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/24/2020","01:00:00","3/29/2020","5","12:12:00","131","2007","TCHADONA","120","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27832","2020","3","DEMERSAIS","CARANGIDAE","CENTROPHORUS","ELAGATIS BIPINNULATA","SALMAO RRU","3","LINHA A MAO","5","350","1750","3/23/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3421","DE TETE","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/18/2020","03:00:00","3/23/2020","5","12:02:00","129","2007","TCHADONA","60","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27832","2020","3","PEQUENOS PELAGICOS","CARANGIDAE","CARANX","CARANX CRYSOS","BONITO","3","LINHA A MAO","20","250","5000","3/23/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3421","DE TETE","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/18/2020","03:00:00","3/23/2020","5","12:02:00","129","2007","TCHADONA","60","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27832","2020","3","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","41","350","14350","3/23/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3421","DE TETE","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/18/2020","03:00:00","3/23/2020","5","12:02:00","129","2007","TCHADONA","60","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27831","2020","3","TUNIDEOS","SCOMBRIDAE","THUNNUS","THUNNUS ALBACARES","ALBACORA OU ATUM","3","LINHA A MAO","41","350","14350","3/23/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3418","ENZO","241","PEDRA BADEJO","241","PEDRA BADEJO","2","3/18/2020","01:00:00","3/23/2020","5","12:02:00","131","2007","TCHADONA","60","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27829","2020","3","DEMERSAIS","MULLIDAE","MULLOIDICHTHYS","MULLOIDICHTHYS MARTINICUS","FOTCHE OU FATCHO DE FUNDO","3","LINHA A MAO","5","250","1250","3/23/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3399","J.B. DEUS E PAI","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/18/2020","24:00:00","3/23/2020","5","09:30:00","0","2007","TCHADONA","70","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27829","2020","3","DEMERSAIS","LUTJANIDAE","LUTJANUS","Lutjanus sp.","GORAZ","3","LINHA A MAO","15","300","4500","3/23/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3399","J.B. DEUS E PAI","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/18/2020","24:00:00","3/23/2020","5","09:30:00","0","2007","TCHADONA","70","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27829","2020","3","DEMERSAIS","CARANGIDAE","CENTROPHORUS","ELAGATIS BIPINNULATA","SALMAO RRU","3","LINHA A MAO","13","300","3900","3/23/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3399","J.B. DEUS E PAI","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/18/2020","24:00:00","3/23/2020","5","09:30:00","0","2007","TCHADONA","70","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27829","2020","3","DEMERSAIS","HAEMULIDAE","PARAPRISTIPOMA","PARAPRISTIPOMA HUMILE","PAPAGAIO","3","LINHA A MAO","80","250","20000","3/23/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3399","J.B. DEUS E PAI","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/18/2020","24:00:00","3/23/2020","5","09:30:00","0","2007","TCHADONA","70","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27827","2020","3","DEMERSAIS","BALISTIDAE","BALISTES","BALISTE SPP","FAMBIL","3","LINHA A MAO","50","160","8000","3/15/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3396","TODOS OS SANTOS","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/11/2020","06:00:00","3/15/2020","4","10:30:00","100","1718","MAIO","55","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27827","2020","3","DEMERSAIS","LUTJANIDAE","LUTJANUS","Lutjanus sp.","GORAZ","3","LINHA A MAO","10","300","3000","3/15/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3396","TODOS OS SANTOS","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/11/2020","06:00:00","3/15/2020","4","10:30:00","100","1718","MAIO","55","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27827","2020","3","DEMERSAIS","HAEMULIDAE","PARAPRISTIPOMA","PARAPRISTIPOMA HUMILE","PAPAGAIO","3","LINHA A MAO","20","250","5000","3/15/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3396","TODOS OS SANTOS","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/11/2020","06:00:00","3/15/2020","4","10:30:00","100","1718","MAIO","55","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27827","2020","3","DEMERSAIS","CARANGIDAE","SERIOLA","SERIOLA SP","ESMOREGAL OU SERZE","3","LINHA A MAO","80","300","24000","3/15/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3396","TODOS OS SANTOS","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/11/2020","06:00:00","3/15/2020","4","10:30:00","100","1718","MAIO","55","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27825","2020","3","DEMERSAIS","ACANTHURIDAE","ACANTHURUS","ACANTHURUS MONROVIAE","BARBEIRO OU LANCETEIRO","3","LINHA A MAO","6","80","480","3/15/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3420","MAMA BIA","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/11/2020","05:00:00","3/15/2020","4","15:00:00","106","2007","TCHADONA","55","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
"27825","2020","3","PEQUENOS PELAGICOS","CARANGIDAE","CARANX","CARANX CRYSOS","BONITO","3","LINHA A MAO","15","250","3750","3/15/2020","INDUSTRIAL","S","9","SANTIAGO","13","SANTA CRUZ","54","PEDRA BADEJO","I","3420","MAMA BIA","241","PEDRA BADEJO","241","PEDRA BADEJO","3","3/11/2020","05:00:00","3/15/2020","4","15:00:00","106","2007","TCHADONA","55","IMar 2019-2025 (atualizado)","viagem","FALSE","TRUE"
