DATA,ANO,MES,ZONA,L(cm),W(g),SEXO,EM,W_GON,W_FIG,OBS,,,,,,,,,,,,
2/12/2008,2008,2,CANAL DE SAO PEDRO,30,322,M,2,1.62,3.91,,,,,,,,,,,,,
2/12/2008,2008,2,CANAL DE SAO PEDRO,26,250,F,4,2.09,2.51,,,,,,,,,,,,,
2/12/2008,2008,2,CANAL DE SAO PEDRO,27,259,F,2,2.73,3.4,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,29,359,M,3,9.03,3.25,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,29,338,M,3,10.37,3.85,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,297,F,4,7.89,4.28,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,265,M,3,15.92,2.75,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,303,F,3,7.45,3.71,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,26,246,F,4,6.86,2.88,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,26,248,M,3,14.88,2.54,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,260,M,3,8.61,1.88,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,320,F,4,9.73,2.29,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,274,F,2,3.4,2.34,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,275,F,4,7.74,3.34,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,274,F,3,8.43,3.32,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,30,357,F,4,10.64,4.46,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,29,314,M,4,17.41,2.84,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,29,300,M,3,11.77,3.25,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,274,F,4,8.41,3.23,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,301,F,4,10.88,3.26,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,291,M,3,12.5,2.7,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,286,F,4,11.35,1.47,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,272,M,4,13.65,2.88,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,255,F,3,5.15,2.42,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,262,M,3,4.59,2.65,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,284,F,3,11.03,3.49,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,296,F,4,10.16,4.14,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,302,F,4,13.88,3.88,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,269,M,3,8.88,2.45,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,270,M,3,6.04,2.97,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,294,F,3,7.32,3.25,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,272,M,4,18.33,2.43,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,249,M,3,12.64,2.74,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,299,F,3,8.21,3.54,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,278,F,3,6.85,3.41,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,285,F,3,5.95,4.5,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,268,F,4,7.96,3.25,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,268,F,3,7.11,3.86,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,266,M,3,9.16,1.84,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,267,F,2,2.07,2.17,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,283,F,3,7,2.27,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,269,F,3,6.6,3.88,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,295,F,4,5.83,1.16,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,239,M,3,10.25,1.7,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,288,M,3,10.05,2.94,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,29,311,F,4,10.96,2.63,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,307,F,4,10.92,3.21,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,295,F,3,6.96,3.46,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,306,F,3,10.83,3.91,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,272,M,3,7.01,2.51,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,276,F,2,4.39,3.73,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,257,F,3,9.09,3.07,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,273,F,4,9.53,4.52,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,277,F,4,15.43,3.01,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,262,F,3,7.15,1.47,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,289,F,3,4.78,2.58,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,273,M,3,12,2.63,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,298,F,3,6.82,3.74,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,270,F,3,8.48,2.03,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,279,M,3,11.28,1.04,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,292,F,3,7.44,3.93,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,283,M,3,17.54,2.77,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,285,F,3,6.06,1.75,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,281,M,3,8.92,1.47,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,268,M,3,7.17,2.62,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,286,F,3,12.67,4.24,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,257,M,4,7.98,2.43,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,272,M,3,13.46,1.59,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,275,F,3,6.05,3.5,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,266,F,4,5.93,3.09,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,28,308,F,3,5.77,4.2,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,281,F,3,6.88,3.29,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,278,F,3,7.07,3.55,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,255,F,3,8.23,2.42,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,29,316,F,3,6.5,4.47,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,27,264,F,3,9.07,2.45,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,29,310,F,3,6.51,2.8,,,,,,,,,,,,,
2/22/2008,2008,2,ILHEU BRANCO,26,249,F,3,8.51,2.75,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,213,M,3,2.9,1.48,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,288,F,5,5.32,1.6,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,198,M,3,3.71,1.9,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,24,180,F,3,1,1.47,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,197,F,3,1.19,1.13,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,289,F,5,4.04,2.56,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,30,331,M,4,3.8,2.92,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,248,F,3,,2.62,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,198,F,4,2.5,1.71,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,267,F,4,5.15,2.74,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,285,M,4,6.3,1.36,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,236,M,4,3.76,1.94,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,333,F,3,3.01,3.66,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,220,M,4,1.6,3.35,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,253,M,4,3.7,2.2,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,183,M,4,2.19,1.56,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,339,M,4,6.32,3.56,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,211,M,3,2.81,2.05,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,193,M,4,4.44,1.97,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,233,F,6,3.44,2.23,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,202,M,3,1.89,1.69,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,237,M,4,2.91,2.72,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,249,M,4,6.36,2.33,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,215,M,4,2.17,2.41,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,24,166,F,2,1.02,2,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,206,F,3,1.68,2.36,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,262,M,4,3.4,3.22,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,284,M,5,5.41,2.48,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,218,M,4,1.42,1.7,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,208,F,3,1.24,2.31,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,280,M,4,5.61,3.28,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,208,M,3,2.28,2.13,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,204,M,4,3.99,2.31,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,234,M,4,5.43,1.67,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,361,F,5,4.37,4.34,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,277,F,5,2.63,3.93,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,25,182,M,3,1.86,1.63,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,316,F,4,2.5,2.72,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,245,F,4,4.41,3.96,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,279,M,5,6.98,1.74,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,310,F,4,3.04,3.65,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,293,F,5,3.55,2.66,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,303,F,5,4.06,3.55,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,267,M,5,4.4,3.16,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,276,F,5,3.31,4.12,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,266,M,4,3.8,1.65,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,340,F,5,6.88,3.29,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,26,228,F,5,4.11,3.36,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,287,F,3,2.41,3.67,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,292,M,4,4.82,3.04,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,280,M,5,6.49,2.31,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,294,F,5,2.49,3.6,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,265,M,5,4.86,2.72,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,265,M,4,5.89,2.52,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,281,F,4,2.52,2.35,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,294,M,4,3.8,2.72,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,284,M,3,3.78,2.13,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,262,M,4,6.22,2.34,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,294,F,5,5.18,3.48,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,294,F,5,4.37,3.36,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,32,412,F,5,5.19,4.75,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,319,F,4,6.53,3.64,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,291,M,3,4.46,3.54,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,310,F,4,4.5,4.38,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,315,F,5,2.95,3.81,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,289,M,4,5.06,2.39,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,281,M,4,4.34,2.58,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,288,F,6,2.99,3.43,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,29,303,M,5,2.83,2.27,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,273,F,5,3.54,3.28,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,288,F,2,2.01,3.14,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,250,M,5,6.19,2.18,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,286,F,3,2.74,4.61,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,27,258,M,4,5.69,2.71,,,,,,,,,,,,,
2/23/2008,2008,2,BAIA DAS GATAS,28,287,F,3,2.6,3.1,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,278,F,4,4.67,3.61,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,250,M,4,8.02,3.36,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,318,F,4,5.25,4.16,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,268,F,4,1.86,3.68,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,30,350,F,4,7.43,4.66,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,307,F,4,5.78,5.15,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,293,F,4,5.85,4.12,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,30,342,F,4,8.95,3.53,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,329,F,4,4.89,4.72,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,304,F,4,5.43,4.21,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,295,F,4,5.17,4.55,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,318,F,4,4.75,3.95,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,290,M,4,9.32,3.28,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,283,F,4,6.62,3.17,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,260,M,4,5.79,2.28,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,308,M,4,9.33,3.26,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,268,M,4,5.89,3.31,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,298,F,4,6.07,4.12,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,257,M,4,10.17,3.58,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,258,M,4,10.77,3.07,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,256,F,4,3.89,4.2,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,272,M,4,12.85,2.6,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,240,M,4,7.94,2.61,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,289,M,4,9.2,3.04,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,250,M,4,9.71,2.75,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,254,M,4,6.02,3.08,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,270,F,4,3.96,4.36,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,274,F,4,5.6,4.16,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,270,F,4,5.71,3.92,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,297,F,4,7.56,3.83,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,264,F,4,5.52,3.57,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,279,F,4,4.55,4.25,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,286,F,4,5.45,4.71,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,254,F,4,7.54,4.22,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,275,F,4,4.86,3.23,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,242,F,4,5.41,4.25,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,244,F,4,4.43,2.7,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,250,M,4,6.53,2.35,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,269,F,4,4.98,4.11,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,316,M,4,11.65,3.5,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,285,M,4,13.24,2.49,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,30,353,F,4,4.89,5.54,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,277,M,4,6.21,4.03,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,271,M,4,8.58,3.53,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,306,F,4,4.95,4.08,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,314,F,4,4.15,4.41,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,309,F,4,4.8,3.77,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,300,F,4,5.6,4.45,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,278,M,4,6.25,3.16,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,295,M,4,7.46,3.19,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,247,M,4,6.14,3.3,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,292,M,4,6.2,3.24,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,299,M,4,8.09,4.03,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,300,M,4,7.39,4.18,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,295,F,4,4.84,3.93,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,276,F,4,5.21,3.84,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,226,M,4,8.22,3.67,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,26,236,F,4,5.07,2.94,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,299,F,4,6.31,4.48,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,261,F,4,5.23,2.94,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,315,F,4,5.62,4.75,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,280,F,4,4.63,4.55,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,288,F,4,5.54,4.22,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,318,F,4,7.39,4.97,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,311,F,4,7.36,4.41,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,257,M,4,10.23,3.29,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,30,341,F,4,4.74,5.62,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,279,F,4,5.14,3.74,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,296,F,4,4.96,4.86,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,27,259,F,3,2.59,3.9,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,282,F,4,4.67,4.98,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,288,F,4,4.43,4.41,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,306,F,4,4.37,4.55,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,28,362,F,4,6.26,4.5,,,,,,,,,,,,,
3/6/2008,2008,3,SUL SAO PEDRO,29,301,F,4,5.54,3.89,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,247,F,5,6.65,4.84,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,283,M,4,15.49,2.56,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,30,313,M,4,9.86,2.15,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,272,M,4,23,2.61,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,274,M,4,20.05,1.98,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,230,F,5,10.54,2.76,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,233,F,5,10.44,2.53,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,31,348,F,6,3.22,4.16,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,224,M,3,5.04,2.76,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,237,F,6,10.17,2.49,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,28,284,M,4,14.53,2.46,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,292,M,4,15.33,4.34,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,28,303,M,4,15.45,3.77,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,249,M,4,12.41,2.78,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,28,273,M,4,13.64,3.01,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,254,F,5,10.36,4.94,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,225,M,4,4.89,2.86,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,28,297,F,6,15.98,4.1,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,29,322,M,4,11.35,3.22,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,29,295,M,5,12.8,3.26,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,228,F,5,6.11,3.06,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,210,M,4,6.85,1.64,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,28,279,M,4,14.09,2.92,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,25,199,F,4,2.24,2.2,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,252,F,5,8.28,4.21,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,28,285,M,4,16.94,2.86,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,248,F,5,10.52,3.95,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,25,202,M,4,4.59,2.47,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,255,F,5,8.24,3.6,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,30,315,M,7,6.96,4.17,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,295,F,6,14.66,5.01,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,27,241,M,5,8.9,2.97,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,223,M,4,6.96,2.67,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,28,278,M,4,13.95,3.03,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,240,F,5,7.02,3.83,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,254,F,5,11.14,4.16,,,,,,,,,,,,,
3/9/2008,2008,3,SANTA LUZIA,26,240,M,5,9.22,2.8,,,,,,,,,,,,,
