DATA,ANO,MES,ZONA,L(cm),W(g),SEXO,EM,W_GON,W_FIG,OBS,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,206,F,2,0.15,2.13,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,27,227,F,2,1.31,2.47,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,224,F,2,1.15,2.3,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,202,M,2,0.49,2.07,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,219,F,2,1.07,2.05,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,27,211,M,2,0.24,1.49,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,24,154,M,2,0.29,1.46,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,27,219,M,3,0.32,2.45,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,214,F,2,0.79,2.35,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,204,M,2,0.22,1.92,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,211,F,2,0.92,2.32,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,214,F,2,0.85,1.44,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,213,F,2,0.95,3.02,,,,,,,,,,,,,
11/5/2010,2010,11,ILHEU BRANCO,26,202,M,2,0.25,2.03,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,266,F,2,0.25,5.3,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,230,M,2,0.62,2.03,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,227,M,2,1.84,1.79,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,237,M,2,0.7,2.52,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,186,M,2,0.41,0.58,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,205,M,2,0.56,1.86,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,217,F,2,1.08,1.97,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,233,F,2,0.87,2.1,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,232,M,2,0.17,2.47,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,25,172,M,2,0.4,0.84,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,221,M,2,0.68,1.54,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,207,M,2,0.41,1.94,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,296,F,2,1.82,2.89,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,221,F,2,1.84,2.76,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,230,F,2,1.21,2.1,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,246,F,2,2.2,1.7,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,30,315,F,2,1.36,3.27,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,248,F,2,1.2,2.96,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,232,F,2,0.67,3.04,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,25,177,M,2,1.08,1.33,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,30,298,M,2,1.41,2.72,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,218,M,2,1.9,4.13,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,30,287,M,2,1.45,2.56,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,267,M,2,2.29,2.27,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,288,M,2,0.83,2.96,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,186,F,2,0.54,1.76,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,288,F,2,1.49,2.86,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,247,F,2,1.09,2.49,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,213,M,2,0.38,2.46,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,228,M,2,0.47,1.5,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,211,M,2,1.87,2.3,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,30,311,F,2,1.79,4.35,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,278,F,2,0.92,3.6,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,31,354,F,2,1.97,3.69,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,237,M,2,0.78,2.08,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,205,M,2,0.34,1.84,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,221,M,2,1.14,2.58,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,230,F,2,0.53,1.66,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,277,F,2,1.38,2.45,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,266,M,2,0.91,2.52,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,294,F,2,1.37,4.88,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,252,F,2,1.32,2.22,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,275,M,2,0.96,2.38,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,31,343,F,2,1.8,3.45,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,25,190,F,2,0.98,2.15,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,273,F,2,1.28,2.3,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,230,M,2,0.38,2.26,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,257,F,2,0.55,2.16,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,248,F,2,1.66,1.42,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,275,M,2,0.76,2.31,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,252,M,2,1.29,2.22,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,236,M,2,0.89,3.28,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,268,M,2,0.55,3.85,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,202,F,2,0.71,2.15,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,227,F,2,0.95,2.41,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,222,M,2,0.56,2.16,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,30,319,M,2,1.92,3.75,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,199,F,2,0.9,2.08,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,286,F,2,1.07,2.75,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,254,M,2,0.71,3.2,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,232,M,2,0.16,2.37,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,284,F,2,2.3,1.97,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,202,M,2,0.54,2.26,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,213,M,2,0.39,1.71,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,202,F,2,0.27,1.56,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,228,M,2,0.24,2.64,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,232,M,2,0.48,2.54,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,214,M,2,1.58,1.71,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,230,M,2,0.91,1.84,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,200,F,2,0.56,2.2,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,28,279,M,2,2.67,3.28,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,27,218,F,2,0.48,3.2,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,29,294,M,2,0.95,2.33,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,195,F,2,0.48,2.65,,,,,,,,,,,,,
11/18/2010,2010,11,ILHEU BRANCO,26,197,F,2,0.48,1.51,,,,,,,,,,,,,
12/3/2010,2010,12,,25,178,F,2,0.45,1.67,,,,,,,,,,,,,
12/3/2010,2010,12,,29,278,F,2,1.5,3.01,,,,,,,,,,,,,
12/3/2010,2010,12,,27,257,F,2,1.54,2.78,,,,,,,,,,,,,
12/3/2010,2010,12,,27,253,F,2,2.67,2.74,,,,,,,,,,,,,
12/3/2010,2010,12,,27,232,F,2,1.51,2.7,,,,,,,,,,,,,
12/3/2010,2010,12,,27,240,F,2,0.89,2.57,,,,,,,,,,,,,
12/3/2010,2010,12,,26,193,M,4,0.89,2.26,,,,,,,,,,,,,
12/3/2010,2010,12,,26,202,M,3,0.25,2.31,,,,,,,,,,,,,
12/3/2010,2010,12,,28,253,F,4,3.64,2.52,,,,,,,,,,,,,
12/3/2010,2010,12,,27,263,F,2,1.64,2.35,,,,,,,,,,,,,
12/3/2010,2010,12,,28,258,M,2,0.47,2.9,,,,,,,,,,,,,
12/3/2010,2010,12,,28,256,M,4,2.25,,,,,,,,,,,,,,
12/3/2010,2010,12,,26,214,M,3,0.74,2.16,,,,,,,,,,,,,
12/3/2010,2010,12,,28,258,F,2,0.71,3.04,,,,,,,,,,,,,
12/3/2010,2010,12,,28,255,M,4,1.45,2.45,,,,,,,,,,,,,
12/3/2010,2010,12,,24,168,M,1,3,1.73,,,,,,,,,,,,,
12/3/2010,2010,12,,27,242,F,2,1.53,2.61,,,,,,,,,,,,,
12/3/2010,2010,12,,28,267,F,4,5.15,3.2,,,,,,,,,,,,,
12/3/2010,2010,12,,27,247,F,2,2.69,3.37,,,,,,,,,,,,,
12/3/2010,2010,12,,28,267,M,2,0.5,3.04,,,,,,,,,,,,,
12/3/2010,2010,12,,27,255,F,2,2.13,2.72,,,,,,,,,,,,,
12/3/2010,2010,12,,27,242,F,4,3.5,2.65,,,,,,,,,,,,,
12/3/2010,2010,12,,27,240,F,2,1.03,1.94,,,,,,,,,,,,,
12/3/2010,2010,12,,27,252,F,2,1.29,2.24,,,,,,,,,,,,,
12/3/2010,2010,12,,28,246,M,3,0.99,2.51,,,,,,,,,,,,,
12/3/2010,2010,12,,28,256,M,2,1.02,1.68,,,,,,,,,,,,,
12/3/2010,2010,12,,25,184,F,2,0.36,1.73,,,,,,,,,,,,,
12/3/2010,2010,12,,27,217,F,2,1.38,2.07,,,,,,,,,,,,,
12/3/2010,2010,12,,27,256,F,3,2.61,2.76,,,,,,,,,,,,,
12/3/2010,2010,12,,27,236,M,3,2.08,2.37,,,,,,,,,,,,,
12/3/2010,2010,12,,27,229,M,3,0.54,2.35,,,,,,,,,,,,,
12/3/2010,2010,12,,27,253,F,2,1.18,2.26,,,,,,,,,,,,,
12/3/2010,2010,12,,28,272,F,2,1.03,3.02,,,,,,,,,,,,,
12/3/2010,2010,12,,29,292,F,2,1.87,3.52,,,,,,,,,,,,,
12/3/2010,2010,12,,27,225,M,2,0.36,2.37,,,,,,,,,,,,,
12/3/2010,2010,12,,27,236,M,4,3.64,1.85,,,,,,,,,,,,,
12/3/2010,2010,12,,27,240,M,3,0.89,2.4,,,,,,,,,,,,,
12/3/2010,2010,12,,28,256,F,4,4.09,3.32,,,,,,,,,,,,,
12/3/2010,2010,12,,27,234,M,2,0.5,1.7,,,,,,,,,,,,,
12/3/2010,2010,12,,27,247,F,2,1.52,1.6,,,,,,,,,,,,,
12/3/2010,2010,12,,27,279,F,4,3.89,3.41,,,,,,,,,,,,,
12/3/2010,2010,12,,27,247,M,2,0.84,2.51,,,,,,,,,,,,,
12/3/2010,2010,12,,27,261,F,2,0.95,2.71,,,,,,,,,,,,,
12/3/2010,2010,12,,26,227,F,4,3.32,2.23,,,,,,,,,,,,,
12/3/2010,2010,12,,28,241,F,2,1.72,2.17,,,,,,,,,,,,,
12/3/2010,2010,12,,26,225,F,2,1.01,2.42,,,,,,,,,,,,,
12/3/2010,2010,12,,28,251,F,4,3.6,2.77,,,,,,,,,,,,,
12/3/2010,2010,12,,28,246,M,2,1.18,2.84,,,,,,,,,,,,,
12/3/2010,2010,12,,28,249,F,2,0.82,3.23,,,,,,,,,,,,,
12/3/2010,2010,12,,28,268,F,2,1.06,2.31,,,,,,,,,,,,,
12/3/2010,2010,12,,26,216,F,2,0.95,1.26,,,,,,,,,,,,,
12/3/2010,2010,12,,27,243,F,2,1.77,1.94,,,,,,,,,,,,,
12/3/2010,2010,12,,23,142,M,2,0.19,1.43,,,,,,,,,,,,,
12/3/2010,2010,12,,29,247,M,4,2.37,1.91,,,,,,,,,,,,,
12/3/2010,2010,12,,24,150,M,2,0.28,1.61,,,,,,,,,,,,,
12/3/2010,2010,12,,26,202,M,2,0.43,1.5,,,,,,,,,,,,,
12/3/2010,2010,12,,27,240,M,3,1.67,1.91,,,,,,,,,,,,,
12/3/2010,2010,12,,26,213,F,2,0.56,1.98,,,,,,,,,,,,,
12/3/2010,2010,12,,28,275,F,4,6.2,3.07,,,,,,,,,,,,,
12/3/2010,2010,12,,27,237,M,3,0.84,2.27,,,,,,,,,,,,,
12/3/2010,2010,12,,28,259,F,2,1.31,2.42,,,,,,,,,,,,,
12/3/2010,2010,12,,27,242,F,4,3.37,3.11,,,,,,,,,,,,,
12/3/2010,2010,12,,27,250,F,2,2.02,2.73,,,,,,,,,,,,,
12/3/2010,2010,12,,27,240,M,2,1.53,2.11,,,,,,,,,,,,,
12/3/2010,2010,12,,27,240,M,3,1.06,2.63,,,,,,,,,,,,,
12/3/2010,2010,12,,26,227,M,3,2.35,2.46,,,,,,,,,,,,,
12/3/2010,2010,12,,28,269,F,2,1.41,2.38,,,,,,,,,,,,,
12/3/2010,2010,12,,27,239,F,2,1.91,3,,,,,,,,,,,,,
12/3/2010,2010,12,,27,214,M,2,0.52,2.14,,,,,,,,,,,,,
12/3/2010,2010,12,,26,213,F,2,0.55,1.8,,,,,,,,,,,,,
12/3/2010,2010,12,,27,248,M,2,0.19,2.81,,,,,,,,,,,,,
12/3/2010,2010,12,,25,175,F,2,0.2,1.36,,,,,,,,,,,,,
12/3/2010,2010,12,,29,276,M,3,1.66,2.37,,,,,,,,,,,,,
12/3/2010,2010,12,,27,245,F,2,1.51,2.03,,,,,,,,,,,,,
12/3/2010,2010,12,,27,251,M,3,1.11,2.25,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,261,F,4,5.46,3.77,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,30,324,M,4,11.53,2.05,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,275,M,3,7.77,2.48,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,299,M,4,7.83,4.24,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,254,M,3,10.68,1.47,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,31,353,M,3,6.39,2.32,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,283,F,3,8.49,5.42,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,275,F,4,8.42,3.66,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,272,F,4,7.78,3.62,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,315,F,4,5.67,4.48,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,272,F,4,11.11,5.37,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,279,F,4,6.47,2.87,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,266,F,4,4.47,3.5,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,311,F,4,6.59,4.71,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,263,F,4,6.22,3.46,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,250,F,4,5.86,3.06,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,297,F,4,5.15,3.78,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,259,F,4,11.31,5.88,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,257,F,4,6.03,3.37,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,288,M,3,10.16,2.38,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,273,F,4,7.34,3.33,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,247,F,4,6.19,3.05,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,281,F,4,7.05,3.4,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,256,F,4,7.3,2.1,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,274,F,4,4.2,3.15,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,26,233,F,4,2.85,1.94,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,269,F,4,9.02,5.22,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,270,F,4,6.43,3.34,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,250,F,4,7.55,2.4,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,234,F,4,3.86,1.82,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,256,F,4,7.07,5.02,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,292,M,3,8.74,2.62,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,302,F,4,5.2,5.59,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,256,F,4,4.52,2.91,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,298,F,4,5.41,4.45,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,296,F,4,7,2.86,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,282,F,4,8.76,1.76,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,277,M,3,9.16,2.35,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,298,F,4,10.68,5.11,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,262,M,3,4.86,1.76,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,268,F,4,5.3,2.84,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,286,F,4,9.47,3.22,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,296,F,4,4.87,2.96,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,31,370,F,4,8.06,4.73,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,229,M,3,6.18,3.52,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,312,F,4,8.13,3.59,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,257,M,4,10.25,1.97,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,269,F,4,6.21,3.38,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,249,M,3,4.91,2.11,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,278,F,4,5.26,2.66,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,280,F,4,3.5,3.45,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,273,F,4,8.75,3.15,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,282,M,3,6.53,2.56,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,277,F,4,13.29,4.25,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,263,F,4,5.69,3.03,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,302,F,4,7.74,4.76,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,241,F,4,5.04,3.45,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,296,M,4,11.08,3.42,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,293,F,4,8.45,3.36,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,250,F,4,6.17,2.29,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,263,F,4,6.56,3.14,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,255,F,4,6.21,2.86,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,30,340,F,4,5.96,4.81,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,30,351,F,4,9.39,5.16,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,265,M,3,13.47,1.74,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,32,396,F,4,5.97,4.32,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,30,381,F,4,11.43,4.61,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,256,M,4,9.95,3.33,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,29,286,F,4,7.02,3.95,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,251,M,3,6.47,3.37,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,30,327,M,3,5.15,3,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,28,276,F,4,5.28,3.11,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,276,F,4,3.32,2.81,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,281,F,4,8.17,3.72,,,,,,,,,,,,,
1/18/2011,2011,1,SUL SAO PEDRO,27,251,F,4,6.05,3.38,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,269,M,3,2.72,2.53,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,270,F,3,2.43,5.11,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,31,316,M,4,8.22,2.79,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,265,M,4,2.95,1.55,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,292,F,4,4.75,4.66,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,260,F,3,2.17,3.41,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,290,F,4,6.06,4.4,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,275,M,4,7.8,3.17,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,266,M,3,4.06,3.34,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,298,M,4,9.84,1.85,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,27,228,M,4,8.01,2.48,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,30,308,F,2,2.08,2.45,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,268,M,4,5.93,2.81,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,249,M,4,7.07,2.88,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,284,F,3,6.33,3.4,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,267,M,4,2.36,2.38,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,283,M,4,5.09,2.36,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,264,F,3,2.08,2.79,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,264,F,3,4.44,2.39,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,27,241,M,4,7.64,2.19,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,319,F,2,2.85,3.8,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,30,333,F,3,3.4,4.54,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,279,F,2,2.31,3.27,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,30,330,F,4,4.88,5.57,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,273,F,2,1.97,3.95,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,259,M,4,7.45,2.41,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,249,M,4,4.32,2.09,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,278,M,4,4,2.95,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,264,F,2,1.77,2.47,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,260,M,4,6.55,2.83,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,272,F,3,4.95,3.88,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,279,M,3,2.63,3.22,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,268,F,2,2.7,6.41,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,269,M,4,5.15,2.94,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,30,318,F,4,4.85,2.39,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,280,F,5,11.76,3.36,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,30,326,F,3,1.52,4.93,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,250,M,4,9.43,2.04,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,28,263,M,4,10.04,2.88,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,29,297,F,3,2.68,3.47,,,,,,,,,,,,,
2/8/2011,2011,2,SUL SAO PEDRO,30,324,F,3,3.62,4.83,,,,,,,,,,,,,
