"","Median","LCI","UCI","Geweke.p","Heidel.p"
"K",22209.843979391,10745.4361766838,61549.4633762872,0.943,0.841
"r",0.476274793817451,0.227710778519615,0.927739412277449,0.37,0.85
"q.1",0.0000434715022084862,0.0000141610641282146,0.000114053426763736,0.844,0.668
"q.2",0.0000439939533958098,0.0000133954203252872,0.0010202491611447,0.63,0.851
"psi",0.783424222853805,0.4914415856538,1.23057911785774,0.978,0.745
"sigma2",0.00333930551773225,0.00150174536037658,0.0141021775947551,0.641,0.743
"tau2.1",0.380872727806188,0.196723579264742,0.784699598920412,0.835,0.873
"tau2.2",0.49390655569029,0.12094002825324,1.01529678280253,0.553,0.608
"m",2,2,2,NA,NA
