"","B","F","BBmsy","FFmsy","BB0","procB","SPt"
"1989",13075.445952398,0.0126847582978105,1.77578138371341,0.0739873521943903,0.887890691856707,-0.000286588651463138,0
"1990",13189.7728795855,0.0156312154349811,1.82078504858942,0.0905735335369215,0.910392524294711,0.00067952425839124,466.874842752387
"1991",13381.1826861508,0.0179587944909289,1.84484571006013,0.104091331345041,0.922422855030065,0.00039808240941519,403.88448438717
"1992",13553.0098783107,0.0820727928255277,1.85749943805275,0.475781302875681,0.928749719026377,0.000815247791287277,363.724874200359
"1993",12815.8143683195,0.0115780402883917,1.73534986614539,0.0674041197922701,0.867674933072694,0.000972148812383722,325.852857098154
"1994",13278.3949459689,0.050370092407341,1.79916567104524,0.293228461609747,0.899582835522619,0.00165989623955154,597.595009296944
"1995",13077.1708008296,0.0664511032059964,1.76695288700412,0.389521010654842,0.88347644350206,0.00173931239156144,454.142392894575
"1996",12778.6914352753,0.0761130259141339,1.71699000158954,0.443857830760167,0.858495000794768,0.00169533111164455,518.656141265824
"1997",12399.4953560015,0.174948373666846,1.66679125307122,1.02712890843791,0.833395626535608,0.00193496754166,620.577680182346
"1998",10920.0737977791,0.17176121908113,1.45844132466693,1.01444852920883,0.729220662333464,0.00112810009105901,720.44854241047
"1999",10039.9489092269,0.161150618132963,1.33944645185704,0.951480845565036,0.669723225928519,0.00215508833370293,1014.08623901427
"2000",9533.50149507357,0.113102670826594,1.27106596484521,0.668873705050248,0.635532982422607,0.00127889788225855,1129.67287355125
"2001",9632.93845105134,0.0883725277730665,1.28685727553572,0.520025868145366,0.64342863776786,0.00198737205922273,1178.92701308935
"2002",9945.95034875572,0.17527231028314,1.33351388690427,1.03356782903991,0.666756943452135,0.00280862468235088,1183.27921124975
"2003",9307.63908575235,0.150476269956137,1.24859132734623,0.888100558670184,0.624295663673116,0.00189764285909855,1119.61578334267
"2004",9072.04655422689,0.119160528896766,1.21686406649911,0.703310956988419,0.608432033249555,0.00122179208762274,1193.31278697903
"2005",9184.2885230703,0.159312986320466,1.23210809920983,0.933620074938366,0.616054049604913,0.000114957140517458,1190.93372509106
"2006",8878.26871586237,0.21891980251089,1.19213828165019,1.28091973541908,0.596069140825097,0.000430488317720634,1179.30292779526
"2007",8098.3518984424,0.283918044318319,1.0894098321022,1.66356157499368,0.544704916051098,-0.000147370671011338,1191.79074963574
"2008",7006.46995641086,0.291568015246296,0.941974445532489,1.69545205369968,0.470987222766245,-0.000561361693172668,1234.09922451601
"2009",6210.13407700134,0.222945767892448,0.832576346579836,1.30408688192564,0.416288173289918,-0.00149818697556792,1242.89264497621
"2010",6028.78543662606,0.240086911304379,0.811581877520364,1.41180177283493,0.405790938760182,-0.00106593683557188,1208.25898550229
"2011",5774.54427945406,0.333380063618274,0.775828959262589,1.9473918762278,0.387914479631294,-0.001882460104354,1194.04740497003
"2012",5039.86805977461,0.502012902508798,0.673662040121466,2.91634414827608,0.336831020060733,-0.00201427553687616,1182.12756296255
"2013",3616.20791930198,0.626439024737711,0.484667535281,3.59151760049776,0.2423337676405,-0.0027366311638588,1110.86288220366
"2014",2252.76124308461,0.573278864488573,0.303922124105353,3.31620424593091,0.151961062052676,-0.00299691971632823,908.146993257191
"2015",1593.87657811769,0.0150522860776384,0.212781544577093,0.0890734809932119,0.106390772288546,-0.003534215859623,638.838552627349
"2016",2062.67647059519,0.0910576636854096,0.276371204439244,0.531358043426696,0.138185602219622,0.000542505157752671,477.144383164202
"2017",2487.89702407626,0.24369517573531,0.334753912029212,1.42274100562875,0.167376956014606,0.000443724807725421,603.195834306822
"2018",2597.21166703916,0.796511541592439,0.350948954813782,4.58707636847857,0.175474477406891,0.00440433084708045,736.28653089613
"2019",1255.32296856568,0.678887440680943,0.168394332254485,3.88488526908332,0.0841971661272427,0.000208654039007397,893.584840574472
"2020",786.194959222053,0.581266622232425,0.105279453122063,3.34096107935891,0.0526397265610315,-0.00583183814308644,342.275407390922
"2021",566.887184120579,0.277782662447652,0.0752001631285779,1.63267295938762,0.037600081564289,-0.00961808132622188,209.794258169604
"2022",588.17047723922,0.255085048505766,0.0776471904735885,1.49926329760931,0.0388235952367943,-0.00504117218323574,178.956784636887
"2023",625.522453159226,0.33800833811526,0.0827059045503086,1.96517753157702,0.0413529522751543,0.000205519663000975,192.376466237614
"2024",610.013717271974,0.486823855469372,0.0811631721523693,2.8399454852158,0.0405815860761846,-0.000239768420022712,209.087887044804
"2025",499.317746666844,0.123933650619433,0.0661386049457315,0.722744815061153,0.0330693024728658,-0.00469465590413376,189.925978557623
