"","B","F","BBmsy","FFmsy","BB0","procB","SPt"
"1989",11400.9941281554,0.01428362109274,1.54156856749559,0.0588425265033847,0.770784283747795,-0.00837582067353648,0
"1990",11988.0396758835,0.0170287674450048,1.69376040715067,0.0695101655782206,0.846880203575333,-0.00786248529926992,1012.08541332359
"1991",12379.3671351176,0.01914068512321,1.77718068540203,0.0780358719555947,0.888590342701015,-0.00969454453323992,746.956185307949
"1992",12796.920263983,0.0865136706063123,1.82857845743143,0.355630964688174,0.914289228715716,-0.0019693579626664,650.238562700729
"1993",12047.3031444235,0.012163780635812,1.69207355155243,0.0512188352076929,0.846036775776214,-0.0139204747404099,328.839521686735
"1994",12548.6309107508,0.0519070032185878,1.78804816809991,0.21589439585978,0.894024084049953,-0.0110593431617492,769.008024224928
"1995",12500.0582881085,0.0681530774364832,1.75868945545982,0.283597146613715,0.87934472772991,-0.00796615293093184,532.886968784244
"1996",12298.617020623,0.0766339820014452,1.720276530851,0.322743590427126,0.860138265425498,-0.00487511851368261,658.268166197955
"1997",12187.8412791087,0.176315229606308,1.69300140838759,0.755394597100314,0.846500704193793,-0.000429297170620124,831.851198749281
"1998",10877.8469966448,0.168997866324158,1.49405029518957,0.746448197118335,0.747025147594783,0.000186458532783318,867.128545849207
"1999",10236.435516777,0.154737240273329,1.40657956769694,0.693384404322389,0.703289783848468,0.00264029222621387,1310.5319774825
"2000",10008.6720278991,0.104013698556699,1.38127182373762,0.464377713892401,0.690635911868809,0.00504444171163587,1459.62528366525
"2001",10435.0756248543,0.0785945410592417,1.45322854456119,0.343187668384321,0.726614272280596,0.0103838163916894,1526.8498372185
"2002",11101.6411379722,0.1501908413957,1.54811210856422,0.640810203964533,0.774056054282112,0.0119339875335593,1461.63487565618
"2003",10659.7091577436,0.124606228843094,1.48922827790031,0.539339953237729,0.744614138950153,0.0154114178752712,1395.17190933895
"2004",10734.8079066128,0.0966395524662405,1.50696611541493,0.413046620560041,0.753483057707465,0.01730426639169,1495.58134466459
"2005",11172.8895171573,0.125488366687529,1.57949138960319,0.526935738174394,0.789745694801594,0.0219383850593555,1495.74244695761
"2006",11009.9246769282,0.170989779318766,1.56443191866686,0.710021472310958,0.78221595933343,0.0172019628666751,1341.88300520342
"2007",10197.9269010644,0.219657021489838,1.45266769643107,0.922723011108523,0.726333848215533,0.00745458238789876,1268.84530278788
"2008",9033.33797487197,0.222635559879149,1.30384879762437,0.945274704594081,0.651924398812187,0.00381260684330664,1379.25097115542
"2009",8205.14703119389,0.164076581353891,1.20736048569292,0.703233299366287,0.603680242846462,-0.000496815458594924,1436.79416158391
"2010",8114.53966859774,0.172137334493682,1.22887945621809,0.728113099405223,0.614439728109045,0.000401648405110588,1472.59070729669
"2011",7985.645278252,0.235466956876929,1.23157901410437,0.99882876444929,0.615789507052183,0.00111992195209198,1428.38577955688
"2012",7239.34236511193,0.351460955235955,1.11712401032947,1.56858386136958,0.558562005164736,-0.00131939149427474,1362.86097616394
"2013",5655.75996645941,0.408665193163707,0.865881550900795,2.09858944700779,0.432940775450397,-0.00564993684452253,1261.06471881431
"2014",4397.39705880241,0.29508333509703,0.697821628532995,1.59039877386733,0.348910814266498,-0.00352870025159799,1175.4830855058
"2015",4349.21598722607,0.00573957939012017,0.657519842464557,0.0317278308690083,0.328759921232279,-0.00115647786905593,848.030799431627
"2016",5767.00692652805,0.0354842254565064,0.784566521325212,0.202261271047127,0.392283260662606,0.00559199475214855,617.860103768026
"2017",6523.7425153862,0.102949121221574,0.888543378394244,0.581974641886224,0.444271689197122,0.00193717794958248,707.832273781598
"2018",6070.20862986243,0.403649494230612,0.881035546135086,2.2796173772235,0.440517773067543,-0.00141775438892805,822.458366366874
"2019",4672.34924564851,0.211873046182492,0.687746813193688,1.2268942074723,0.343873406596844,-0.00193062719655601,918.833633406276
"2020",4606.72080530722,0.0936699776853306,0.656326751684973,0.651102886572032,0.328163375842486,-0.00809885737671373,448.488972424931
"2021",4697.08245195764,0.033917589971371,0.656973832648095,0.278213739102768,0.328486916324047,-0.0119670897865815,268.777396019459
"2022",5347.9658435799,0.0348546202227688,0.732147406909954,0.222414313547834,0.366073703454977,-0.00703137569489887,200.124347969712
"2023",5885.13131260458,0.0396157987715272,0.726338643116711,0.236175976739754,0.363169321558356,0.00113970671532737,224.134336941017
"2024",6177.53290651984,0.0562737711988713,0.783307723322698,0.324964908647649,0.391653861661349,0.00095699156148988,253.496514459803
"2025",6122.59220424819,0.0122310499616748,0.918333324849813,0.062377657683592,0.459166662424906,-0.000573719339728829,264.561924044958
