"","B","F","BBmsy","FFmsy","BB0","procB","SPt"
"2015",2088.56567759174,0.0115742475012967,0.33526829475704,0.0764309325609716,0.16763414737852,-0.00944618629868332,0
"2016",2583.14886632499,0.0723463117695221,0.417841638829359,0.476226605768519,0.20892081941468,0.000056175688458171,509.346011503734
"2017",2998.77780810689,0.208903658657322,0.484772794663408,1.35599753611765,0.242386397331704,-0.00315785793365153,597.945277319549
"2018",3028.28751124967,0.741645389610007,0.495294892747908,4.7006977365563,0.247647446373954,-0.00298966274439372,665.409043624715
"2019",1452.03236065092,0.616375990437311,0.239765666274951,3.93299261575021,0.119882833137476,-0.00294888837564461,693.38321229789
"2020",910.502724804221,0.503125680681473,0.151768088935156,3.24979836747323,0.075884044467578,-0.0106190485306186,290.603671427622
"2021",682.404741771054,0.229380311351051,0.114215081461364,1.50132216471335,0.0571075407306822,-0.0127991167888085,203.906877869335
"2022",711.037190332718,0.206786694563968,0.118814210223468,1.34046044690111,0.0594071051117338,-0.00608399545619687,188.686880459641
"2023",766.706515442895,0.270472541667431,0.128179032760687,1.72631126772533,0.0640895163803436,0.0045358979293888,212.79074651033
"2024",775.408620789086,0.3596961250843,0.129167022530934,2.304389600868,0.0645835112654671,0.00496178980827057,233.413312722406
"2025",718.928395259574,0.0854389788232791,0.118495831733836,0.545849978694474,0.0592479158669179,0.00194310207564474,234.478121113133
