1,22802.8988080829,22702.8988080829,22552.8988080829,22537.4239202913,22433.4495867967,22246.6031736764,21961.5153590888,21588.2024419848,20935.8696594944,20215.0996787759,19034.8325883056,17423.0518695222,15383.4817702281,12954.0470187316,12857.94563905,13200.2294260324,13758.4578920804,14220.0862796401,14869.1755823516,15595.2930063292,15600.1140152761,14471.5779519846,12801.1543989665,9130.4369902431,6022.8007720043,4986.39371765476,4200.24532049806,4214.44322766001,4456.0915316222,4920.09457471933,5485.68261341754,6197.21658722555
1,26950.4269624191,26850.4269624191,26700.4269624191,26666.738744933,26538.7993844137,26319.4617917079,26002.052483997,25591.9543169651,24894.3457509764,24114.7103565468,22858.1166941934,21140.2395340829,18964.8892787576,16356.3375454369,16035.3217629225,16118.0770763123,16412.936860873,16620.5220947427,17024.8512150047,17517.4411218224,17301.6399080841,15969.2026812332,14115.9934671186,10271.9511999157,6982.12564071643,5760.11019025633,4842.34578506461,4855.30739805389,5157.90361623035,5741.2533040463,6424.95743569895,7236.22373106143
1,15910.8990981768,15810.8990981768,15660.8990981768,15806.6851563546,15882.8210647271,15903.5904262926,15780.9948115995,15535.3505803405,14983.3709373994,14368.4903447222,13325.7972506868,11934.9256605547,10196.4106971401,8176.50633016343,8572.16219616668,9419.23572243486,10385.5158993686,11260.8241333366,12334.6982132731,13471.4881965868,13841.1334784266,12983.5886649738,11436.1106911794,7814.35875531697,4855.46471077267,4107.75387242429,3660.46394913645,3822.05682312066,4162.64140800679,4722.45430385757,5412.15277592553,6282.22414821295
1,17354.1623592245,17254.1623592245,17104.1623592245,16967.936382122,16757.4148440894,16484.9529368299,16146.5380107937,15759.7671169948,15138.0782016903,14494.4538461503,13436.2695531124,12006.9135338685,10199.7831233786,8068.62874532801,8324.9282634416,9033.18857173089,9893.53405020628,10655.1267284988,11609.3719595591,12633.729488804,12912.8284568396,12010.8087211682,10492.0964863526,6936.35687005678,3992.22526598853,3182.48001128504,2611.93581016754,2654.64078969456,2859.22781903895,3250.27289369446,3750.28093122204,4412.18558089967
1,20357.213702599,20257.213702599,20107.213702599,19948.8552019614,19707.6105628633,19391.8258032947,19002.6437123793,18553.4401856531,17855.5593300787,17119.3393671326,15952.0761762788,14387.1488349321,12423.7025600935,10107.0460060908,10158.681025007,10671.8091649251,11396.7430525962,12020.1930654895,12826.3059733705,13700.121418104,13839.1277005029,12823.8827153902,11238.5428324643,7641.00375947626,4625.93706846645,3707.56266604126,3043.64165939192,3105.50188531068,3353.45163745236,3795.28142808262,4347.84157671899,5061.67324178642
1,17728.7014702258,17628.7014702258,17478.7014702258,17815.8059518656,18087.8581152615,18310.1000273707,18315.771124689,18117.1296539005,17526.1008401024,16832.6272868124,15722.1937013562,14328.8613090256,12638.485275224,10674.5665499547,11059.1182629677,11778.5260101791,12510.3674953929,13167.0912256655,14061.1715398949,15078.3437859542,15400.4754603428,14599.6946050365,13220.688490483,9803.00431838967,6968.58466991929,6190.36841255109,5455.62470474671,5343.18501868066,5445.76521408843,5766.54861202935,6174.71861438443,6714.39684382041
1,31136.5043694533,31036.5043694533,30886.5043694533,30781.7851005203,30582.6277803588,30291.7889493324,29906.740024867,29432.6625799559,28674.5125767063,27837.274133337,26525.5034872021,24753.8062368506,22525.396456758,19862.6747606113,19484.2637228608,19504.0100135454,19727.9789599906,19865.4760768799,20202.2756865206,20631.0988391273,20354.9663790497,18966.509112514,17061.9846509199,13167.8539879064,9823.30233115067,8538.85337931957,7543.03446386476,7474.71950313599,7700.72193549212,8214.35557646785,8826.85275242183,9562.96179956167
1,21409.1167629451,21309.1167629451,21159.1167629451,21194.2336361066,21145.3305199685,21020.1238933024,20789.3990670774,20466.3538619068,19862.8115451699,19194.6076440917,18074.57132928,16540.4142500141,14595.0591243132,12283.6453068061,12325.0565535659,12808.4866562086,13483.6733030086,14057.9651212125,14819.772203349,15657.8925383028,15770.1782106236,14740.1968703733,13153.2739747815,9557.89721294211,6532.75518766867,5583.37312376251,4855.83053277041,4878.05896232003,5118.90833949744,5585.27740187408,6154.07775149829,6868.5922835461
0,11357.5337092957,11257.5337092957,11107.5337092957,11355.0639007742,11521.1532370772,11614.7808206681,11562.7713005918,11379.5945343594,10878.6585992964,10287.6045255574,9231.01904886361,7765.95852707878,5903.48794824909,3708.58078519607,3907.65040535783,4573.32602513852,5372.21491893576,6077.80658999788,6990.06765086758,7982.82021905783,8237.41659766104,7318.12818332641,5791.60365585396,2233.58185498229,0,0,0,0,0,0,0,0
1,17101.8198106361,17001.8198106361,16851.8198106361,16811.8571428718,16697.4990232203,16521.0673204227,16254.6424369595,15916.6262632684,15321.7774314594,14690.5867456744,13637.4991500569,12214.5671736724,10419.4493568084,8313.54725216335,8614.27866932011,9391.96292986581,10351.0480415608,11207.2206931645,12242.2219870057,13324.7376222486,13636.5555009331,12733.8201173667,11178.2277961709,7572.48157557817,4604.45567306384,3819.02808778032,3372.40478363017,3606.09774670229,4020.39682317999,4653.23059710339,5429.91805525474,6397.72861225344
1,27073.9579860979,26973.9579860979,26823.9579860979,26636.7445504222,26359.7968603977,25998.1663884908,25555.5154941981,25040.6591559599,24261.5845719204,23425.5101646057,22138.3283775124,20422.7903149392,18280.9234317951,15745.7373636949,15539.3873830087,15770.9098038235,16229.2728230191,16596.0806182444,17153.3932367938,17790.8194659451,17711.3096679518,16504.3710287887,14763.6173165314,11027.2212398665,7852.029868403,6747.89047605222,5917.90757991746,5947.70333252292,6235.48729903245,6780.21422477934,7426.67425037135,8209.12402920797
1,16670.2537642876,16570.2537642876,16420.2537642876,16849.6892364726,17192.0436392304,17453.5605782766,17559.5284160184,17519.711195659,17144.0386743417,16653.622706736,15668.761006799,14235.443017698,12367.0349935755,10120.5861780352,10230.5219861895,10803.442080938,11603.0530583567,12298.404230321,13168.1904379829,14093.2225156848,14271.1841341148,13280.1813613566,11704.2021209974,8110.55648844259,5109.89017713233,4228.53599472189,3666.32777104175,3892.80415823409,4335.92995965289,5003.64888275683,5804.07861591474,6779.40099929905
1,13545.3611559239,13445.3611559239,13295.3611559239,13666.0904207425,13963.5688180963,14200.4646510752,14238.3996819422,14093.2049519862,13579.4586465762,12954.5422197247,11872.0914415514,10433.6140306904,8656.90356871285,6624.96786461168,7046.55829636335,7962.65788130344,9028.96759888296,10000.754200462,11155.4305444725,12342.034595056,12723.3651351906,11828.1699556876,10195.5502825703,6474.9196147266,3451.95114457536,2707.36325855746,2369.63988171746,2595.95795147936,2950.76866483003,3514.83496398477,4240.60520489497,5175.80479097916
1,21608.1987768002,21508.1987768002,21358.1987768002,21476.2002543978,21506.5752604679,21455.3960467089,21289.7175260047,21020.2929157356,20457.1768836266,19814.3730095076,18704.2383685456,17160.911878601,15191.3504468793,12842.6522802215,12847.3701060697,13320.8008391259,14050.2075107154,14679.3555612312,15481.3769805723,16337.1967096063,16449.0675905885,15399.6939528483,13778.8492245364,10148.2132863281,7105.33633356655,6178.95375817219,5614.68325579457,5949.61716472615,6551.25980759077,7423.23353452529,8413.7324429263,9550.93952633641
1,16736.4504602644,16636.4504602644,16486.4504602644,16463.5439432655,16362.2319953732,16193.0098554569,15928.6561082599,15585.7322151404,14978.228852107,14325.1137279987,13240.8126094602,11773.4924092664,9924.7060759005,7755.41696653357,7992.35523684715,8722.8473592294,9671.72212904495,10514.0405578785,11525.9315412256,12576.635365912,12853.9936217667,11921.3095772004,10350.7883801245,6740.08666996942,3758.26043053418,2951.16963735784,2508.43305135181,2767.29806313702,3183.66421895194,3797.15025445573,4572.91520200788,5556.29614629587
1,27599.5256679056,27499.5256679056,27349.5256679056,27554.7292624438,27666.3462883678,27687.5392054794,27595.6186966321,27396.5237006215,26896.0631723869,26301.5177793611,25219.7161057779,23669.531506033,21656.1186133537,19207.3424943292,19045.8178388555,19287.4284599921,19737.2220850174,20093.4257601202,20640.0063068908,21268.117154879,21181.0998128736,19970.0295185401,18230.0997553392,14494.2443127495,11312.517191815,10199.6227898509,9393.36905248773,9522.87601034793,9949.80453953389,10669.0483601148,11489.8795231821,12434.9772123223
1,21567.9603466219,21467.9603466219,21317.9603466219,21259.274265119,21118.0146993528,20902.6112599422,20597.2310589249,20215.7630745285,19570.1751564768,18874.2451538851,17738.3467880212,16198.9633371555,14256.4236140653,11955.7684379628,12014.9541354273,12521.5429572181,13222.2402149409,13821.6332727625,14607.4278717086,15467.2753073321,15598.4140427754,14582.9143064557,13004.8037892935,9416.08964390615,6402.1981527268,5470.97931733468,4770.50389936192,4817.93882960924,5082.669140667,5572.82739990452,6168.37059492079,6913.07281620832
1,27580.0424690535,27480.0424690535,27330.0424690535,27306.1124907365,27188.359518415,26979.8459711011,26672.8035097292,26272.988145327,25585.9222254417,24817.5170823413,23573.2056902226,21869.7417328022,19711.0979763583,17122.9979443273,16827.0734350276,16939.8026875687,17268.814306142,17510.0180168603,17946.6060441821,18469.5211417725,18282.2252328175,16976.055347372,15146.6365732257,11325.6239101147,8060.72002376247,6866.28069804914,5980.79235038761,6030.43112475493,6373.27956837673,7001.79030777363,7731.34646923983,8587.31011234671
1,28714.8376628404,28614.8376628404,28464.8376628404,28555.0842441511,28553.0067789308,28462.3875556473,28264.8825745949,27967.5363755701,27377.1037554009,26701.6542811783,25548.5407020786,23938.979650734,21877.9129894162,19396.2544800704,19217.9759986774,19458.4970448555,19919.8479636977,20288.8710157727,20847.510200977,21485.5212009794,21406.3721521431,20200.1553159128,18461.4595760643,14726.8820895597,11551.9113267685,10451.8964208966,9663.32667063889,9805.45035009655,10241.4687271955,10966.9651251778,11794.7592422036,12748.4934761214
