"cenario_id","bk_method","r_method","MSY"
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1941.39216361222
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1518.31353260759
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2049.30869272232
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1705.06435594446
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1948.38217570421
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2068.72356757386
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1384.71807079904
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2438.87633781304
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1286.56966022438
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1584.53113190792
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1467.68249999643
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1619.87417218668
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2182.0176447755
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1437.52942026491
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1839.9041221173
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1373.1262706752
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2197.25884293955
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1734.8113430444
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1801.86701022315
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1595.176699967
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1415.33755123664
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1547.72334478548
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1939.89920844222
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2100.94033519368
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1750.32054269642
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1826.92811273201
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2142.9589673496
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1384.60535833717
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1668.64309917738
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1793.6093371404
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1500.41378605732
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1483.39573904882
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2034.42861190953
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1787.0927491475
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1720.6573259712
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1521.62469242707
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1610.79773320978
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1712.70640321798
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1215.31941664289
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1980.64699835521
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1721.63832814514
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1801.98548911291
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1886.23193993797
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2230.26701756725
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1657.19619731424
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1470.10713547832
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2577.46550762242
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2620.48123023748
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1212.4339098862
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1534.38517652319
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1712.29920879363
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1475.80102638469
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1510.19424454376
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1432.63605899564
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1655.78653313483
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1647.55021956505
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1751.97684492412
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1684.38092246777
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1400.74679062216
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1814.98619376606
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1691.24563515584
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1885.67367305511
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1771.10921379472
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1472.40157621583
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1614.30295185218
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1668.52442361902
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1807.02825614392
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1501.60168703543
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1509.33916579934
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1649.49395120071
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1730.62593119226
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1679.4511211564
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1673.12337313979
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1649.29720606959
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1405.91355984602
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1830.89597321321
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1478.70127639116
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1545.54843949275
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1837.55424960518
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1358.95785098306
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1778.01653512341
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1885.54481930822
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1816.81398036604
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1861.23595321671
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1925.67577460841
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1947.78261785571
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1888.36231787589
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1803.94235273423
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1678.20851154037
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1562.56078620688
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1554.31471185287
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1708.90717051265
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1530.38811506585
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2121.04038978298
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2614.47857914535
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1450.99585791838
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1460.02423848678
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1821.11174126502
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1554.90597996891
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1809.75170195632
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1532.42212145056
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1703.00369034878
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1736.76950137749
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1678.06601185893
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1750.32054269642
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1322.71058240659
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1477.03163866837
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1480.71449140705
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1962.56252272788
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1491.46961215438
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1483.84885950447
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1665.91175970908
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1611.52854459335
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1705.29054046945
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1997.58772116057
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2037.9257887465
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1668.19507500014
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1485.80304131192
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1432.3603649586
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1639.20039655238
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1477.59173602403
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1517.35093585523
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2062.42845335609
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1545.54843949275
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2245.69022070755
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1585.76361838136
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1618.99071135969
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1816.0716991648
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1475.80102638469
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1765.7811782382
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1540.02385662935
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1310.58620936003
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2042.09081786888
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1704.79499899335
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1715.14351191115
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1501.76475264476
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1308.62462616602
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2059.67173051656
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1677.99144326357
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1831.82597537791
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1749.52918806082
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1611.34507197333
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1747.96629071166
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1869.40509074649
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1419.03900528955
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1468.85666214923
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1517.33327857924
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1626.51401597134
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2211.67897542702
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2058.18663043353
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1820.86824437214
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1444.00236338326
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1818.75833271789
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1362.91750369019
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1759.82669310614
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1943.08272566346
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1655.42251691508
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1732.11927977175
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1624.23215111373
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1713.94034659564
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1980.64699835521
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1639.20039655238
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2577.46550762242
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1570.39890054061
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1720.6573259712
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1652.45545799997
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1612.5942306885
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1398.34853819527
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1602.91699786939
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2302.5434342142
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1885.54481930822
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1715.78002660134
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1561.60372805202
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2042.12132842361
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1627.57471596267
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1446.65054563016
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1824.20393755767
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1693.4672114356
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1527.85471711369
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1949.37474383358
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1764.2869173208
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2086.31755769659
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1445.29707897092
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1183.40598719292
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1885.54481930822
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1898.41681583147
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1831.95012056737
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1548.73039385435
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1528.45558124128
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1527.11020987616
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1967.4327923023
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1418.9878094079
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1422.45449859188
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1550.11214111579
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1673.38721789109
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2624.48842635403
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1512.39934816627
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1326.86545233706
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2559.0247144637
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1794.69866422702
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1754.33577027741
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1817.95370839145
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1816.32051659714
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1700.5373556923
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1709.48247331827
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1814.19070251584
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2576.08259469566
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2148.191952935
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1342.83385613258
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1576.46232051249
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1721.63832814514
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1577.08498876621
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1646.12602608653
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2060.3275141311
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2046.6929410792
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1470.36116105985
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1697.44154669264
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1448.97032482971
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1647.89821043315
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1495.59410290572
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1665.43262394018
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1622.75136572513
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1553.10941740428
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1207.49618714093
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1850.78762177161
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2151.50298653369
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1344.27019431411
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1949.56446892813
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2065.88574715211
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1810.91677461332
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1751.65540247721
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1473.74553660386
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1686.91250167465
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1712.17394188606
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1676.41850280047
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1546.35988642741
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2576.08259469566
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1812.7924832569
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1594.37385646593
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1728.91046093983
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1555.89749730867
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1512.70233494425
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1704.67887975423
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2209.73452082597
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1508.57913582713
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1647.64311862104
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1840.16165686469
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1570.78440060551
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1564.11774591496
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1526.87392175637
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2124.58145899483
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1691.24563515584
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1550.31101284818
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1645.81092136763
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1936.62881435214
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1605.23292096654
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1865.36993488073
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1525.69105674415
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2101.17386555583
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1599.88725078781
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1861.23595321671
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1561.50786217188
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1721.09616741786
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1459.44343347415
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1353.10362555895
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1298.9779104653
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1670.05291477409
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1684.83016931413
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1522.07996263424
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1645.27004701221
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1485.21578101914
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1861.20554730012
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2078.17721928629
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1440.99862775669
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1423.79656238833
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1632.57902977508
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1826.36317832007
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1584.27381191885
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1618.86891704673
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1567.00994282432
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1373.9073291973
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2021.2982328038
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2241.60158513517
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1603.80820489368
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1675.6562377177
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1695.88862274836
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1703.09686074276
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1126.38225034708
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1582.57686502376
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2040.69863400156
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1508.89686624479
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1806.34389730511
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1788.2029760161
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1799.19674189569
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1577.42798836685
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2244.29557223406
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1801.98548911291
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1679.9568320476
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1634.47412626538
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1425.14460781184
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2033.28118032912
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1373.17014838372
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1593.06604373261
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1877.03990453946
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1922.84162707834
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1731.58034594159
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1615.96863520255
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1566.51404747659
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1638.55830973827
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2237.16230389074
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1795.5840704932
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1870.46639569273
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1417.64701669473
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2049.26170987068
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1397.57722867437
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1655.17348973632
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1807.55758205445
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1550.78183139283
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1629.94515971926
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1313.18236609624
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1537.00074233452
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1660.97204384047
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1572.40519237212
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2028.57065685023
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1442.43250527144
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1767.07022540797
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1533.40228218786
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1509.14305256966
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2230.26701756725
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1950.96150436021
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2388.71540154874
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1644.86025366965
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1649.1307128687
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2055.1349673792
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1696.82479542426
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1669.57357173481
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1528.51895833528
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1406.27362396966
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2185.56029375911
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",1826.67387839983
"NN_CMSY_Non-informative_r","NN_CMSY","Non-informative_r",2617.36153831845
