"fator","nivel","cenario_id","valor","delta_pct"
"M (mortalidade natural)","M_Santos(2018)","Target_switch_M_Santos(2018)",2094.25523962618,1.53496104384588
"Bt/K (metodo de depleção)","NN_CMSY","NN_CMSY_M_Jardim(1996-1999)",1808.01238337274,-12.3428398606704
"Bt/K (metodo de depleção)","zBRT","zBRT_M_Jardim(1996-1999)",2036.17214430953,-1.28105904228945
"Bt/K (metodo de depleção)","Uninformative","Uninformative_M_Jardim(1996-1999)",2138.11566196376,3.66142881584891
