"stock_group","bbmsy_summary","ffmsy_summary","sustainable_pct","overfishing_only_pct","overfished_only_pct","overfished_overfishing_pct","dominant_status","scenario_agreement"
"Decapterus macarellus_NA","0.98 [0.79-1.03]","0.34 [0.30-0.47]",43.8,0,43.8,12.5,"Neither overfishing nor overfished","Low"
