"iter","specie","Linf","K","M","tmax","L50","r"
20,"Decapterus macarellus",36.759390707549,0.358635605348983,0.395194722863817,6.6545470916837,24.3825933419002,0
21,"Decapterus macarellus",33.6945720406575,0.387544497338651,0.824381081457818,6.20611364697842,25.4639462780361,0
22,"Decapterus macarellus",38.1556931392005,0.561239824675824,0.364627365201252,7.78000144523079,24.1816730782346,0
23,"Decapterus macarellus",33.9013615597291,0.529574423717436,0.534140188589078,6.12301165875788,28.2785626635111,0
24,"Decapterus macarellus",35.4075370658187,0.403756971716913,0.380919236670772,6.75373214911809,23.8627606691645,0
25,"Decapterus macarellus",35.9496340115625,0.476058831411884,0.831362220067346,6.13275675353934,22.544870737505,0
26,"Decapterus macarellus",30.7777567134125,0.366572761888844,0.319359692193514,7.68868299140752,25.1556430236497,0
27,"Decapterus macarellus",44.5289521299371,0.37791314443214,0.427681002225607,5.73274232270329,21.6044791585906,0
28,"Decapterus macarellus",40.2860609960997,0.395758202694095,0.653591608493145,6.5369794962933,24.8395827455257,0
29,"Decapterus macarellus",33.3497237747545,0.319966972747541,0.830225819704217,6.3225238138737,21.7467664794141,0
30,"Decapterus macarellus",47.3235037654142,0.400979127542481,0.31002453555134,9.87547507202588,26.5803677692978,0
31,"Decapterus macarellus",41.9282772089902,0.416696813005616,1.12413763364858,6.77220335113893,24.4801230750921,0
32,"Decapterus macarellus",37.7277260999639,0.33562146962983,1.01169892710817,8.0777706058903,21.4202450777039,0
33,"Decapterus macarellus",44.9040767690659,0.317269695701019,0.835625908491383,4.79191502220368,24.3847890584097,0
34,"Decapterus macarellus",44.7925811098393,0.652568168669203,0.696547996703155,6.50919055952711,20.762042894514,0
35,"Decapterus macarellus",44.4234975281316,0.371965798196289,0.549619116747046,5.21179636475581,27.1319913590203,0
36,"Decapterus macarellus",43.5678056216179,0.431523162346856,0.630858398800295,6.59424227823352,22.6756028921328,0
37,"Decapterus macarellus",42.7174589427948,0.369540394019027,0.513799361800209,6.98614102189475,23.7215287647448,0
38,"Decapterus macarellus",39.0369254510104,0.514447476116115,0.588051745131443,6.04339497387137,27.5914473982224,0
39,"Decapterus macarellus",37.6676567942214,0.378001913421033,0.975571318580975,4.80097814055174,27.0716339886093,0
40,"Decapterus macarellus",37.2592701975745,0.432429346474855,0.520401302014607,6.25345585936699,29.9346259827958,0
41,"Decapterus macarellus",35.5850668597896,0.452603192295469,0.485979799208311,6.1080736258157,20.2429261125556,0
42,"Decapterus macarellus",38.2118803977265,0.368407065488711,0.79467988484883,8.5501331067636,22.7944630864149,0
43,"Decapterus macarellus",32.7345350228583,0.36271460960402,0.373863052898753,6.52883131525238,24.6049569560323,0
44,"Decapterus macarellus",54.103450673297,0.476094443752305,0.624298062087604,7.15455977160294,25.5405413221813,0
45,"Decapterus macarellus",47.0070932081073,0.496112869060448,0.83689805720393,4.28861554770111,25.6300518043242,0
46,"Decapterus macarellus",33.4231319069494,0.415724769596307,0.786470271158551,9.8380703862266,24.4896907713061,0
47,"Decapterus macarellus",37.1372865568478,0.328252077888952,0.651283869565628,5.07185845940685,23.8600021236577,0
48,"Decapterus macarellus",36.7924060210216,0.458141817434462,0.670382474126814,5.1180602555666,24.8841696230216,0
49,"Decapterus macarellus",44.1538389656785,0.35619598334131,0.675757832183212,8.3336356709205,32.5588592522574,0
50,"Decapterus macarellus",38.9145671969675,0.391043864439793,0.688687291360883,6.2408967219991,21.6004860255002,0
51,"Decapterus macarellus",40.879477633425,0.499352033202611,0.753926528793259,5.05756083788698,22.7429791713698,0
52,"Decapterus macarellus",39.2279501707606,0.308570600535356,0.492845006184226,9.23154663484432,21.4429210724305,0
53,"Decapterus macarellus",39.145828289606,0.45231768056226,0.256780411182697,5.6181377465782,22.9805726235512,0
54,"Decapterus macarellus",48.1249711486695,0.42072842449189,0.384226768260675,3.68594022384926,28.7570388448168,0
55,"Decapterus macarellus",38.1121970251381,0.419191979904891,0.631434139777165,7.88645815715123,18.9177431214643,0
56,"Decapterus macarellus",49.1774535732281,0.418658909298873,0.573657002995523,6.39523081316572,21.1099255983801,0
57,"Decapterus macarellus",31.4052101513087,0.382484212644039,1.1743833854578,6.24609577950219,25.1849654220878,0
58,"Decapterus macarellus",42.909735846574,0.411367732124743,0.409338223517113,5.08458995976413,25.6767527412875,0
59,"Decapterus macarellus",40.1124488525426,0.380329196676079,0.497757479654056,6.4390311910924,24.375064591038,0
60,"Decapterus macarellus",40.6565390686731,0.417702784658439,0.370474867283874,6.69344660616777,30.4747756988567,0
61,"Decapterus macarellus",41.6420185771709,0.363692550539155,0.643869766277982,5.18813518834166,17.603231711645,0
62,"Decapterus macarellus",36.6009061617951,0.422164778975766,0.528358343358941,7.31921968432092,21.3636531032801,0
63,"Decapterus macarellus",37.517809585139,0.508303464383566,0.681188387233075,8.02453055816275,26.9709937697399,0
64,"Decapterus macarellus",33.9382296240954,0.345202192101577,1.17235514182765,7.03272843779119,23.395417362926,0
65,"Decapterus macarellus",33.6750189207163,0.372094327705014,0.549810388847298,7.24539602347055,26.7138028646148,0
66,"Decapterus macarellus",41.180886342633,0.366837096030355,0.602020170144766,8.11712476125797,25.6939720128188,0
67,"Decapterus macarellus",42.0618849375044,0.484050226352174,0.621241284141191,5.04525540871688,27.5938047326719,0
68,"Decapterus macarellus",39.6987987291905,0.380602260965088,1.27184322694494,7.09268273220274,29.4564704960249,0
69,"Decapterus macarellus",45.08274613296,0.470029180088126,0.48906907086083,5.82810891569529,21.7544520002931,0
70,"Decapterus macarellus",53.1706393300829,0.397943129938791,0.886859122538806,4.40373918278155,21.1846479247667,0
71,"Decapterus macarellus",36.6614256903356,0.362239166132882,0.755825865363825,5.7091463277221,24.2285958856445,0
72,"Decapterus macarellus",28.0986113486861,0.458738089909818,0.687517324336964,4.72882239361857,24.0180369192073,0
73,"Decapterus macarellus",45.6366875422067,0.362005592498477,0.700133531565573,5.85612528430754,24.206390747484,0
74,"Decapterus macarellus",35.5096875497397,0.371946799183731,1.14160723389721,5.04141823827896,19.5686157274119,0
75,"Decapterus macarellus",35.6199577650712,0.372103836747526,1.13888811589453,5.17959569973417,27.470601010599,0
76,"Decapterus macarellus",45.7693024545953,0.467828151549066,0.860464535122695,6.37325523030951,25.051211119876,0
77,"Decapterus macarellus",37.7846145100667,0.562929107735325,0.277220232546156,9.7263174362701,20.2391721744721,0
78,"Decapterus macarellus",32.9492138984342,0.323583449592258,0.708585067756836,6.26631313927858,24.4550076713809,0
79,"Decapterus macarellus",40.4510222702968,0.349656942802361,0.71188793520395,8.10445420284602,25.9022114302022,0
80,"Decapterus macarellus",38.5997344814227,0.340065310139368,0.724821950514315,7.20841752913365,20.9684024057506,0
81,"Decapterus macarellus",39.4253658968099,0.327170915729535,0.62435362042516,4.67499473227457,23.5495712698008,0
82,"Decapterus macarellus",41.676399996101,0.413403396287603,0.749273536371277,5.1155231397406,23.8326807644431,0
83,"Decapterus macarellus",37.3127907974574,0.411072372045035,1.06729332298678,8.23656407244924,27.2005485051037,0
84,"Decapterus macarellus",43.2865696043152,0.378171291006631,0.626753103013675,6.64361529715864,22.4154476341815,0
85,"Decapterus macarellus",38.1416746514226,0.370115159254354,0.728003465157694,6.71547789936405,27.0247352822645,0
86,"Decapterus macarellus",41.3514655600531,0.444027533242635,0.421204405369341,9.49422306438562,27.2816613986193,0
87,"Decapterus macarellus",46.2490312820492,0.289578096225832,0.628042549113954,4.63277109356839,26.6136007359515,0
88,"Decapterus macarellus",41.9817862840789,0.494941956495686,0.799667626182966,7.84644622417927,27.0669317005989,0
89,"Decapterus macarellus",37.5577683699476,0.408500301430231,0.906921020709965,5.84236286484356,21.9615814556546,0
90,"Decapterus macarellus",46.6020183336563,0.460229049282476,0.58201840077854,7.09398314123235,20.1473909056873,0
91,"Decapterus macarellus",45.555070534768,0.396292320258074,0.617323217266587,7.96439410210659,20.5572025395305,0
92,"Decapterus macarellus",42.6829694592152,0.40316635610312,0.289715468292658,8.31797207088993,26.0009204609407,0
93,"Decapterus macarellus",40.7923282375017,0.383460279665461,0.984463144978432,6.57433869091964,23.5623379926396,0
94,"Decapterus macarellus",35.9345587443786,0.367019025848301,0.823756708097327,6.77259473718191,23.0632026934412,0
95,"Decapterus macarellus",48.0690290100389,0.471721198454428,0.589301393874029,4.84192231521398,19.8087839895009,0
96,"Decapterus macarellus",36.0802031839261,0.406992012553442,0.763287058744916,9.10920887979225,22.7347744954361,0
97,"Decapterus macarellus",54.2491129812668,0.330327464413514,0.697819799119991,6.42477410328323,23.8920752265256,0
98,"Decapterus macarellus",49.2937177727381,0.428831813071908,0.657510485279304,6.59199012023241,24.3189000871233,0
99,"Decapterus macarellus",38.0568704999412,0.347875070512418,1.19037514458779,5.87432202427573,26.9331856950961,0
100,"Decapterus macarellus",33.8992960281204,0.284131417351405,0.394450485106649,4.05382838125193,28.5070457074966,0
101,"Decapterus macarellus",35.5034236152298,0.393825847073253,0.463969206227674,6.90272552522011,25.1637455596057,0
102,"Decapterus macarellus",40.9008063587226,0.395100173602065,0.725844064620598,7.44890988212473,29.3800511871314,0
103,"Decapterus macarellus",37.9957193495775,0.431806704719166,0.643320212411857,5.60592695938935,20.837117179005,0
104,"Decapterus macarellus",37.4392047355497,0.49988181718199,0.492256216225468,7.07096216984511,25.7033703503137,0
105,"Decapterus macarellus",34.2723291925302,0.464498309616858,0.893174655300186,5.79220471120998,25.5665710056176,0
106,"Decapterus macarellus",39.133474962541,0.355032352121914,0.804251916085904,7.64220294471035,21.6993333532297,0
107,"Decapterus macarellus",35.1185548797892,0.439496481458875,0.952707000537182,5.80701487048449,19.7098874395605,0
108,"Decapterus macarellus",30.8623096923103,0.406379678121931,0.436696793535548,7.95287191050012,27.439018523911,0
109,"Decapterus macarellus",37.260602950728,0.434885936085398,0.311806173042673,7.83924275052376,21.7169689118098,0
110,"Decapterus macarellus",45.0611770722034,0.377146965920206,0.619860448187146,5.01949516667006,19.7093276626227,0
111,"Decapterus macarellus",36.2119509182777,0.360440615532244,0.5487656420801,8.84624372094858,31.713809005181,0
112,"Decapterus macarellus",43.056580594489,0.473189968293076,0.305603325803566,5.6158945786948,25.8054057044464,0
113,"Decapterus macarellus",31.0891743850975,0.40863645485412,0.437954506939862,6.89395762038155,17.7038759001847,0
114,"Decapterus macarellus",39.0732079025737,0.447290195661464,0.58992478524029,6.5599025683586,22.8777929733053,0
115,"Decapterus macarellus",42.5023179960273,0.362252394355512,0.299555490322439,8.51370658831181,23.5205108686942,0
116,"Decapterus macarellus",41.1665777181766,0.257763787135778,0.300913694175315,8.62268214037697,24.2950205527066,0
117,"Decapterus macarellus",40.0059090083275,0.372456962816193,0.85963680502699,5.73538565708909,24.4542578712965,0
118,"Decapterus macarellus",35.8673266901824,0.410778566238208,0.404355729000827,4.53038153543935,25.9704250108742,0
119,"Decapterus macarellus",34.787182175036,0.553762192407246,0.454342100235081,6.24908991971907,24.2450826046154,0
120,"Decapterus macarellus",33.9106660652979,0.399461946767914,0.703782953020384,5.84038438738765,22.3251032343456,0
121,"Decapterus macarellus",40.0760345536593,0.278734397262909,0.384885498093801,6.46686699717891,24.7649538370941,0
122,"Decapterus macarellus",34.2931143392107,0.371684921178155,0.464924106838758,5.2579256763597,26.3168226035456,0
123,"Decapterus macarellus",36.663966728945,0.342682498404784,0.834534125723347,6.94058995796049,27.8660063588214,0
124,"Decapterus macarellus",37.9434988058726,0.435128507284368,0.47253685987023,6.78734094705824,24.6274620031857,0
125,"Decapterus macarellus",51.5903519563635,0.385374706549333,0.8325375634584,8.61988085888959,23.4699261950051,0
126,"Decapterus macarellus",35.808371568306,0.444915810235949,0.240415263949582,7.44735759823705,23.2479274739128,0
127,"Decapterus macarellus",40.772368608367,0.463782873738743,0.376016465700753,6.56453904315006,25.3540726796342,0
128,"Decapterus macarellus",39.8440163368269,0.346092436125853,0.831896480740788,4.80117372202523,22.7729781854216,0
129,"Decapterus macarellus",34.2210313213188,0.47544252660807,0.766537840851941,6.62089578330468,18.413075169237,0
130,"Decapterus macarellus",38.9832963562811,0.357646552204568,0.622456606325657,6.92017383112286,25.9662071062339,0
131,"Decapterus macarellus",48.6627060350704,0.389861590386597,0.54256201651257,6.50433420498381,20.2606832193451,0
132,"Decapterus macarellus",42.0821625190095,0.379011395258832,0.528721769813416,6.28094251909133,27.2356512344259,0
133,"Decapterus macarellus",39.6304876681561,0.286706129347946,0.6193405740944,6.30593235361319,25.816865829303,0
134,"Decapterus macarellus",37.0308791040798,0.379123654723782,0.996270227177306,8.63316150163143,23.1760733397412,0
135,"Decapterus macarellus",29.1706510687099,0.288104433963512,0.528456724123659,4.45832976284841,27.3064981430259,0
136,"Decapterus macarellus",46.4830542764745,0.315902969393228,1.00141201726134,6.25547582742366,20.8398522482471,0
137,"Decapterus macarellus",31.8126896002989,0.414533217085216,0.308764062520837,7.02248487806264,25.6031128297851,0
138,"Decapterus macarellus",43.8960811555831,0.423558273040555,0.647850699759256,5.46425651824091,26.1708516425854,0
139,"Decapterus macarellus",52.0851525491648,0.447805123418443,1.25033908343278,7.73184431076664,28.0018761972769,0
140,"Decapterus macarellus",31.890731928086,0.361040306775377,0.748907958234726,6.8798153282776,21.2353739672607,0
141,"Decapterus macarellus",43.6516698122814,0.434713823231939,0.364530993320633,9.05950302378512,22.0560653055237,0
142,"Decapterus macarellus",37.9096211604809,0.482382901629203,1.02278750854062,6.95187419575478,24.9628788727554,0
143,"Decapterus macarellus",31.2979157318404,0.373004332609847,0.439739447229801,5.21468231959669,28.2303502638095,0
144,"Decapterus macarellus",31.5622150626804,0.439473208782553,0.657199482940202,6.20387798262939,19.5238467552282,0
145,"Decapterus macarellus",31.163616260635,0.307348003567394,0.927935487367159,10.0043741318351,24.0501757229365,0
146,"Decapterus macarellus",36.4481650624745,0.37757326063151,0.46552889601955,8.79616312987653,25.7006061751909,0
147,"Decapterus macarellus",31.8074979792457,0.400904878533663,0.582565712028407,7.24326181019048,27.2053805949347,0
148,"Decapterus macarellus",43.5631942206133,0.435610612665895,0.388587871094951,9.02449348493899,25.5090061597597,0
149,"Decapterus macarellus",53.5612154930957,0.345812092846643,0.841558819445228,6.72030994251995,22.8061883574967,0
150,"Decapterus macarellus",32.6310872014712,0.385242007885196,0.656990870139272,5.23689071232845,24.8049512268555,0
151,"Decapterus macarellus",44.2040857012821,0.409092050682197,0.727078541610526,6.06605063123483,23.9102196608883,0
152,"Decapterus macarellus",44.0833337028786,0.463955232029666,0.468186263699424,8.18746484419491,30.6947099588407,0
153,"Decapterus macarellus",41.354010350611,0.455949372668996,0.481286491861053,5.12494057931784,25.7317601887592,0
154,"Decapterus macarellus",33.9889081794211,0.391005962595191,0.558490277024294,7.42233172653171,22.5362483645414,0
155,"Decapterus macarellus",38.7096688485593,0.420650146901709,0.54935758744496,6.16557825228209,23.269708737978,0
156,"Decapterus macarellus",37.8088225859559,0.420417093032955,0.549218733733437,6.12654037590603,27.0687824346598,0
157,"Decapterus macarellus",42.7741943167052,0.354171632388653,0.513182238093607,5.99841936815155,26.760733723613,0
158,"Decapterus macarellus",37.3030818343964,0.587771461442422,0.720721857551276,6.52511237786505,23.3710200839357,0
159,"Decapterus macarellus",45.4450281933835,0.415120655252019,0.531298513081598,4.95120059033327,18.4278461553439,0
160,"Decapterus macarellus",37.2913927707848,0.433575613827055,0.493335460814297,4.99549577380235,24.6643652813625,0
161,"Decapterus macarellus",45.9514029725398,0.324397083878922,0.359540929950078,4.6013682111077,26.2771555899625,0
162,"Decapterus macarellus",33.7866206934129,0.386552492154302,0.966093544493743,4.65695434662141,26.9115018382178,0
163,"Decapterus macarellus",32.7596457154208,0.390140890453269,0.29659764562,8.94736601276333,22.0153748773605,0
164,"Decapterus macarellus",63.2914715908974,0.456801978205411,0.569649130520299,6.10600191938074,25.1907987030347,0
165,"Decapterus macarellus",37.0614442924578,0.434271602274156,0.54716031202683,7.98745327213055,24.5021144494143,0
166,"Decapterus macarellus",41.1489597802739,0.388489990976219,0.712180254473429,5.8177383168242,26.6028454668729,0
167,"Decapterus macarellus",43.2371561346673,0.433657416031962,0.457822839929949,5.96603048875967,25.4476792721034,0
168,"Decapterus macarellus",36.7003367516927,0.426643942751683,0.539333243230838,5.18763601757141,22.1897945127879,0
169,"Decapterus macarellus",42.4864942330673,0.474412575831572,0.958072031131009,6.31939448624775,24.0990336829471,0
170,"Decapterus macarellus",41.5770322899078,0.481443041533829,0.485160065785465,6.99767035625735,19.7532004433321,0
171,"Decapterus macarellus",38.1701789519833,0.435266921553424,0.318661752112788,5.20680583434702,24.3006425816688,0
172,"Decapterus macarellus",39.7702385800245,0.333894219767391,1.06111477308637,5.96250285782273,26.0759855304538,0
173,"Decapterus macarellus",39.1962791900691,0.382050858011624,0.728692876154831,7.44518444746243,23.5482310584794,0
174,"Decapterus macarellus",53.7837817671752,0.378580171364072,0.508487543156991,4.63685478936627,21.1452488189187,0
175,"Decapterus macarellus",35.3431270141748,0.512957055480435,0.441796535558107,6.33017440962481,21.5089272502045,0
176,"Decapterus macarellus",33.5559748196375,0.388082574538289,0.254167506046823,3.8358335263011,24.7332767484227,0
177,"Decapterus macarellus",39.6105207039862,0.361728475477737,0.873924557885651,4.18267759338733,23.08251063399,0
178,"Decapterus macarellus",41.2227942594387,0.550808639033795,0.515609386966992,5.83139022195858,26.5061958732235,0
179,"Decapterus macarellus",41.9900298514141,0.516091653942916,0.290327166342301,6.85610543307707,23.0189551585666,0
180,"Decapterus macarellus",36.8370579473388,0.394203015584916,0.680773846115568,8.42365680926116,22.8279439163082,0
181,"Decapterus macarellus",33.7167511422354,0.435645042128201,0.751894796151863,7.17609451552091,21.3044081853573,0
182,"Decapterus macarellus",47.3884253352854,0.334452901028847,0.632415433366037,6.06333444411978,21.4920728335286,0
183,"Decapterus macarellus",37.4276609120482,0.44086159344628,0.709680630620357,6.12857609532056,18.9342989803222,0
184,"Decapterus macarellus",34.7068163855782,0.3668367613469,0.612409493151316,6.44894391293899,23.969569111262,0
185,"Decapterus macarellus",38.0536456197374,0.392282080124782,0.929038753832334,5.57858371246307,24.6306671051549,0
186,"Decapterus macarellus",38.2719787992759,0.351088110698354,0.710973396196869,8.24918609455179,22.9566174392967,0
187,"Decapterus macarellus",46.3376308104377,0.285543610570751,0.827914010472141,7.77489913189795,26.3430573679552,0
188,"Decapterus macarellus",39.8835387236513,0.320902849407664,0.530444327304711,4.10769388055665,23.1651478742482,0
189,"Decapterus macarellus",43.9867690444134,0.459394100790635,0.502787663577808,6.56229236363453,27.4260655195908,0
190,"Decapterus macarellus",36.6171429276641,0.323456727323341,0.88620010093633,6.92788256785677,23.2928696128903,0
191,"Decapterus macarellus",40.647639833635,0.364789781442126,0.66654197237101,6.11763593506967,22.7399694552731,0
192,"Decapterus macarellus",37.5646138948121,0.344496060889073,0.580345931584995,7.07875372341645,25.3572918838262,0
193,"Decapterus macarellus",39.9410350054845,0.392243693706304,0.717724634742943,7.37802877950333,25.3552008710833,0
194,"Decapterus macarellus",34.5555712908112,0.441457676957506,0.505979201344006,7.35094265828734,26.9270507188246,0
195,"Decapterus macarellus",32.5177981245159,0.380229236048018,1.02708629468842,7.07469739935513,28.1294545705167,0
196,"Decapterus macarellus",52.7609296516828,0.344294138596368,0.387528888330646,4.39122946131845,21.2312822927687,0
197,"Decapterus macarellus",43.0108992062884,0.441482927368399,0.650672188672292,6.75925823698799,22.6550146275893,0
198,"Decapterus macarellus",32.8022533366376,0.408859820561841,0.682168301553756,5.60517118833122,24.0020586921822,0
199,"Decapterus macarellus",36.0226771907182,0.505030472212722,0.844381423902007,6.31407813192757,21.8744290332852,0
200,"Decapterus macarellus",33.1195217553369,0.395861784067351,0.86354742211217,6.05414222411598,31.0589001572205,0
201,"Decapterus macarellus",54.340285123477,0.471732230589065,0.589991756908308,6.72920762527505,27.3922188097983,0
202,"Decapterus macarellus",47.7309647868264,0.377659640783169,0.41262227090897,6.00493785902808,22.4042825589778,0
203,"Decapterus macarellus",37.8932762511421,0.466266933479939,0.716455081886765,7.19017389504953,21.9875330402522,0
204,"Decapterus macarellus",42.6504908199705,0.408203127976635,0.850862972738986,4.52348256774414,20.1007166921961,0
205,"Decapterus macarellus",37.0750982636708,0.368509920917461,0.698833463528691,7.49988437645558,25.1744478751676,0
206,"Decapterus macarellus",36.7408113470789,0.406023244306139,0.470428977707624,5.68878389185555,25.6092128761946,0
207,"Decapterus macarellus",35.0995575615956,0.417183386285158,0.634659668946881,4.43221393872557,21.6919508646734,0
208,"Decapterus macarellus",36.1099999352234,0.526124892613911,0.348958840308715,5.00267743892826,20.0439883358224,0
209,"Decapterus macarellus",50.1542981071602,0.472961392055434,0.624053053134557,5.08098597697121,23.780013548003,0
210,"Decapterus macarellus",39.0819773245064,0.375363119826831,0.606860253660465,7.37822060152013,15.5948806478657,0
211,"Decapterus macarellus",40.0854090729756,0.39907931103357,0.810553397552154,5.2836395539078,25.3077918290211,0
212,"Decapterus macarellus",40.8219154093217,0.453741925733824,0.491198217787382,5.99258540364971,25.0149353859605,0
213,"Decapterus macarellus",47.1759884744841,0.315717177102996,0.25866811231174,4.30987505145971,21.2883987641634,0
214,"Decapterus macarellus",36.5274011354378,0.415439638678832,0.690952756548991,7.26803400395963,23.3094632425691,0
215,"Decapterus macarellus",34.0679153590779,0.41748838638479,0.438450627930539,6.21425988853329,28.3353590200979,0
216,"Decapterus macarellus",50.3365307170742,0.484670183487303,0.734459865034538,9.13328092216477,24.7940431774368,0
217,"Decapterus macarellus",36.9298853959068,0.4442804348881,0.46864494910293,5.53369637258671,29.1969180760553,0
218,"Decapterus macarellus",35.4377267833305,0.454393767344464,0.424158671888401,5.94228326403686,21.5425076043127,0
219,"Decapterus macarellus",32.8743115718412,0.428315938145224,0.569150383400818,5.58511612416113,22.3143155960714,0
220,"Decapterus macarellus",32.6421400154124,0.462468959070743,0.346530583449817,6.78320953160558,24.0550543248845,0
221,"Decapterus macarellus",36.2192284135063,0.600447676438347,0.486136967016428,4.33411888973489,28.0418236722534,0
222,"Decapterus macarellus",43.1197567877566,0.409833115662297,0.602799380831394,4.8172310238606,25.8164050091794,0
223,"Decapterus macarellus",46.3371416677446,0.46694524868283,0.474636940325687,4.95544744801094,24.7241332132013,0
224,"Decapterus macarellus",43.6887529980555,0.482880206911357,0.692835169715412,6.56383958982261,22.5985076337294,0
225,"Decapterus macarellus",37.3510389872477,0.328314699793395,0.585599833326666,4.72938356374217,24.9041858449348,0
226,"Decapterus macarellus",39.7379983969968,0.396645990881232,0.507568784031136,7.7385877625337,24.3258787066012,0
227,"Decapterus macarellus",35.5336162787102,0.377884422952058,0.922227783970764,6.50884402788096,20.6746417505409,0
228,"Decapterus macarellus",35.4680592528158,0.352668417282907,0.52740667228859,6.34723365689011,28.7723904616197,0
229,"Decapterus macarellus",44.8353102956727,0.353739280801862,0.57324120254415,4.59379469217039,23.362445137079,0
230,"Decapterus macarellus",33.9530436030899,0.36301635333352,0.730818783178957,6.62380237464974,25.7640308746653,0
231,"Decapterus macarellus",52.4383332041873,0.362482241898771,0.933615470749019,7.41066499633908,28.9988452586307,0
232,"Decapterus macarellus",38.8750148595407,0.465129424725543,0.3436738657383,4.56124970781382,24.0820886848434,0
233,"Decapterus macarellus",40.6481959838068,0.447616328458408,0.418972398516624,7.24927121895585,22.1855301967165,0
234,"Decapterus macarellus",35.3576519705149,0.396597431589485,0.447281617253613,5.20032338081672,22.9492471698674,0
235,"Decapterus macarellus",36.2170282382421,0.402324652636302,0.693984589495183,7.22021026252329,23.4184563400742,0
236,"Decapterus macarellus",32.4882452451939,0.541297289828469,0.596486135484998,8.1154193243292,26.3074469548516,0
237,"Decapterus macarellus",38.3518567662405,0.324237104268683,0.935145496608193,6.16775654715673,26.6101360754163,0
238,"Decapterus macarellus",41.882406085061,0.413348997042517,0.404971364341373,6.58850931321961,23.1105381671884,0
239,"Decapterus macarellus",41.306250852694,0.44555713310271,0.599491211791285,8.02651950341644,22.6445050154385,0
240,"Decapterus macarellus",35.1358640575807,0.418486046098052,0.695469044807474,5.07646036756656,22.5911171046106,0
241,"Decapterus macarellus",35.0994593082891,0.37387371346452,0.299812200492232,5.5849263263803,20.4306122850141,0
242,"Decapterus macarellus",36.6015741154064,0.431989430899259,0.494351238899074,8.03631370246163,19.7874080937156,0
243,"Decapterus macarellus",49.0308237297886,0.389360331297913,1.19781749930942,5.85877967224116,25.8316180945433,0
244,"Decapterus macarellus",33.3537900015722,0.364062621453586,0.565341463378803,4.6649736504646,23.7430472328357,0
245,"Decapterus macarellus",38.3735992410595,0.400833662583075,0.533886373478938,6.16178961021188,29.358534233442,0
246,"Decapterus macarellus",52.033803164765,0.413280902195832,0.886756227131748,5.28037664588508,19.4652038817573,0
247,"Decapterus macarellus",38.8144584096861,0.403187731032867,0.831755034896546,7.45197607153485,25.4813088317054,0
248,"Decapterus macarellus",32.2853263738323,0.485078705329032,0.823584724381758,7.44301530695908,28.8119700730869,0
249,"Decapterus macarellus",35.741273106231,0.465573188356443,0.662563825308307,6.30190232638376,21.1558438531279,0
250,"Decapterus macarellus",42.2917454142437,0.459297920742442,0.558574927208649,5.67128810854157,25.0823146600299,0
251,"Decapterus macarellus",37.2858171154185,0.361050538830376,0.773868866686806,6.31620448184434,23.7557823505761,0
252,"Decapterus macarellus",36.2833890104452,0.463409691418692,0.716595078829336,5.83066633088778,25.9009529541685,0
253,"Decapterus macarellus",37.459068271076,0.404863060701489,0.761053274962318,5.51977868535324,18.8234356278833,0
254,"Decapterus macarellus",39.9171599461074,0.459651516864176,0.997452463774136,7.64779057552227,29.3499336688742,0
